"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G","cand_H"
"41067",2,7,3,9,7,4,0,2
"41068",6,7,5,3,8,3,7,4
"41069",9,4,3,2,2,2,8,2
"41071",0,5,10,5,5,5,5,5
"41072",5,8,2,4,2,0,1,0
"41073",5,10,0,8,0,5,0,0
"41074",2,8,9,6,0,4,2,2
"41075",7,7,4,3,1,2,2,1
"41080",0,10,1,5,0,5,0,5
"41081",5,6,4,6,5,6,4,5
"41082",5,5,5,5,5,5,5,5
"41083",10,5,3,3,0,4,2,0
"41084",9,5,9,3,3,3,3,2
"41085",0,8,6,5,3,1,0,0
"41086",10,3,0,5,0,6,5,4
"41087",7,6,6,0,5,5,0,5
"41088",0,9,0,9,9,1,0,1
"41089",9,3,2,1,3,5,4,1
"41091",5,5,4,4,5,3,4,3
"41092",6,4,8,2,1,2,2,2
"41093",6,4,0,3,3,0,1,0
"41094",8,3,2,0,0,6,5,0
"41095",10,5,2,2,1,7,4,1
"41096",5,10,6,4,0,2,3,1
"41098",6,0,5,0,2,0,2,0
"41099",9,6,4,6,3,4,5,3
"41100",8,2,2,3,2,7,5,3
"41101",2,8,2,8,2,2,1,2
"41102",10,0,0,0,0,7,0,0
"41103",10,5,5,5,0,0,0,0
"41104",5,10,10,6,4,4,4,4
"41105",5,7,3,6,6,6,1,1
"41106",8,4,4,1,5,5,5,5
"41107",10,2,3,3,5,5,5,5
"41108",8,3,3,5,2,5,2,1
"41109",5,8,4,8,5,5,2,5
"41110",8,4,1,4,1,5,5,2
"41111",7,5,5,1,1,5,5,5
"41112",7,3,6,3,0,3,3,3
"41113",3,7,5,7,6,7,1,7
"41114",8,8,7,8,5,5,7,5
"41115",8,5,5,5,7,5,5,5
"41119",1,9,4,7,5,1,3,1
"41120",10,5,3,5,3,3,3,3
"41121",8,4,5,5,5,2,5,2
"41124",7,5,5,5,5,5,5,5
"41125",0,8,8,6,6,5,0,5
"41129",1,6,9,1,1,0,0,0
"41130",6,2,1,1,8,1,5,1
"41131",3,5,9,7,8,3,5,1
"41136",4,7,2,6,8,6,0,2
"41138",8,0,0,0,5,5,5,5
"41139",6,8,4,5,1,2,2,2
"41141",6,3,5,6,5,6,5,5
"41142",0,10,5,5,0,8,5,5
"41143",10,0,3,0,0,3,5,0
"41144",5,8,6,5,1,1,1,1
"41147",5,7,7,0,0,1,1,1
"41148",5,5,3,6,8,5,3,5
"41151",8,6,4,6,5,8,7,5
"41153",8,8,5,6,3,1,4,0
"41154",7,6,0,3,0,0,0,0
"41155",5,8,0,10,8,6,2,8
"41156",4,6,8,5,6,2,3,1
"41157",10,3,5,1,7,10,5,5
"41158",3,7,6,5,5,5,5,5
"41159",9,4,4,2,5,5,4,3
"41160",8,6,7,5,2,7,5,6
"41163",0,8,8,5,0,5,0,2
"41164",7,7,5,7,7,6,5,5
"41165",5,7,3,5,0,5,0,0
"41166",7,7,6,5,5,5,5,5
"41167",9,1,2,0,0,0,0,0
"41168",9,2,6,4,2,3,3,2
"41169",8,4,1,1,3,5,5,1
"41170",4,9,1,7,6,5,1,5
"41171",8,5,1,5,0,1,8,0
"41173",0,6,10,5,7,5,6,7
"41174",8,2,6,5,5,5,6,1
"41176",9,3,0,2,5,5,5,5
"41179",0,6,0,9,6,9,0,9
"41180",10,0,1,3,7,5,2,0
"41181",9,3,2,5,5,2,3,2
"41184",9,8,0,5,5,9,9,0
"41185",7,5,6,5,4,5,5,4
"41186",9,0,7,0,0,7,0,0
"41188",9,3,8,4,9,1,6,0
"41189",8,2,2,2,0,2,2,2
"41190",3,10,5,10,0,5,0,5
"41191",5,2,9,1,0,2,5,0
"41192",5,5,5,6,8,5,2,5
"41193",10,0,0,0,6,0,2,0
"41194",8,6,4,5,2,4,3,1
"41195",9,4,2,1,0,1,2,0
"41196",0,10,7,7,6,1,2,0
"41197",6,6,5,7,2,6,4,2
"41198",0,7,6,5,5,0,5,0
"41200",6,6,6,5,5,5,5,5
"41202",10,0,0,6,5,3,6,1
"41204",8,2,4,1,0,6,4,0
"41205",8,4,0,0,0,4,0,0
"41206",10,4,0,2,6,4,6,0
"41209",10,5,5,5,3,5,5,3
"41210",8,7,0,6,7,5,5,1
"41211",8,5,2,2,2,0,1,0
"41212",7,4,5,4,5,4,5,4
"41214",7,8,3,8,6,8,3,7
"41215",9,10,9,10,6,9,8,8
"41216",9,1,0,0,0,3,2,0
"41217",5,2,7,0,0,0,0,0
"41218",10,5,5,0,10,10,10,10
"41219",10,6,6,3,5,3,6,5
"41220",2,9,4,6,7,5,2,0
"41221",0,8,7,8,6,3,4,3
"41226",7,3,3,3,3,3,4,2
"41227",8,6,5,6,6,5,5,5
"41228",2,3,2,8,10,10,8,10
"41229",0,7,10,5,3,0,1,0
"41230",5,3,8,0,4,0,0,0
"41231",5,9,0,3,0,0,0,0
"41232",9,5,5,5,0,5,0,5
"41235",7,5,4,6,6,6,5,5
"41238",6,10,4,8,1,3,3,3
"41240",10,0,5,3,6,2,5,0
"41241",9,7,1,5,8,1,1,1
"41242",8,2,3,0,4,4,7,0
"41244",9,3,5,0,0,0,10,0
"41245",10,1,2,3,1,1,8,1
"41246",4,4,6,5,7,6,6,4
"41250",5,7,2,1,5,5,10,1
"41251",3,9,6,7,7,1,1,1
"41257",3,9,8,5,4,0,4,0
"41258",5,7,4,5,2,5,0,5
"41260",5,6,1,3,0,0,1,0
"41261",8,8,10,5,0,0,0,0
"41262",8,5,0,1,0,0,0,0
"41263",9,3,3,3,0,1,1,0
"41264",9,5,7,7,5,5,5,5
"41267",3,9,5,8,6,4,2,2
"41269",10,4,0,1,0,5,1,0
"41271",7,5,4,4,1,3,3,2
"41274",10,4,2,0,2,5,5,4
"41276",2,7,5,10,6,10,0,8
"41278",0,10,3,7,2,8,0,8
"41279",10,0,0,0,0,0,0,0
"41280",8,5,3,3,5,4,5,0
"41282",8,3,5,5,5,5,5,5
"41283",9,4,2,5,5,5,5,5
"41285",10,0,0,0,0,5,5,5
"41286",6,7,6,7,10,6,2,7
"41288",10,2,2,2,3,3,8,0
"41290",10,4,5,4,5,10,5,10
"41293",9,5,5,10,9,8,5,5
"41294",0,10,6,5,4,1,0,0
"41296",8,6,6,0,0,0,6,0
"41297",6,5,8,4,5,3,2,1
"41298",3,6,5,5,3,5,3,5
"41299",9,1,0,5,3,7,5,0
"41300",3,8,3,5,5,5,3,3
"41301",10,0,0,5,5,0,0,0
"41302",3,9,0,5,0,0,0,0
"41303",0,10,5,10,8,8,0,5
"41304",2,9,0,8,0,5,0,0
"41306",8,5,1,2,0,0,2,0
"41307",0,10,5,5,0,2,2,2
"41308",6,4,2,0,0,2,0,2
"41310",3,7,0,6,5,5,0,1
"41311",8,5,2,5,0,5,2,5
"41312",5,5,5,5,5,5,5,5
"41314",8,1,1,2,5,5,2,5
"41316",6,6,0,6,6,2,0,0
"41319",7,3,2,2,2,1,1,0
"41320",9,4,9,3,0,8,5,5
"41321",7,5,6,5,3,5,3,3
"41324",2,7,0,7,0,5,0,5
"41325",2,2,2,2,2,3,2,2
"41326",7,6,1,4,5,6,1,4
"41327",4,10,6,8,1,2,3,2
"41328",10,0,6,0,0,0,6,0
"41329",7,4,2,2,0,2,2,2
"41331",1,9,8,8,5,5,1,5
"41332",8,10,7,6,5,5,5,5
"41333",3,6,1,2,4,4,0,1
"41339",10,3,8,7,2,5,3,2
"41340",8,6,2,5,5,0,2,0
"41342",4,6,7,3,5,5,5,5
"41343",7,6,3,3,4,5,0,2
"41344",6,4,4,5,7,5,4,2
"41346",5,9,5,5,5,5,5,5
"41347",6,6,2,1,1,1,2,1
"41349",8,3,6,0,3,6,6,0
"41350",2,10,5,8,8,2,0,2
"41351",10,3,4,1,5,2,5,0
"41352",7,4,3,2,1,6,8,3
"41353",7,2,6,2,1,6,2,1
"41355",5,8,5,8,8,8,2,6
"41356",10,3,0,6,0,0,0,0
"41357",10,5,1,4,9,0,0,0
"41358",7,4,4,2,1,1,2,1
"41361",9,6,7,4,0,4,4,4
"41362",6,5,2,7,5,3,4,0
"41363",10,0,5,0,0,0,5,0
"41364",8,4,2,2,9,2,8,2
"41366",5,5,5,5,5,5,5,5
"41367",10,5,5,7,5,5,5,5
"41368",4,10,8,8,1,6,5,5
"41369",9,5,2,2,1,1,2,1
"41370",5,5,5,5,5,6,5,4
"41371",5,8,5,6,6,5,0,2
"41372",5,5,10,0,0,0,0,0
"41373",4,7,5,5,5,5,4,4
"41375",10,1,1,1,1,8,5,1
"41377",8,5,8,0,0,0,2,0
"41378",8,6,3,6,2,4,2,3
"41379",9,2,0,1,0,1,0,0
"41380",2,5,3,5,0,5,1,3
"41381",1,9,9,1,0,8,0,4
"41382",8,3,6,0,2,5,5,3
"41385",6,6,1,5,4,4,4,4
"41386",6,4,1,5,5,5,1,1
"41389",8,5,3,0,1,2,0,2
"41391",3,5,10,7,0,5,0,0
"41392",10,0,7,3,6,5,9,5
"41394",10,3,2,3,3,2,3,2
"41395",0,8,5,10,8,8,5,8
"41396",9,3,3,6,2,7,7,2
"41397",8,8,5,5,2,2,2,2
"41398",7,3,4,0,5,4,5,3
"41399",5,8,5,6,5,5,0,0
"41400",0,1,10,0,0,1,0,0
"41403",3,9,9,1,1,1,1,1
"41405",5,5,5,5,5,5,5,5
"41406",4,7,5,4,5,5,0,5
"41410",9,4,4,4,5,6,5,4
"41411",0,10,0,4,0,0,0,0
"41413",8,7,5,6,7,6,7,4
"41414",9,7,0,9,1,0,6,0
"41415",9,0,2,0,2,0,2,0
"41417",4,10,5,7,0,5,0,5
"41421",10,5,5,5,5,5,5,5
"41422",8,1,7,3,5,5,5,5
"41425",2,8,5,7,7,8,1,6
"41427",10,2,8,0,2,1,0,0
"41429",7,6,4,6,5,5,5,5
"41430",8,6,0,5,8,10,5,2
"41431",8,8,5,7,4,5,5,4
"41433",3,6,10,1,0,5,0,2
"41434",7,6,5,3,5,1,3,0
"41438",9,3,7,1,2,1,1,1
"41441",5,5,5,5,5,5,5,5
"41442",8,5,7,5,4,7,5,5
"41443",10,0,5,0,0,0,0,0
"41445",10,4,1,2,0,1,1,0
"41446",1,9,6,9,6,7,0,5
"41448",7,6,2,5,7,8,5,3
"41449",0,8,7,5,5,2,2,2
"41451",10,5,4,0,0,8,5,3
"41453",10,10,10,1,1,5,1,1
"41454",10,1,1,1,1,1,1,1
"41455",5,10,5,8,5,5,5,5
"41456",7,10,8,10,1,7,4,4
"41458",9,3,0,2,6,3,2,0
"41459",2,8,0,8,5,5,0,4
"41462",7,7,4,4,1,3,5,5
"41463",8,8,4,3,3,5,4,5
"41464",1,10,3,10,7,5,1,5
"41465",3,5,5,5,3,3,4,2
"41467",4,8,5,5,2,5,0,5
"41468",2,9,8,10,9,5,1,8
"41469",8,6,7,5,7,6,5,4
"41470",5,9,7,5,0,1,1,1
"41471",7,7,6,4,5,0,5,0
"41472",0,10,8,7,3,2,0,2
"41473",4,10,8,6,4,6,4,4
"41475",9,1,1,6,0,6,6,0
"41477",10,1,4,0,6,2,5,0
"41480",8,2,7,4,5,7,6,2
"41481",8,4,8,6,5,8,8,5
"41482",1,8,1,8,9,8,0,5
"41483",4,6,5,3,5,4,1,1
"41485",2,8,4,8,7,5,2,6
"41486",7,4,1,5,5,5,5,1
"41487",7,6,3,3,5,3,5,2
"41488",3,8,6,6,3,0,3,0
"41489",5,8,5,8,6,5,2,3
"41491",3,10,8,8,5,8,0,2
"41492",4,10,4,8,4,7,1,7
"41493",5,5,5,5,5,5,5,5
"41494",2,6,0,10,5,5,0,0
"41495",4,10,10,10,10,9,8,8
"41497",0,10,8,5,0,0,0,0
"41498",7,6,1,3,6,6,5,2
"41499",8,3,4,3,7,8,5,5
"41502",5,5,0,5,5,5,5,5
"41503",9,5,0,2,7,0,5,0
"41504",8,6,6,4,6,5,4,3
"41505",3,9,4,7,5,5,1,4
"41506",5,5,5,3,4,3,4,4
"41508",10,4,2,2,0,0,4,0
"41510",4,9,0,7,6,6,2,5
"41511",2,7,5,6,6,0,0,0
"41513",5,5,6,6,5,5,4,5
"41516",0,10,10,5,5,5,5,5
"41519",10,2,8,1,7,0,8,0
"41520",4,6,6,7,9,5,1,2
"41521",1,6,5,5,9,5,1,5
"41522",8,5,3,3,2,4,4,4
"41523",8,5,2,4,0,4,0,0
"41525",0,9,2,10,5,9,1,7
"41526",10,5,0,0,0,0,0,0
"41527",3,8,2,7,2,2,0,0
"41530",10,5,3,7,3,5,5,5
"41534",10,2,4,2,1,4,4,4
"41536",2,8,4,10,5,4,0,4
"41538",6,10,8,8,5,5,6,5
"41539",10,5,4,2,0,5,2,5
"41540",1,5,10,5,5,6,1,6
"41544",7,6,5,6,7,5,5,5
"41545",9,3,0,0,2,0,5,0
"41546",0,10,9,8,0,0,0,0
"41547",9,4,3,3,3,2,4,3
"41550",10,4,0,1,0,0,0,0
"41553",5,10,7,9,2,5,5,5
"41554",7,3,0,3,6,6,0,0
"41555",9,5,5,1,0,2,2,0
"41557",3,10,5,5,8,6,3,5
"41558",5,5,10,3,1,1,3,1
"41562",8,3,1,1,1,2,9,1
"41564",7,5,1,3,3,2,1,2
"41565",6,8,7,7,5,5,5,5
"41568",7,8,2,2,0,0,0,0
"41570",0,2,5,0,2,0,5,0
"41571",1,10,4,6,1,1,1,1
"41572",3,10,8,8,6,4,4,4
"41573",10,0,0,4,0,0,0,0
"41574",9,3,0,6,6,8,5,0
"41575",7,5,3,5,5,5,5,1
"41576",7,7,1,2,0,0,0,0
"41577",2,6,0,8,2,6,1,6
"41580",0,10,5,10,10,10,0,10
"41581",6,6,5,6,5,5,5,5
"41582",2,8,7,6,2,2,2,2
"41583",10,5,3,5,5,0,3,0
"41584",1,7,5,5,0,0,0,0
"41585",1,8,5,7,5,2,0,7
"41586",8,6,5,5,5,4,4,4
"41587",0,10,5,7,0,5,0,5
"41588",10,3,4,5,2,2,6,2
"41589",10,0,0,0,2,10,5,7
"41591",7,2,9,0,2,6,0,7
"41592",5,5,10,6,0,0,3,0
"41593",3,9,5,8,3,8,3,3
"41594",0,9,2,8,5,5,1,5
"41596",6,5,5,3,3,3,3,3
"41597",5,0,5,0,0,0,1,0
"41599",5,5,5,7,5,5,5,5
"41600",8,6,4,5,6,5,4,4
"41605",3,7,8,5,1,1,4,1
"41606",0,4,1,7,3,5,0,4
"41609",5,7,5,7,5,5,2,4
"41610",5,7,4,3,2,4,0,0
"41612",7,6,5,6,6,7,4,3
"41614",1,5,0,0,0,0,1,0
"41615",10,1,0,2,0,0,0,0
"41617",5,5,3,2,2,2,2,2
"41618",9,8,5,7,1,1,5,1
"41619",6,3,1,2,5,7,0,4
"41620",4,9,6,8,7,0,0,0
"41622",7,3,2,2,2,6,2,2
"41623",2,9,4,8,5,5,2,5
"41627",8,3,2,1,2,0,4,0
"41629",8,8,6,6,1,5,5,3
"41630",9,4,3,5,1,6,5,1
"41633",1,8,5,5,3,5,2,5
"41634",10,3,0,6,0,5,3,5
"41635",9,5,5,5,5,5,5,5
"41636",4,5,4,5,5,5,4,5
"41637",5,7,5,7,5,5,5,5
"41639",9,5,2,0,4,8,2,0
"41641",10,5,1,2,1,2,3,1
"41642",4,8,5,7,6,6,0,6
"41643",9,4,0,4,5,3,0,3
"41645",2,10,6,3,0,0,0,0
"41646",5,0,10,0,0,5,0,0
"41648",7,5,0,0,0,0,0,0
"41651",10,3,6,5,6,4,6,1
"41652",5,5,5,5,10,5,5,5
"41654",10,3,3,3,3,3,3,3
"41656",9,7,5,5,3,5,5,5
"41657",8,1,1,2,0,7,1,5
"41658",0,10,5,5,0,0,0,0
"41659",5,9,5,6,0,5,4,3
"41661",6,3,3,2,0,0,0,0
"41663",5,5,5,7,0,7,5,0
"41664",0,8,10,3,0,0,0,0
"41665",10,4,8,6,5,5,4,0
"41668",5,5,5,4,3,3,4,1
"41671",1,10,7,7,1,5,5,5
"41672",0,10,10,0,0,0,0,0
"41673",4,8,6,9,8,7,1,7
"41674",10,5,5,5,3,3,5,3
"41675",10,4,2,2,2,5,3,2
"41676",7,10,1,3,2,5,1,1
"41677",8,7,6,6,3,3,6,3
"41678",0,7,1,9,4,4,0,4
"41679",5,8,5,7,5,6,0,5
"41681",1,10,7,7,1,5,1,5
"41683",5,10,8,10,0,7,5,1
"41685",7,5,1,2,6,6,2,2
"41686",0,5,4,5,0,0,0,0
"41687",10,6,0,5,5,5,6,5
"41688",10,10,10,10,0,0,0,0
"41690",10,5,9,7,5,5,5,5
"41691",0,10,0,10,4,5,0,5
"41692",3,7,3,7,8,7,2,2
"41697",9,5,3,2,0,3,6,2
"41699",6,4,5,4,5,6,5,5
"41701",4,8,3,2,2,2,2,2
"41703",6,5,0,8,6,5,5,5
"41704",10,2,5,4,5,5,5,0
"41705",0,8,8,9,9,8,0,8
"41706",0,7,5,3,3,1,3,0
"41707",8,5,3,5,7,5,6,2
"41708",8,5,8,0,5,2,0,0
"41709",10,4,0,6,1,4,4,1
"41710",7,5,2,5,0,5,7,5
"41711",5,5,2,5,1,5,5,3
"41713",10,0,2,1,0,2,0,5
"41717",0,8,3,6,2,5,0,5
"41720",10,3,3,7,2,5,5,2
"41721",9,1,3,0,0,0,0,0
"41722",8,4,6,5,0,6,6,1
"41723",2,8,4,2,5,4,0,5
"41724",7,3,0,5,0,2,5,2
"41725",6,4,3,5,8,3,3,3
"41728",8,4,6,1,7,0,5,0
"41729",0,9,0,9,7,5,0,5
"41730",7,7,5,6,4,6,1,6
"41731",8,9,6,7,6,5,7,5
"41732",6,6,2,6,6,4,0,4
"41733",9,5,5,6,0,3,3,3
"41735",5,5,10,0,0,0,0,0
"41736",8,4,1,4,3,7,8,2
"41738",10,3,1,4,1,1,2,1
"41740",9,3,6,3,1,1,1,1
"41742",8,7,8,5,5,5,5,5
"41744",6,5,1,4,5,3,5,3
"41745",9,5,2,3,3,5,5,5
"41749",8,5,5,5,5,5,5,5
"41757",9,3,3,1,1,5,2,1
"41758",8,3,0,5,0,5,5,0
"41759",7,3,5,5,5,7,5,5
"41760",10,5,2,2,2,2,2,2
"41762",8,4,7,4,5,1,4,1
