,A,B,C,D,E,F,G,H,I
v370,0.0,1.0,0.0,0.3,0.0,0.3,0.2,0.2,0.0
v371,0.7,0.1,0.1,1.0,0.0,0.1,0.3,1.0,0.5
v372,0.2,0.6,0.9,0.5,0.1,0.7,0.5,0.1,0.2
v373,0.2,0.1,0.1,0.2,0.5,0.1,0.2,,0.2
v374,0.6,0.7,0.3,0.2,0.2,0.8,0.2,0.2,0.8
v375,0.4,0.3,0.2,0.0,0.0,0.3,0.3,1.0,0.4
v376,1.0,0.2,0.3,0.0,0.1,0.0,0.0,0.4,0.0
v377,0.3,1.0,0.3,0.3,0.5,1.0,0.7,0.0,0.0
v378,0.6,0.3,0.6,0.0,0.7,0.9,0.5,0.0,0.4
v379,1.0,0.7,0.2,0.9,0.0,0.0,0.2,0.0,0.8
v380,0.3,1.0,0.6,0.1,0.9,0.9,0.5,0.0,0.0
v381,0.0,0.6,0.8,0.3,0.8,1.0,,,0.6
v382,0.8,0.8,0.8,0.8,0.1,0.3,0.6,0.8,1.0
v383,0.2,0.8,0.5,0.2,0.0,0.8,0.5,0.0,0.5
v384,0.6,,,,0.4,,0.4,,0.6
v385,0.8,0.4,0.5,0.9,0.0,0.3,0.3,0.7,0.7
v386,0.6,0.4,0.6,0.5,0.0,0.0,0.5,0.6,0.8
v387,0.3,0.5,0.8,0.1,0.2,0.5,0.4,0.1,0.0
v388,0.6,0.4,0.7,0.7,0.0,0.3,0.4,0.7,0.9
v389,0.9,,,,,,,,
v390,0.6,0.7,0.7,0.0,1.0,0.5,0.7,0.0,0.0
v391,0.5,,0.5,0.2,0.6,0.6,0.7,0.3,0.3
v392,0.0,,,0.3,,0.0,0.0,,0.7
v393,0.0,0.5,0.1,0.1,0.8,0.3,0.2,0.1,0.3
v394,0.9,0.7,0.2,0.9,0.1,0.4,0.4,0.7,0.8
v395,0.7,0.2,0.0,0.6,0.0,0.0,0.5,0.7,0.5
v396,0.8,0.3,,0.6,0.0,0.0,0.2,0.4,0.4
v397,1.0,0.4,0.3,0.9,0.0,0.2,0.3,0.5,0.6
v398,0.7,0.7,0.8,0.5,0.3,0.3,0.5,0.0,0.2
v399,0.8,0.1,0.7,0.6,0.0,0.6,0.0,0.5,0.2
v400,0.2,0.7,0.5,0.1,0.7,0.9,0.8,0.1,0.2
v401,0.6,0.1,,,0.1,0.0,0.2,0.0,0.2
v402,1.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.5
v403,0.6,0.7,0.7,0.2,0.3,0.5,0.6,0.0,0.5
v404,0.8,0.8,1.0,0.2,0.2,0.7,0.9,0.1,0.6
v405,1.0,0.2,0.6,0.8,1.0,0.1,0.3,0.1,0.0
v406,0.6,0.2,0.0,0.8,0.0,0.0,0.0,0.5,0.1
v407,0.8,0.4,0.5,0.6,0.1,0.4,0.4,0.6,0.5
v408,0.6,0.0,0.0,0.7,0.0,0.3,0.0,0.9,0.4
v409,0.6,0.5,,0.7,,0.4,0.5,0.8,
v410,0.2,0.4,0.2,0.7,0.0,0.2,0.5,0.4,0.7
v411,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
v412,,0.0,0.0,1.0,0.0,0.1,,0.0,
v413,0.8,0.3,0.2,1.0,0.0,0.0,0.3,0.6,0.4
v414,0.6,0.8,0.7,,,,0.7,0.2,0.4
v415,0.5,0.2,0.4,0.3,0.2,0.2,0.4,0.0,0.4
v416,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.5,0.0
v417,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0
v418,0.9,,0.1,0.4,0.2,0.0,0.2,0.4,0.3
v419,1.0,0.4,0.1,0.6,0.4,0.2,0.2,0.6,0.4
v420,1.0,0.7,0.5,0.9,0.6,0.2,0.3,0.8,0.7
v421,0.9,0.1,0.1,0.9,0.0,0.0,0.0,0.6,0.1
v422,0.4,0.0,0.2,0.8,0.0,0.0,0.2,0.9,0.4
v423,0.8,0.1,0.0,0.9,0.5,0.3,0.0,0.2,0.0
v424,0.7,0.1,0.0,0.8,0.0,0.0,0.2,0.7,0.3
v425,0.8,0.9,0.7,0.4,0.8,0.6,0.6,0.4,0.6
v426,0.9,0.5,0.4,0.5,0.6,0.4,0.5,0.1,0.1
v427,0.6,0.4,,0.8,,0.2,0.0,0.9,
v428,0.9,0.2,0.5,0.7,0.6,0.6,0.7,0.2,
v429,0.0,0.3,0.1,0.1,0.8,0.3,0.3,0.0,0.0
v430,0.8,0.7,,0.6,0.0,0.4,0.5,0.6,0.4
v431,1.0,0.4,0.2,0.8,,0.0,0.2,0.3,0.2
v432,0.8,0.7,0.7,0.7,0.7,0.7,0.9,0.3,0.7
v433,1.0,,0.0,1.0,0.4,,0.0,,0.0
v434,0.2,0.3,0.1,0.2,1.0,0.0,0.7,0.0,0.2
v435,0.9,0.6,0.4,0.8,0.3,0.6,0.5,0.7,0.3
v436,,1.0,,0.1,0.6,0.3,0.5,0.0,0.2
v437,0.8,0.7,0.7,,0.4,0.2,0.5,0.2,
v438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v439,0.8,0.2,0.0,0.4,0.0,0.0,0.0,0.2,0.0
v440,1.0,0.1,0.2,0.8,0.2,0.1,0.1,0.8,0.4
v441,0.9,0.2,0.5,0.8,0.3,0.2,0.1,0.4,0.1
v442,0.1,0.8,0.5,0.0,0.8,0.8,0.6,0.0,0.0
v443,0.8,0.5,0.6,0.9,0.0,0.3,0.5,0.7,0.5
v444,0.7,0.3,0.3,0.8,0.0,0.1,0.2,0.9,0.7
v445,0.5,0.7,0.7,0.5,0.3,0.6,0.6,0.2,0.8
v446,0.3,0.3,0.4,0.3,0.8,0.6,0.2,0.0,0.1
v447,0.9,0.2,0.5,0.0,0.1,0.0,0.0,0.0,0.0
v448,0.6,0.9,0.7,0.1,0.4,0.5,0.9,0.0,0.5
v449,0.8,0.6,0.6,0.1,0.6,0.3,0.1,0.0,0.0
v450,0.1,0.6,0.3,0.0,0.5,0.9,0.5,0.0,0.0
v451,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.9
v452,0.6,0.7,0.5,0.4,0.5,0.7,1.0,0.1,0.3
v453,0.5,0.1,0.0,0.6,0.0,0.0,0.1,1.0,0.4
v454,1.0,0.1,0.1,1.0,0.0,0.1,0.1,1.0,0.0
v455,1.0,0.4,0.0,0.7,0.0,0.0,0.8,0.7,0.6
v456,1.0,0.6,0.9,1.0,0.6,0.2,0.3,0.8,0.8
v457,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v458,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.1
v459,0.2,0.6,0.9,0.6,0.4,0.8,0.9,0.4,0.8
v460,0.8,0.0,,0.7,,0.0,0.0,0.2,0.0
v461,0.7,0.4,0.3,0.8,0.0,0.2,0.4,0.8,0.5
v462,0.5,0.5,0.5,0.1,0.4,0.5,0.6,0.0,0.0
v463,1.0,0.2,0.0,1.0,0.0,0.0,0.2,0.2,0.2
v464,0.4,0.9,1.0,0.3,0.2,0.5,0.9,0.0,0.3
v465,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
v466,0.7,0.6,0.5,0.4,0.1,0.3,0.4,0.6,0.6
v467,,0.3,0.4,,0.0,0.4,,0.5,0.6
v468,1.0,0.3,0.0,0.8,0.0,0.2,0.2,0.5,0.3
v469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v471,0.7,0.8,0.5,0.3,0.0,0.5,0.5,0.0,0.0
v472,0.6,0.3,0.4,0.3,0.6,0.1,0.4,0.3,0.3
v473,0.7,0.4,0.3,0.7,0.0,0.2,0.4,0.6,0.6
v474,0.7,0.1,0.1,0.9,0.0,0.1,0.2,1.0,0.6
v475,0.1,0.7,0.7,0.0,0.5,0.8,0.3,0.0,0.2
v476,1.0,0.4,0.3,0.3,0.4,0.0,0.0,0.0,0.0
v477,0.1,0.6,0.5,0.2,0.6,0.8,0.3,0.1,0.2
v478,1.0,0.3,0.3,1.0,0.0,0.0,0.3,0.1,0.3
v479,0.0,0.6,1.0,0.0,1.0,1.0,1.0,0.0,0.0
v480,0.5,0.2,0.2,0.7,0.0,0.1,0.1,1.0,0.7
v481,1.0,0.8,0.8,0.8,0.8,0.5,0.5,0.8,0.2
v482,0.9,0.5,0.5,0.6,0.3,0.4,0.3,0.3,0.5
v483,0.7,0.3,0.0,0.5,0.0,0.1,0.0,0.4,0.2
v484,0.3,0.6,0.7,0.4,0.6,0.9,0.8,0.1,0.2
v485,0.9,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.2
v486,0.5,0.4,0.4,1.0,,0.0,0.3,1.0,0.5
v487,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0
v488,1.0,0.6,0.7,0.9,0.1,0.1,0.3,0.1,0.1
v489,0.7,0.4,,0.9,,0.1,0.3,0.6,0.3
v490,0.6,0.5,0.8,0.4,0.5,0.8,0.7,0.3,0.3
v491,1.0,0.4,0.8,0.8,0.1,0.5,0.5,0.0,0.6
v492,0.8,0.5,,,,0.8,,0.3,
v493,0.3,0.8,0.8,0.0,0.3,0.5,0.7,0.0,0.0
v494,0.8,0.6,0.4,0.4,0.4,0.2,0.5,0.2,0.3
v495,0.5,0.8,0.6,0.3,0.3,0.6,0.5,0.3,0.5
v496,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.5,0.8
v497,0.0,0.7,0.5,0.0,0.6,0.8,0.3,0.0,0.4
v498,0.6,0.6,0.6,0.2,0.6,0.3,0.2,0.1,0.1
v499,0.4,0.9,0.5,0.2,0.6,0.4,0.6,0.0,0.5
v500,0.5,0.9,0.7,0.3,1.0,1.0,0.6,0.3,0.3
v501,0.7,0.7,0.3,0.4,0.3,0.4,0.6,0.1,0.6
v502,0.7,0.5,0.5,0.6,0.2,0.2,0.5,0.6,0.6
v503,0.8,0.1,,0.9,0.0,,0.2,0.2,0.2
v504,0.8,0.1,0.3,0.2,0.1,0.0,0.0,0.0,0.0
v505,0.4,0.2,0.0,0.7,0.0,0.0,0.1,0.7,0.6
v506,0.7,0.4,0.6,0.8,0.0,0.5,0.5,0.6,0.2
v507,1.0,,0.2,0.9,0.0,0.0,,,0.0
v508,0.3,0.8,0.5,0.0,0.6,0.7,0.9,0.0,0.1
v509,0.7,0.6,0.7,0.6,0.2,0.6,0.7,0.6,0.9
v510,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0
v511,0.8,0.5,0.5,0.7,0.0,0.0,0.7,0.4,0.6
v512,0.7,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.4
v513,0.0,0.7,0.5,0.3,0.7,0.9,0.5,0.0,0.0
v514,0.9,0.1,0.0,0.8,0.0,0.1,0.1,0.6,0.3
v515,0.5,0.6,0.5,0.4,0.4,0.6,0.4,0.3,0.4
v516,1.0,0.5,0.5,0.9,0.5,0.5,0.6,0.7,0.5
v517,0.7,0.3,0.2,0.7,0.0,0.0,0.3,0.9,0.7
v518,0.0,0.9,0.5,0.1,0.0,0.9,1.0,0.0,0.0
v519,0.9,0.4,0.6,,0.2,0.6,0.3,,0.7
v520,0.8,0.4,0.7,0.3,0.5,0.8,0.2,0.4,0.1
v521,0.7,0.6,0.6,0.6,0.2,0.6,0.5,0.4,0.9
v522,0.7,0.3,0.3,0.8,0.0,0.0,0.3,0.8,0.7
v523,1.0,0.5,,0.7,0.0,0.2,0.1,0.5,0.2
v524,0.9,0.2,0.2,0.9,0.0,0.0,0.1,0.9,0.2
v525,0.9,0.3,0.0,0.7,0.0,0.0,0.3,0.5,0.2
v526,0.9,0.8,0.7,0.5,0.6,0.6,0.5,0.5,0.5
v527,0.4,0.7,0.1,0.0,0.7,0.7,0.7,0.0,0.0
v528,1.0,0.3,0.5,0.8,0.0,0.5,0.0,0.7,0.2
v529,0.8,0.8,0.7,0.6,0.7,0.5,0.7,0.5,0.7
v530,0.8,0.1,0.1,1.0,0.0,0.0,0.0,0.1,0.2
v531,0.6,0.4,0.2,0.9,0.1,0.3,0.5,0.4,0.0
v532,0.3,0.4,0.1,0.1,0.0,0.6,0.2,0.0,0.0
v533,0.3,1.0,0.5,0.1,0.4,0.8,0.7,0.0,0.5
v534,0.7,1.0,0.8,0.3,0.7,0.8,0.8,0.2,0.6
v535,0.7,0.9,0.9,0.3,0.4,0.5,0.6,0.1,0.4
v536,0.4,0.6,0.4,0.2,0.3,0.8,0.5,0.0,0.5
v537,0.0,1.0,0.0,0.0,0.6,0.7,0.6,0.0,0.0
v538,0.3,0.6,0.5,0.0,0.7,0.6,0.9,0.0,0.2
v539,0.0,0.0,0.0,0.5,0.6,0.5,0.2,0.0,0.0
v540,0.8,0.5,,1.0,0.0,0.5,0.1,0.6,0.5
v541,0.3,0.3,0.5,0.9,0.0,0.0,0.1,0.7,0.6
v542,0.5,0.0,0.0,0.9,0.0,0.0,0.1,0.9,0.2
v543,0.1,1.0,0.1,0.0,1.0,0.4,0.2,0.0,0.0
v544,0.2,0.3,0.5,0.4,0.0,0.8,0.4,0.2,0.6
v545,1.0,0.5,0.7,,0.2,0.1,0.4,0.6,0.4
v546,0.1,1.0,0.2,0.0,0.1,0.0,0.2,0.0,0.0
v547,0.8,0.3,0.3,0.7,0.0,0.3,0.3,0.6,0.5
v548,0.3,0.6,0.6,0.2,0.4,0.5,0.2,0.1,0.1
v549,0.5,0.3,0.2,0.2,0.0,0.2,0.6,0.0,0.7
v550,0.9,0.8,0.4,0.9,0.2,0.5,0.6,0.8,0.6
v551,0.2,0.3,0.3,0.2,0.3,0.2,0.3,0.1,0.2
v552,1.0,0.0,0.2,0.2,0.2,0.0,0.4,0.0,0.0
v553,0.8,0.5,0.9,0.8,0.0,0.2,0.4,0.6,0.5
v554,0.6,0.5,,,,0.6,0.6,,
v555,1.0,0.5,0.4,0.9,0.3,0.2,0.4,0.5,0.4
v556,0.3,0.6,0.0,0.3,0.5,0.8,0.6,0.0,0.2
v557,0.0,0.4,0.0,0.0,1.0,0.4,0.1,0.0,0.0
v558,0.5,0.8,0.9,0.4,0.3,0.7,0.7,0.2,0.8
v559,0.4,0.3,0.1,0.2,0.4,0.3,0.6,0.2,0.5
v560,,0.2,0.2,,0.0,0.1,0.0,0.2,0.3
v561,0.0,1.0,0.2,0.1,0.0,0.2,0.1,0.2,0.1
v562,0.8,0.9,0.5,0.6,0.2,0.5,0.5,0.2,0.5
v563,0.8,0.4,0.5,0.7,0.2,0.4,0.4,0.5,0.4
v564,0.5,0.7,0.3,0.3,0.4,1.0,0.9,0.1,0.7
v565,0.5,0.2,0.5,0.8,,0.2,0.2,0.9,0.5
v566,0.3,0.9,0.8,0.1,0.9,0.9,1.0,0.0,0.5
v567,0.5,0.2,,0.5,0.0,0.0,0.5,0.5,0.6
v568,0.8,0.7,0.7,0.7,0.1,0.3,0.5,0.6,0.7
v569,0.4,,,,0.0,0.2,0.0,,0.0
v570,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.3,0.4
v571,0.2,1.0,0.1,0.0,0.2,0.4,0.3,0.0,0.4
v572,0.3,0.8,0.5,0.2,0.4,1.0,0.8,0.0,0.1
v573,0.7,,,,,,0.1,,
v574,0.3,0.4,0.5,0.9,0.0,0.3,0.3,0.7,0.7
v575,0.9,0.6,0.6,0.5,0.5,0.6,0.5,,0.5
v576,0.9,0.4,0.2,0.7,0.0,0.4,0.3,0.4,0.2
v577,0.6,0.5,0.5,0.2,0.2,0.6,0.9,0.2,0.6
v578,1.0,0.2,0.0,1.0,0.0,0.2,0.0,0.4,0.2
v579,0.9,0.2,0.0,0.7,0.0,0.0,0.1,0.4,0.2
v580,0.3,0.0,0.2,0.7,0.0,0.0,0.0,0.9,0.3
v581,1.0,0.0,0.3,0.3,0.6,0.3,0.3,,0.3
v582,0.8,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.2
v583,0.8,0.7,0.5,0.8,0.0,0.7,0.4,0.9,0.8
v584,0.3,0.7,0.7,0.1,0.5,0.3,0.7,0.1,0.3
v585,0.8,0.4,0.4,0.8,0.2,0.3,0.9,0.9,0.7
v586,0.9,0.0,0.2,0.9,0.0,0.0,0.0,0.8,0.2
v587,0.8,0.0,,0.7,0.0,0.1,0.3,0.3,0.4
v588,0.6,,0.7,0.3,0.8,0.5,0.9,0.1,0.3
v589,0.7,0.3,0.2,1.0,0.0,0.2,0.3,0.4,0.3
v590,0.7,0.0,0.0,0.9,0.0,0.0,0.0,0.6,0.3
v591,0.8,0.5,0.0,0.8,0.0,0.4,0.5,0.0,0.5
v592,0.7,0.7,0.4,0.2,0.4,0.7,0.5,0.1,0.3
v593,1.0,0.5,0.3,0.8,0.0,0.0,0.5,0.9,
v594,0.9,0.2,0.5,0.7,0.0,0.2,0.1,0.6,0.1
v595,0.5,0.9,,0.4,,,0.8,0.1,0.4
v596,0.8,,,0.7,,,,,
v597,1.0,0.2,0.4,1.0,0.0,0.5,0.0,0.7,0.0
v598,0.3,0.0,0.2,0.7,0.0,0.0,0.0,0.8,0.4
v599,0.6,0.8,0.1,0.2,0.1,0.9,0.8,0.0,0.7
v600,0.8,0.3,0.4,0.7,0.0,0.3,0.5,0.4,0.8
v601,1.0,0.4,0.2,0.9,0.1,0.3,0.4,0.7,0.8
v602,0.4,0.7,0.9,0.1,0.6,0.6,0.6,0.0,0.0
v603,0.5,0.5,0.5,0.6,0.1,0.4,0.5,0.5,0.6
v604,0.5,0.4,0.8,0.4,0.3,0.5,0.4,0.2,0.3
v605,0.7,0.3,0.7,0.3,0.3,0.7,0.3,0.0,0.3
v606,0.8,0.3,0.0,0.9,0.0,0.0,0.2,0.7,0.3
v607,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
v608,0.4,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
v609,0.6,0.5,0.4,0.3,0.3,0.5,0.3,0.3,0.3
v610,0.8,0.3,0.3,0.1,,0.1,0.5,0.0,0.1
v611,0.7,0.0,0.0,1.0,0.0,0.4,0.0,1.0,0.0
v612,1.0,,,,,,,,
v613,,1.0,0.2,0.2,0.0,0.7,1.0,0.0,
v614,1.0,0.2,0.4,0.6,0.2,0.3,0.3,0.7,0.5
v615,0.7,0.4,0.2,1.0,0.0,0.2,0.5,0.8,0.9
v616,0.8,0.1,0.6,0.6,0.6,0.6,0.1,0.0,0.2
v617,0.0,0.5,0.4,0.2,0.3,0.5,0.7,0.1,0.1
v618,0.9,0.5,0.8,0.4,0.1,0.4,0.5,0.2,0.4
v619,0.4,0.7,0.7,,0.7,0.5,0.7,0.1,
v620,0.7,0.2,0.2,1.0,0.0,0.0,0.1,0.9,0.5
v621,0.8,0.8,0.8,0.8,0.4,0.7,0.8,0.6,1.0
v622,0.7,0.2,0.4,0.9,0.0,0.4,0.4,0.5,0.4
v623,0.4,,0.9,0.2,,0.9,0.9,0.1,0.4
v624,0.8,0.4,0.4,0.4,0.1,0.0,0.4,0.4,0.4
v625,0.9,,,0.5,,,0.3,,0.6
v626,0.7,0.3,0.4,0.8,0.0,0.0,0.3,0.6,0.6
v627,0.7,0.5,0.6,0.5,0.0,0.0,0.3,0.0,0.5
v628,0.5,0.2,0.0,0.5,0.0,0.0,0.0,0.5,0.0
v629,0.6,0.6,0.0,0.8,0.0,0.1,0.4,0.9,0.3
v630,0.5,0.2,0.3,0.6,0.0,0.4,0.3,0.9,0.5
v631,0.2,0.8,0.1,0.1,0.0,0.4,0.4,0.0,0.2
v632,0.0,0.5,0.8,0.1,0.0,1.0,0.2,0.0,0.0
v633,1.0,0.0,0.4,0.8,0.4,0.2,0.1,0.3,0.6
v634,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.6
v635,1.0,0.5,0.1,0.2,0.1,0.1,0.4,0.3,0.0
v636,0.0,0.2,0.0,0.0,0.0,0.2,0.5,0.0,0.0
v637,0.4,1.0,0.3,0.4,0.1,0.8,0.6,0.1,0.2
v638,0.8,0.6,0.4,0.5,,0.5,0.6,0.4,0.8
v639,0.7,0.2,0.2,0.8,0.0,0.1,0.2,0.9,0.6
v640,0.2,0.2,,0.6,0.0,0.0,0.2,0.8,0.7
v641,0.5,0.8,0.5,0.3,0.3,0.7,0.6,0.1,0.7
v642,0.8,0.0,0.0,0.5,0.2,0.0,0.0,0.5,0.0
v643,0.6,1.0,0.2,0.2,0.1,0.0,0.0,0.0,0.6
v644,0.7,0.8,0.7,0.3,0.8,0.7,1.0,0.2,0.3
v645,0.3,0.2,0.2,1.0,0.0,0.0,0.2,0.5,0.2
v646,0.3,0.6,0.6,0.0,0.0,0.3,0.3,0.0,0.8
v647,1.0,0.0,0.0,0.8,0.0,0.1,0.0,0.5,0.2
v648,0.9,0.2,0.3,0.8,0.0,0.2,0.2,0.6,0.2
v649,0.8,0.1,0.1,0.6,0.0,0.0,0.3,0.3,0.6
v650,0.2,0.9,0.6,0.3,0.1,0.4,0.6,0.0,0.7
v651,0.3,0.9,0.6,0.6,0.0,0.7,0.3,0.4,0.8
v652,0.5,0.5,0.4,0.3,0.4,0.7,0.4,0.0,0.4
v653,0.6,0.5,0.3,0.5,1.0,0.6,0.5,0.0,0.0
v654,0.5,0.2,0.4,0.9,0.0,0.3,0.2,0.9,0.6
v655,0.7,1.0,0.6,0.1,0.4,0.3,0.8,0.0,0.2
v656,0.0,0.2,0.0,0.7,0.2,0.3,0.3,0.2,0.3
v657,0.4,0.6,0.3,0.3,0.2,0.3,1.0,0.1,0.1
v658,0.8,0.5,0.6,0.9,0.0,0.1,0.2,0.7,0.5
v659,0.5,0.5,0.6,0.8,0.1,0.3,0.5,0.6,0.5
v660,0.0,0.5,0.4,0.4,1.0,1.0,0.7,0.0,0.0
v661,0.7,0.1,0.0,0.7,0.0,0.0,0.1,1.0,0.3
v662,0.1,0.4,0.4,0.0,0.2,0.4,0.3,0.0,0.1
v663,0.7,0.5,0.3,1.0,0.1,0.5,0.4,0.8,0.4
v664,0.5,0.0,0.0,0.9,0.0,0.0,0.0,0.8,0.1
v665,0.3,0.8,0.5,0.4,1.0,1.0,0.9,0.0,0.0
v666,0.5,0.8,0.6,0.3,0.5,0.6,0.9,0.1,0.5
v667,1.0,0.5,0.5,1.0,0.0,0.0,0.1,0.9,0.6
v668,0.0,0.0,0.4,0.0,0.0,0.3,1.0,0.0,0.0
v669,0.9,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
v670,0.7,0.5,0.5,0.8,0.1,0.4,0.5,0.8,0.6
v671,0.8,0.5,,1.0,,0.5,0.3,,0.5
v672,0.5,0.8,0.0,0.0,0.0,0.7,0.7,0.0,0.5
v673,0.8,0.5,0.9,0.3,0.2,0.5,0.8,0.2,0.7
v674,0.3,0.5,0.4,0.0,0.8,0.7,0.6,0.0,0.0
v675,1.0,0.5,0.1,0.5,0.0,0.2,0.4,0.5,0.4
v676,0.9,0.2,0.1,0.4,0.1,0.0,0.4,0.8,0.0
v677,0.4,0.3,0.3,0.8,0.0,0.3,0.3,0.9,0.8
v678,0.8,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0
v679,0.8,0.2,0.2,0.8,0.0,0.2,0.2,0.6,0.4
v680,0.7,0.2,1.0,0.3,0.6,0.3,0.4,0.5,
v681,0.8,0.3,0.3,0.9,0.3,0.3,0.5,1.0,0.7
v682,0.6,0.6,0.6,0.5,1.0,0.4,0.4,0.2,0.4
v683,0.9,0.0,,0.4,0.0,0.0,0.0,0.2,0.0
v684,1.0,0.1,0.7,0.8,0.0,0.3,0.0,0.2,0.3
v685,0.1,0.5,0.5,0.1,0.5,0.5,0.5,0.0,0.1
v686,,0.0,,,,,,0.0,0.0
v687,0.5,0.7,0.7,0.5,0.6,0.7,0.9,0.1,0.3
v688,0.3,0.5,0.4,0.2,0.0,0.7,0.7,0.0,0.6
v689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v690,0.5,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0
v691,0.5,0.5,0.5,0.6,0.7,0.1,0.4,0.8,0.2
v692,0.8,1.0,0.7,0.2,0.8,0.8,0.8,0.2,0.2
v693,0.6,0.0,0.4,0.9,0.0,0.2,0.0,0.7,0.5
v694,0.5,0.0,0.0,0.8,0.1,0.2,0.1,0.1,0.1
v695,0.7,0.2,0.8,0.6,0.3,0.4,0.1,0.0,0.1
v696,0.9,0.5,0.5,0.9,0.3,0.8,0.4,0.2,0.4
v697,0.5,0.7,0.7,0.3,0.6,1.0,0.8,0.0,0.5
v698,0.3,0.6,0.4,0.0,,1.0,0.8,0.0,0.1
v699,1.0,0.1,0.5,0.8,0.2,0.5,0.2,0.2,0.5
v700,0.7,0.1,0.2,1.0,0.1,0.1,0.2,0.8,0.3
v701,0.6,0.1,0.0,1.0,0.0,0.0,0.1,1.0,0.0
v702,0.9,0.2,0.5,0.9,0.1,0.5,0.5,0.1,0.6
v703,0.5,0.1,0.2,0.9,0.0,0.0,0.2,0.5,0.7
v704,0.8,0.6,0.8,0.3,0.8,0.3,0.3,0.2,0.3
v705,0.5,0.4,0.4,0.9,0.0,0.3,0.2,1.0,0.8
v706,0.7,0.7,0.7,0.4,0.0,0.6,0.5,0.2,0.2
v707,0.7,0.7,0.6,0.3,0.5,0.8,0.9,0.3,0.2
v708,1.0,0.4,0.4,0.9,0.1,0.1,0.2,0.8,0.6
v709,0.4,0.4,0.8,0.3,0.0,0.5,0.4,0.7,0.5
v710,0.8,0.4,0.7,0.9,0.0,0.4,0.3,0.4,0.6
v711,0.9,0.5,,0.6,,0.1,0.4,0.5,0.7
v712,0.3,,0.8,0.6,0.6,0.2,0.3,0.2,0.2
v713,0.8,0.7,0.2,0.7,0.0,0.6,0.5,0.3,0.9
v714,0.8,0.5,0.7,0.6,0.1,0.1,0.6,0.6,0.8
v715,0.8,0.5,0.5,0.8,0.5,0.8,0.8,0.5,0.8
v716,0.2,0.8,0.7,0.0,0.9,1.0,0.5,0.0,0.0
v717,0.8,0.7,0.4,0.8,0.3,0.3,0.5,0.6,0.6
v718,0.7,0.7,0.5,0.2,0.8,0.6,0.7,0.1,0.5
v719,0.7,0.5,0.3,0.3,0.0,0.3,0.3,0.0,0.0
v720,0.5,0.1,0.5,1.0,0.0,0.0,0.1,0.7,0.7
v721,0.4,0.8,0.8,0.4,0.4,0.6,0.8,0.3,0.3
v722,0.8,0.2,0.1,0.0,0.0,0.1,0.2,0.0,0.0
v723,0.8,0.4,1.0,0.5,0.5,0.2,0.5,0.8,0.6
v724,0.0,0.5,0.0,0.2,1.0,1.0,0.5,0.0,0.0
v725,0.0,0.8,,0.0,0.8,0.0,1.0,0.0,0.0
v726,0.0,0.8,0.5,0.0,1.0,0.8,0.6,0.0,0.0
v727,0.0,,,0.0,,,0.4,,0.0
v728,1.0,0.0,,,,0.0,,,
v729,1.0,0.6,0.9,0.5,0.6,0.7,0.7,0.0,0.0
v730,0.6,0.2,0.0,0.9,0.0,0.0,0.0,1.0,0.9
v731,0.8,,,0.2,,,,,
v732,0.5,0.7,0.9,0.3,0.7,0.3,0.7,0.4,0.5
v733,0.4,1.0,0.0,0.1,0.5,0.6,0.5,0.0,0.0
v734,0.3,0.3,0.8,0.7,0.0,0.5,0.5,0.5,0.7
v735,0.5,0.2,0.0,0.6,0.0,0.0,0.3,0.3,0.6
v736,0.8,0.7,0.7,0.0,0.8,0.0,0.5,0.0,0.5
v737,0.9,0.1,0.2,1.0,0.0,0.1,0.1,0.5,0.4
v738,0.0,0.4,0.4,0.0,0.4,0.8,0.6,0.0,0.4
v739,1.0,0.1,0.1,0.5,0.0,0.1,0.1,0.1,0.1
v740,0.7,0.7,,0.7,,0.7,0.7,0.6,0.7
