"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G"
"24854",1,6,8,0,8,6,7
"24855",3,8,0,5,4,10,6
"24857",7,8,0,6,1,7,6
"24858",5,5,0,2,0,1,2
"24859",0,9,7,0,0,0,0
"24861",8,6,4,4,5,5,4
"24862",5,7,7,4,5,7,5
"24863",8,5,2,9,2,8,5
"24864",10,0,0,5,0,2,5
"24865",10,6,5,3,1,5,2
"24866",0,0,6,2,9,4,5
"24867",5,7,0,0,0,8,3
"24868",10,7,0,5,0,6,5
"24869",0,7,2,0,8,0,0
"24870",5,0,1,6,0,4,4
"24871",0,0,0,0,0,0,0
"24872",1,9,4,4,3,3,4
"24874",6,6,3,8,3,8,7
"24876",1,2,9,2,8,7,4
"24877",0,0,8,0,10,9,5
"24878",3,2,8,3,2,1,0
"24879",5,4,3,8,5,6,9
"24880",5,7,0,4,2,8,6
"24881",8,2,2,8,1,8,7
"24882",5,3,0,3,1,5,5
"24883",0,0,10,0,5,0,0
"24884",10,0,0,10,6,10,10
"24885",5,3,2,2,7,6,2
"24886",2,2,3,2,4,4,2
"24887",10,1,0,5,2,2,2
"24888",4,8,2,2,1,3,3
"24889",2,9,1,2,5,6,8
"24890",8,6,3,5,4,4,5
"24891",9,7,3,4,5,7,2
"24893",0,10,0,0,0,0,5
"24894",10,2,2,4,1,2,0
"24895",5,10,5,6,1,6,6
"24896",10,4,6,9,10,5,4
"24897",4,4,8,5,8,7,5
"24899",5,2,2,4,2,3,3
"24900",9,4,1,6,1,4,5
