"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G","cand_H"
"43012",6,2,10,0,0,8,0,5
"43013",8,3,2,2,2,1,1,2
"43016",8,4,9,0,3,5,0,3
"43018",6,8,1,8,7,1,1,1
"43019",7,7,8,4,6,8,3,5
"43020",8,1,8,5,3,8,0,2
"43021",10,2,7,2,0,0,0,2
"43022",6,2,6,2,7,4,0,2
"43023",3,8,0,6,0,0,5,0
"43026",0,0,0,0,0,0,10,0
"43027",10,5,7,5,7,1,1,5
"43036",5,5,3,5,3,3,3,3
"43037",7,0,8,2,0,3,0,3
"43038",10,5,5,0,5,10,1,8
"43039",7,7,1,7,4,1,1,4
"43040",0,10,5,5,5,1,5,6
"43041",6,6,6,4,5,4,4,4
"43042",8,4,7,3,2,9,0,3
"43046",10,4,9,0,4,4,0,4
"43047",10,1,6,1,1,0,0,5
"43049",0,10,0,0,0,0,0,0
"43053",7,2,2,2,3,2,1,2
"43054",10,2,7,3,10,0,0,3
"43059",3,6,0,8,0,1,4,1
"43060",2,5,1,3,1,1,8,0
"43062",9,8,7,5,3,4,5,5
"43063",1,10,0,6,0,6,0,0
"43064",10,2,6,1,1,4,1,6
"43066",6,6,3,8,1,0,0,4
"43069",3,7,0,10,1,2,0,3
"43070",9,3,9,1,5,7,0,8
"43071",7,5,2,0,0,7,0,0
"43074",10,4,9,4,4,4,4,4
"43075",2,7,0,7,0,0,2,0
"43078",5,7,1,5,6,5,5,5
"43079",9,2,7,0,6,0,1,4
"43082",1,6,1,3,1,1,1,3
"43084",8,2,9,1,1,0,0,3
"43085",5,5,4,4,0,0,0,5
"43086",7,2,10,0,2,7,0,7
"43092",9,0,7,0,0,0,0,0
"43094",5,2,9,1,1,9,0,7
"43095",6,4,3,0,0,4,0,0
"43097",3,7,1,5,4,4,0,0
"43100",7,3,6,1,3,9,2,5
"43102",6,10,5,5,6,5,10,3
"43103",0,7,0,7,0,5,9,0
"43104",7,3,5,0,0,8,0,5
"43109",7,8,6,7,4,6,6,5
"43111",6,7,3,4,3,2,0,0
"43113",4,4,3,4,2,0,0,4
"43115",9,2,10,0,0,0,0,5
"43116",7,4,9,1,4,7,1,6
"43117",10,3,9,6,2,2,2,6
"43118",6,6,5,5,2,4,4,5
"43119",6,8,0,7,2,0,1,2
"43120",8,5,8,5,5,5,6,5
"43122",6,10,3,7,1,2,2,2
"43123",10,6,10,0,0,0,0,0
"43124",10,0,9,5,5,5,0,10
"43126",6,4,5,3,4,2,0,3
"43127",7,7,4,5,2,7,0,5
"43128",7,5,6,5,7,3,3,3
"43131",7,7,8,1,9,1,1,7
"43132",2,8,0,7,5,3,3,0
"43133",5,8,5,7,2,3,1,5
"43134",10,0,10,0,0,0,0,5
"43135",5,5,5,5,5,5,5,5
"43136",1,9,5,6,0,1,1,0
"43137",10,0,10,4,9,8,9,10
"43139",8,7,5,10,4,0,1,3
"43140",3,10,0,10,3,0,0,4
"43141",2,8,7,7,0,0,0,3
"43142",6,0,0,0,0,0,0,0
"43143",2,6,1,8,5,3,7,2
"43144",0,10,0,9,0,0,0,0
"43145",0,6,0,1,1,1,10,0
"43146",4,8,2,8,6,5,5,3
"43148",5,10,3,5,5,3,3,5
"43152",8,4,5,1,1,0,0,3
"43154",8,4,4,0,4,0,0,0
"43155",5,7,2,8,5,5,5,5
"43157",3,7,2,6,0,4,2,2
"43158",7,4,1,4,0,0,0,0
"43160",6,7,3,7,0,0,0,0
"43161",9,3,5,1,1,9,1,1
"43165",8,2,8,1,0,2,0,7
"43166",8,4,8,1,5,9,0,5
"43167",6,8,5,1,1,1,1,1
"43168",10,2,7,0,0,0,0,5
"43170",0,0,0,2,2,1,4,3
"43171",9,2,6,0,2,6,0,4
"43172",3,6,3,7,0,0,0,0
"43173",6,8,1,1,0,0,0,3
"43175",0,6,0,7,0,0,0,0
"43176",0,8,0,8,8,0,1,1
"43177",5,8,0,8,1,0,0,3
"43181",6,5,3,3,2,2,0,3
"43182",8,5,3,2,0,0,0,2
"43185",5,6,6,0,0,0,0,6
"43186",8,3,8,7,7,3,3,5
"43187",7,2,8,0,3,0,0,4
"43188",9,9,6,5,4,1,1,4
"43189",8,2,5,1,2,0,1,4
"43190",5,9,3,7,2,0,0,5
"43191",3,8,0,4,0,0,0,0
"43192",7,6,3,6,1,1,2,5
"43194",8,5,8,5,1,0,0,9
"43196",7,0,10,0,0,9,0,9
"43197",7,2,7,0,0,8,0,8
"43199",6,9,6,10,0,10,10,10
"43201",9,6,7,4,7,1,3,4
"43202",5,7,0,7,5,0,0,0
"43203",8,6,7,9,4,4,0,6
"43204",5,10,10,8,3,10,0,7
"43205",3,10,3,9,0,0,0,5
"43206",9,4,7,2,3,0,0,7
"43209",0,10,0,5,0,0,0,5
"43211",5,5,6,4,6,10,10,4
"43212",9,2,7,1,1,1,1,3
"43215",3,8,0,8,3,1,1,0
"43216",9,3,9,2,2,2,1,5
"43220",5,5,2,6,0,0,0,1
"43223",0,10,0,5,0,0,0,0
"43224",4,6,0,7,5,0,0,0
"43225",5,1,0,4,0,0,0,5
"43226",5,5,0,4,2,0,0,0
"43227",3,6,1,8,3,1,7,0
"43228",5,3,9,3,4,2,2,5
"43230",8,1,10,0,0,10,0,6
"43232",10,8,8,4,5,10,10,6
"43233",10,5,5,5,1,3,3,3
"43234",10,4,5,2,2,0,0,0
"43235",3,7,3,5,3,7,5,5
"43237",8,0,5,5,0,0,0,0
"43240",10,0,7,0,0,0,0,5
"43241",5,8,1,1,8,1,1,1
"43242",5,8,0,3,1,0,0,0
"43243",7,2,10,2,0,4,0,7
"43245",8,0,5,0,0,0,0,0
"43247",0,10,0,10,0,0,0,0
"43250",5,5,0,3,3,0,0,0
"43251",7,3,7,3,0,6,0,4
"43253",10,2,8,0,0,4,0,6
"43255",5,5,3,6,3,1,1,1
"43256",10,3,10,0,0,0,0,10
"43257",8,2,0,8,5,2,6,4
"43258",7,5,5,3,2,2,0,2
"43259",10,0,8,0,4,4,0,6
"43261",10,0,10,0,0,0,0,0
"43263",5,5,2,2,2,1,1,2
"43264",7,5,5,3,0,7,0,7
"43265",5,7,2,5,0,4,3,3
"43266",0,10,0,10,4,3,3,2
"43269",8,8,6,6,6,2,2,6
"43270",7,6,6,5,5,3,3,5
"43272",7,9,3,4,1,0,1,1
"43273",4,4,2,6,0,4,0,4
"43277",10,2,7,4,4,4,4,4
"43278",9,4,4,0,0,0,0,4
"43280",10,5,7,1,7,1,1,1
"43281",6,7,0,3,3,0,0,5
"43282",8,1,10,0,1,9,0,8
"43283",10,0,10,2,2,0,0,7
"43286",7,3,1,7,2,7,1,2
"43288",10,0,2,0,0,0,0,0
"43289",8,1,10,1,1,1,0,6
"43290",7,4,8,1,2,7,0,3
"43293",7,8,6,1,1,1,1,1
"43294",7,3,10,0,2,8,0,7
"43296",10,4,9,2,2,8,0,4
"43297",3,2,5,1,2,4,1,3
"43298",6,1,9,0,0,8,0,7
"43299",3,6,1,6,3,1,1,0
"43300",8,3,10,2,3,8,0,4
"43301",10,1,6,4,4,1,1,4
"43302",8,5,5,5,3,2,2,3
"43303",7,0,10,2,2,0,0,1
"43307",10,5,9,4,4,7,4,7
"43309",7,3,3,3,3,3,3,3
"43311",6,8,2,6,0,7,0,0
"43312",6,4,5,1,3,2,1,6
"43313",9,3,8,2,4,3,1,5
"43314",10,0,5,5,5,0,0,5
"43315",7,5,3,6,1,3,0,3
"43318",6,7,2,0,0,0,3,4
"43319",7,8,5,2,2,2,2,2
"43320",0,4,0,3,0,0,0,0
"43321",3,10,4,7,1,0,1,1
"43322",10,5,5,0,0,0,0,0
"43324",3,6,1,1,1,2,6,4
"43325",7,3,9,3,3,2,5,5
"43329",9,1,0,2,9,5,5,2
"43332",8,3,5,3,3,2,1,3
"43334",7,9,2,5,2,0,0,0
"43335",10,10,10,3,5,3,3,3
"43336",5,7,0,4,4,0,0,2
"43337",0,7,0,7,0,0,0,0
"43339",7,6,4,2,4,0,0,2
"43340",9,3,4,5,2,0,9,8
"43341",9,4,8,5,5,4,4,5
"43342",7,5,7,3,0,0,0,5
"43343",5,7,2,5,2,0,0,0
"43344",5,4,2,5,4,2,5,4
"43348",10,9,7,7,8,0,1,7
"43349",5,5,5,5,0,0,0,0
"43350",7,0,10,0,0,0,0,7
"43352",9,2,0,1,0,0,0,0
"43353",9,3,5,5,5,2,2,2
"43354",10,3,8,0,0,0,0,8
"43355",7,9,4,4,4,10,10,10
"43357",2,5,0,6,0,0,3,0
"43358",0,10,3,6,0,2,3,4
"43360",7,3,5,2,2,1,1,0
"43361",9,8,0,4,0,1,2,0
"43362",10,7,4,4,4,0,4,7
"43363",8,8,3,8,1,0,1,4
"43364",10,1,8,3,5,0,1,2
"43365",8,0,9,0,0,5,0,6
"43367",8,4,4,0,1,0,0,6
"43371",7,5,6,0,3,1,0,7
"43372",9,5,6,4,6,4,3,6
"43375",4,6,3,2,2,2,1,1
"43378",8,5,9,3,3,5,2,8
"43380",7,5,6,6,3,10,0,6
"43381",6,5,9,6,1,5,0,0
"43382",4,9,2,9,0,0,0,4
"43383",10,0,10,0,0,10,0,10
"43384",9,6,7,5,5,10,5,7
"43385",6,10,3,1,2,0,1,2
"43386",8,7,7,5,5,8,2,5
"43387",8,4,8,4,5,8,1,6
"43388",9,3,7,4,4,8,1,5
"43390",0,10,0,10,2,0,4,0
"43391",0,8,0,8,0,0,0,0
"43392",4,6,5,4,2,10,0,4
"43393",5,7,0,8,3,10,10,10
"43395",7,7,5,5,4,5,8,5
"43397",8,0,10,0,1,6,0,6
"43398",5,5,1,8,2,1,2,2
"43399",9,3,9,5,3,1,1,5
"43400",9,2,9,0,1,2,0,6
"43401",6,6,5,5,3,0,0,2
"43403",6,4,0,0,0,0,0,0
"43405",6,7,3,3,3,3,3,3
"43406",2,8,0,7,3,2,0,3
"43407",8,4,7,5,5,5,5,5
"43408",7,6,6,3,3,5,2,4
"43409",10,1,8,1,1,1,1,4
"43411",9,0,2,1,4,1,1,1
"43412",7,3,5,6,2,3,3,3
"43413",2,5,10,10,10,10,10,10
"43414",6,8,5,6,1,1,3,5
"43415",3,7,0,5,0,0,0,0
"43416",10,8,2,0,2,0,0,0
"43419",6,8,1,5,3,2,2,2
"43422",5,6,1,1,0,0,0,0
"43428",10,5,7,0,3,7,0,4
"43429",2,2,0,10,2,5,5,5
"43432",8,5,5,9,3,5,2,2
"43433",7,3,3,0,5,5,0,3
"43434",9,1,8,1,1,0,0,3
"43440",8,2,7,3,3,8,1,7
"43441",10,2,8,1,1,1,0,4
"43443",10,2,10,0,2,4,0,5
"43444",2,0,0,8,0,0,0,0
"43445",5,5,5,5,5,0,0,0
"43446",9,1,5,2,1,3,0,1
"43447",6,6,0,0,0,0,0,0
"43449",10,0,6,1,1,1,1,1
"43450",8,3,3,3,2,0,0,1
"43451",3,10,3,9,3,3,3,3
"43453",6,2,9,9,5,10,0,4
"43454",8,6,6,7,6,4,5,5
"43455",8,3,6,3,3,5,3,5
"43456",8,0,5,2,4,2,1,6
"43458",10,10,8,10,10,10,10,10
"43461",5,10,0,10,10,7,10,5
"43463",8,4,0,7,0,0,0,0
"43464",8,3,8,0,0,0,0,5
"43467",5,5,2,2,2,2,2,2
