,A,B,C,D,E,F,G,H,I
v462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v463,0.0,0.4,,0.6,,0.7,0.8,0.7,0.0
v464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v465,0.9,0.0,0.5,0.0,1.0,1.0,0.8,0.0,0.0
v466,0.0,0.2,0.0,0.2,0.0,0.3,0.3,0.2,0.2
v467,0.8,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0
v468,0.3,0.8,0.3,0.2,,0.2,0.5,,
v469,0.3,,,,,,,,
v470,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v471,0.3,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5
v472,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5
v473,0.0,0.7,,,,,,,
v474,0.5,0.0,,,,0.0,0.5,,
v475,0.1,0.4,0.2,0.2,0.3,0.2,0.2,0.2,0.3
v476,0.1,0.0,0.1,0.2,0.1,0.1,0.1,0.1,0.1
v477,1.0,0.5,0.9,1.0,0.8,0.8,0.8,0.8,
v478,0.4,,,,,,,,
v479,0.0,1.0,0.0,0.0,0.0,0.0,,,
v480,0.0,0.2,0.4,0.5,0.2,0.3,0.2,0.0,0.0
v481,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
v482,1.0,0.0,,0.2,,,,,
v483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v484,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
v485,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
v486,0.8,0.2,,,,,,,
v487,0.6,0.0,,0.3,,0.3,0.3,0.2,
v488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v489,0.5,,,,,,,,
v490,1.0,0.0,,,,,,,
v491,0.0,0.0,,0.0,,,,0.0,0.0
v492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v493,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v494,0.1,0.6,,0.2,0.3,0.2,0.3,0.3,
v495,0.9,0.5,0.8,,,0.8,0.6,0.1,0.1
v496,0.3,,0.3,,0.2,0.3,0.3,0.3,0.3
v497,1.0,0.0,,,,,,,
v498,0.7,0.0,,,,,,,
v499,1.0,,0.8,0.7,,0.3,0.7,,
v500,0.0,,,,,,,,
v501,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2
v502,0.5,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0
v503,1.0,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1
v504,0.0,1.0,,0.5,0.8,0.6,0.4,0.3,0.5
v505,0.8,0.0,0.0,0.8,0.0,0.2,0.5,,0.0
v506,0.0,0.5,0.2,0.2,0.2,0.5,0.0,,
v507,0.0,0.1,1.0,0.0,0.4,0.5,0.8,0.0,0.0
v508,0.8,0.0,0.6,0.7,0.3,0.6,0.4,0.1,0.3
v509,0.8,0.3,0.4,0.2,0.4,0.4,0.4,0.3,0.3
v510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v511,0.3,0.0,0.0,0.8,,0.0,0.0,0.0,
v512,0.0,1.0,0.0,,0.8,0.2,0.2,0.0,0.4
v513,0.8,,,0.9,,1.0,,,
v514,0.5,,,,,,,,
v515,0.7,,,0.6,0.7,0.6,0.7,,
v516,0.8,0.0,,,,0.7,,,
v517,0.8,0.6,0.3,0.6,,0.6,0.4,0.5,
v518,0.0,1.0,,,,,,,
v519,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,
v520,0.8,0.0,,0.2,,0.2,0.8,0.2,
v521,0.5,0.0,0.3,,,0.4,0.5,,
v522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
v523,0.5,0.8,0.5,0.3,0.5,0.4,0.5,0.4,0.4
v524,0.2,0.0,0.0,,0.0,,0.0,0.0,
v525,1.0,1.0,,,,,,,0.0
v526,0.4,0.0,0.2,0.0,0.2,0.3,0.2,0.0,0.0
v527,0.0,1.0,0.3,0.0,,0.5,,0.5,0.5
v528,1.0,0.4,0.5,1.0,0.4,0.5,0.8,0.6,0.5
v529,0.0,0.5,0.0,0.0,0.2,0.2,0.1,0.0,0.0
v530,0.1,0.4,0.2,0.3,,0.2,0.3,0.2,0.2
v531,0.0,0.8,,0.5,,,0.4,,
v532,0.8,,,,,,,,
v533,0.0,,0.0,,,0.2,,,
v534,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v535,0.9,,,,,,,,
v536,0.7,0.4,0.3,,,0.4,0.5,0.3,
v537,0.0,0.0,0.7,0.6,,0.6,0.6,0.5,0.5
v538,1.0,0.0,,,,,,,
v539,0.7,0.7,0.5,0.5,0.4,0.5,0.5,0.5,0.7
v540,0.8,0.2,0.7,0.4,0.3,0.3,0.6,0.2,0.1
v541,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
v542,0.0,0.5,0.3,0.3,0.0,0.7,0.6,0.2,0.5
v543,0.7,,0.0,,0.0,0.0,0.0,,
v544,0.8,0.5,0.3,,,0.3,0.0,,
v545,0.6,0.5,0.6,,,0.4,0.5,,
v546,1.0,,,,,,,,
v547,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v548,0.0,0.8,0.3,0.0,0.7,0.0,0.0,0.5,0.6
v549,0.3,,0.4,,0.3,0.3,0.0,0.0,0.0
v550,1.0,0.1,0.7,0.4,0.5,0.8,0.5,0.7,0.3
v551,0.3,0.9,0.8,0.5,0.8,0.5,0.3,0.5,0.5
v552,1.0,,,,,,,,
v553,0.0,0.7,0.3,0.1,0.2,0.2,0.4,0.4,0.6
v554,1.0,0.0,0.6,,0.6,0.7,0.9,0.1,0.1
v555,1.0,,,0.0,,,,,
v556,1.0,,,,,,,,
v557,1.0,,,,,,,,
v558,0.5,,,0.3,,0.2,0.2,0.4,
v559,0.0,0.8,0.6,0.6,,0.6,0.5,0.8,
v560,0.5,0.6,0.6,0.9,0.5,0.8,0.7,0.4,0.5
v561,1.0,0.0,0.2,0.3,0.0,0.2,0.7,0.1,0.1
v562,0.7,,,,,,,,
v563,0.0,1.0,0.5,0.8,,0.9,0.4,0.7,
v564,0.0,0.8,0.3,0.4,0.1,0.6,0.2,0.5,0.6
v565,0.2,,1.0,,,1.0,,,
v566,1.0,0.0,0.5,0.6,0.5,0.4,0.6,0.3,0.6
v567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v568,0.0,1.0,0.0,0.0,0.5,0.0,,,
v569,1.0,,0.5,,0.7,0.3,0.7,0.5,0.3
v570,0.8,0.0,0.5,0.8,0.0,0.0,,0.0,0.0
v571,0.6,0.1,0.0,0.4,0.2,0.0,0.4,0.3,0.2
v572,0.8,0.5,0.4,,,0.3,,,
v573,0.0,1.0,,0.0,,0.2,0.0,0.3,
v574,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v575,1.0,0.0,1.0,0.6,,,,,
v576,0.7,0.1,,,,0.2,0.5,0.3,
v577,0.0,0.5,0.0,0.1,0.1,0.1,0.0,0.0,0.0
v578,1.0,0.0,0.2,1.0,0.2,0.5,0.8,0.5,0.3
v579,0.9,,,,,,,,
v580,0.6,0.5,0.5,0.4,0.5,0.5,0.7,0.4,
v581,0.7,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v582,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
v583,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0
v584,0.0,,,,,,,,
v585,1.0,0.0,,,,,,,
v586,0.6,0.6,0.5,0.8,0.5,0.8,0.8,0.6,0.6
v587,0.0,0.7,0.0,0.4,0.4,0.2,0.0,0.2,0.3
v588,0.7,0.2,0.3,0.7,0.2,0.4,0.6,0.2,0.2
v589,1.0,0.4,,,,0.4,0.5,,
v590,0.5,,0.3,,,0.2,,,
v591,0.9,0.2,0.2,0.5,0.1,0.1,0.2,0.7,0.1
v592,0.5,0.0,0.5,1.0,,,0.5,0.5,
v593,1.0,,,,,,,,
v594,0.5,0.2,,0.2,,0.0,0.0,0.0,0.0
v595,1.0,0.5,0.8,0.6,0.6,0.5,0.6,0.3,0.5
v596,1.0,0.5,1.0,1.0,0.9,0.2,0.4,0.7,0.3
v597,1.0,0.0,,0.0,,,0.0,0.0,0.0
v598,0.8,0.0,0.5,0.5,0.5,0.8,0.7,0.5,0.5
v599,0.9,0.2,0.3,0.3,0.0,0.4,0.5,0.0,
v600,0.8,0.0,0.5,0.4,0.2,0.2,0.8,0.2,0.2
v601,0.7,,,,,,,,
v602,0.9,0.5,,0.9,,,,0.8,
v603,0.0,1.0,,,,,,,0.0
v604,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v605,1.0,0.0,0.1,0.0,,,,,
v606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
v607,0.8,0.5,,0.8,,,,0.6,
v608,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.9,0.0
v609,0.7,0.3,0.5,0.3,0.3,0.7,0.4,0.5,0.5
v610,1.0,,,,,,,,
v611,0.0,1.0,,,,,0.5,,
v612,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
v613,0.0,1.0,0.0,,,0.0,,,
v614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v615,1.0,,0.1,,0.1,0.1,0.1,0.1,0.2
v616,0.0,0.5,,,,,,,
v617,0.7,0.5,0.8,0.2,0.2,0.5,0.4,0.3,0.6
v618,1.0,,,,,,,,
v619,0.5,0.4,0.7,0.6,0.5,0.6,0.5,0.5,0.4
v620,1.0,,0.8,0.8,0.4,0.5,0.6,,
v621,1.0,,,,,,,,
v622,1.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1
v623,0.5,,0.5,,,0.5,0.5,,
v624,0.0,0.9,,0.2,,0.0,0.0,,0.0
v625,0.5,0.2,0.2,0.5,0.1,0.3,0.3,0.3,0.2
v626,0.2,,,0.0,0.3,0.4,0.3,0.0,
v627,0.6,0.0,0.0,0.1,0.0,0.0,0.0,,0.0
v628,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
v629,1.0,,,,,,,1.0,
v630,0.5,,0.4,,,0.3,0.3,,
v631,0.0,0.4,0.5,0.5,0.6,0.6,0.4,0.4,0.6
v632,0.7,0.5,0.5,0.5,0.3,0.5,0.5,0.5,0.5
v633,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
v634,0.5,,,0.5,,0.5,0.5,0.5,
v635,0.5,,0.3,,0.1,0.2,0.2,,
v636,0.1,0.5,0.5,0.5,,0.5,0.5,0.1,0.3
v637,1.0,0.0,,,,0.1,0.9,0.7,
v638,1.0,0.1,0.9,0.0,0.2,0.2,0.2,0.2,
v639,0.0,1.0,0.0,,,,0.0,,1.0
v640,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
v641,0.3,0.3,0.3,,0.3,0.3,0.3,0.1,0.5
v642,0.6,0.0,0.4,,,0.3,,,0.5
v643,1.0,,1.0,0.5,0.0,1.0,0.0,0.2,0.3
v644,0.2,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5
v645,0.0,0.0,0.2,0.5,0.2,0.8,0.9,,
v646,0.7,0.5,0.6,0.6,,0.6,,0.5,
v647,0.0,0.5,,0.5,,0.8,0.8,0.2,0.3
v648,0.0,1.0,0.0,,,0.0,0.0,,
v649,0.9,0.1,0.5,0.3,0.2,0.5,0.4,0.1,0.1
v650,1.0,0.0,0.8,1.0,0.2,0.8,1.0,0.5,0.2
v651,1.0,,,,,,0.5,,
v652,0.0,,,,0.0,,,,
v653,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v654,0.0,0.5,,0.7,,0.6,0.7,0.6,0.5
v655,0.0,1.0,0.2,0.5,0.3,0.7,0.3,0.3,0.3
v656,0.8,,,,,,,,
v657,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v658,0.5,0.0,0.3,0.5,0.4,0.4,0.2,0.1,0.0
v659,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
v660,0.5,0.5,0.5,0.0,,,0.0,0.5,
v661,1.0,,0.3,,,0.5,,,
v662,1.0,,,,,,,,
v663,0.5,,0.5,0.5,0.5,0.5,0.4,,
v664,0.0,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.3
v665,0.0,0.6,0.2,0.5,0.3,0.5,0.4,0.3,0.3
v666,0.7,0.3,0.3,0.3,,0.3,0.4,0.3,
v667,0.1,0.5,0.4,0.5,0.5,0.5,0.3,0.5,0.5
v668,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2
v669,0.2,0.2,0.3,1.0,0.5,0.2,0.4,0.2,0.3
v670,1.0,0.3,,0.2,,,,,
v671,0.0,1.0,,0.0,,0.0,0.0,1.0,
v672,0.5,,0.6,0.5,,0.5,0.7,,
v673,0.8,,,,,,,,
v674,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
v675,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0
v676,1.0,0.2,0.3,0.0,0.2,0.5,0.2,,
v677,0.5,,0.8,,,,,,
v678,0.0,1.0,0.3,,,0.5,0.2,,
v679,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v680,0.0,0.7,,0.0,,0.5,0.8,0.0,
v681,0.0,1.0,,0.0,,,0.1,,
v682,0.3,,,,,,,,
v683,0.3,0.5,0.1,,,0.1,,0.3,
v684,0.0,,,,,,,,
v685,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
v686,0.8,0.0,0.1,0.4,0.1,0.7,0.3,0.1,0.1
v687,0.8,0.4,0.4,0.4,0.5,0.7,0.7,0.6,0.4
v688,1.0,0.3,,0.5,,0.5,0.5,,
v689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v690,0.3,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3
v691,0.0,,,,,,0.0,,
v692,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
v693,0.4,0.3,0.4,0.3,0.3,0.4,0.3,0.4,0.4
v694,0.8,0.5,,0.6,,0.9,0.7,,
v695,0.7,0.0,0.5,0.5,0.5,0.5,0.6,0.6,0.5
v696,0.8,,1.0,,0.7,0.7,0.9,,0.3
v697,0.5,,,,0.1,,0.8,0.5,
v698,0.4,0.0,0.1,0.3,0.1,0.4,0.2,0.3,0.1
v699,0.9,0.0,0.5,0.8,0.5,0.6,0.9,0.5,0.7
v700,0.6,0.5,,0.5,,,0.6,,
v701,1.0,,,,,,,,
v702,0.8,0.0,0.6,0.2,0.2,0.5,0.5,0.0,0.0
v703,,0.0,1.0,,0.4,,,,
v704,0.1,0.1,0.2,0.5,0.5,0.2,0.2,0.5,0.6
v705,0.8,,,,,,,,
v706,0.0,0.4,0.0,0.0,0.1,0.1,0.0,0.3,0.6
v707,0.2,0.5,0.4,,0.7,0.5,0.4,0.6,0.5
v708,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
v709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v710,0.8,,,,,,0.6,,
v711,,,,0.0,,,,,
v712,0.2,,,,,,,,
v713,0.0,1.0,,,,,,,
v714,0.7,,0.2,,,0.3,0.2,0.0,
v715,0.8,0.0,,,,,,,
v716,0.4,,,,,,,,
v717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v718,0.3,0.7,0.5,0.5,0.6,0.5,0.5,0.7,0.6
v719,0.5,0.2,,0.2,0.2,0.2,0.2,,
v720,0.1,0.1,0.2,,0.4,,0.2,,0.4
v721,0.5,0.3,,0.4,,0.4,0.5,,
v722,0.6,0.1,,,,0.3,0.4,,
v723,1.0,0.0,0.2,0.0,,,0.0,,
v724,0.0,0.8,0.2,,,,,0.2,0.2
v725,0.1,0.5,0.6,0.4,0.4,0.8,0.7,0.6,
v726,0.5,,,,,,,,
v727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v728,1.0,0.5,0.2,1.0,1.0,0.8,0.9,0.3,0.2
v729,1.0,,,,,,,,
v730,1.0,0.0,0.6,1.0,0.1,0.6,0.5,0.0,0.0
v731,0.8,0.5,0.7,,,0.4,0.6,0.3,
v732,1.0,0.5,0.7,0.5,,0.5,0.5,0.5,
v733,1.0,0.1,0.3,0.3,0.0,0.0,0.0,0.3,0.2
v734,0.0,1.0,,,,0.2,,,
v735,0.5,0.2,0.5,0.2,0.5,0.5,0.5,0.2,0.2
v736,1.0,0.0,0.5,0.5,0.0,0.2,0.3,0.0,0.2
v737,0.0,,1.0,,,0.4,,,0.5
v738,0.0,0.0,0.1,0.3,,0.2,0.2,0.0,
v739,0.5,0.2,0.5,0.3,,0.2,0.3,0.1,
v740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v741,0.2,0.3,0.5,0.6,0.6,0.9,0.5,0.1,0.4
v742,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v743,0.9,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1
v744,1.0,,0.9,,1.0,,,0.0,
v745,1.0,0.6,0.8,0.4,0.7,0.4,0.7,0.4,0.3
v746,1.0,0.2,0.7,1.0,0.9,0.3,0.8,0.6,0.1
v747,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.6,
v748,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v749,1.0,,0.9,1.0,0.0,1.0,1.0,0.0,1.0
v750,1.0,0.5,0.2,0.5,0.2,0.5,0.5,0.2,0.2
v751,0.0,1.0,0.2,0.2,0.3,0.1,0.3,0.2,0.2
v752,0.2,1.0,0.7,0.5,0.5,0.1,0.1,0.8,0.8
v753,0.0,0.8,0.6,0.0,0.4,0.4,0.4,0.6,0.0
v754,0.1,,,,,,,,
v755,0.6,0.5,0.0,,0.0,0.3,0.2,0.3,
v756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v757,0.8,0.6,0.6,0.8,0.6,0.6,0.6,0.8,0.6
v758,0.5,0.0,,0.5,0.0,,0.5,0.5,0.0
v759,0.0,0.7,0.2,1.0,,0.2,0.5,0.2,0.4
v760,0.6,0.5,0.5,0.5,,0.5,,0.6,0.5
v761,0.0,0.7,0.3,0.5,,0.5,0.5,0.0,
v762,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.2
v763,1.0,0.8,0.7,,0.5,0.6,0.6,,
v764,0.0,0.8,0.1,0.2,0.0,0.0,0.2,0.0,
v765,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,
v766,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v767,0.5,,,,,,,,
v768,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
v769,0.6,,0.4,,,,,,
v770,0.0,0.9,,,,,,,
v771,1.0,0.0,,0.6,0.0,,,,
v772,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
v773,0.6,,0.7,,1.0,1.0,0.5,1.0,1.0
v774,0.2,0.8,0.7,,0.7,0.8,,0.2,
v775,,0.0,,,,,,,
v776,0.7,0.0,0.0,0.5,0.3,0.4,0.4,0.0,0.0
v777,1.0,,1.0,,0.0,1.0,0.0,1.0,
v778,0.4,1.0,0.2,0.7,0.5,0.6,0.5,1.0,0.0
v779,0.0,,,,0.0,0.4,0.4,0.3,
v780,0.0,,,,,1.0,0.0,,
v781,0.5,,,,,,,,
v782,1.0,0.4,,0.6,0.0,0.6,0.2,0.1,0.3
v783,0.0,,,0.0,,,,,
v784,0.0,0.9,0.8,,,,0.7,0.7,
v785,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
v786,0.4,0.0,0.2,0.2,0.3,0.4,0.4,,0.3
v787,0.7,0.3,0.4,0.5,,0.4,,0.5,0.5
v788,0.0,0.9,0.0,0.5,0.1,0.0,0.0,0.0,0.3
v789,1.0,,,0.5,,0.1,,0.5,
v790,0.5,0.0,,0.0,,0.0,0.0,,0.0
v791,1.0,,,,,,,,
v792,1.0,0.4,0.8,1.0,0.8,0.8,0.7,1.0,0.2
v793,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
v794,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.2
v795,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
v796,1.0,0.0,0.7,1.0,0.9,0.6,0.1,1.0,0.5
v797,1.0,0.0,0.8,0.8,0.5,0.4,0.7,0.5,0.6
v798,1.0,0.1,0.6,0.8,,0.7,0.8,0.1,0.3
v799,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
v800,0.5,0.0,0.6,,,0.5,0.3,0.5,
v801,1.0,0.2,0.6,0.5,0.2,0.2,0.6,0.5,0.2
v802,1.0,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5
v803,0.8,0.0,0.6,0.7,0.8,0.6,0.4,0.6,0.2
v804,0.0,0.8,0.3,,,0.5,0.5,0.1,0.1
v805,0.2,0.1,0.0,0.5,0.0,0.2,0.2,0.0,0.0
v806,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
v807,0.3,0.7,0.1,1.0,1.0,0.2,0.6,0.8,1.0
v808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v809,0.0,0.4,0.6,0.0,0.5,0.6,0.4,0.3,0.1
v810,0.5,0.6,0.6,0.6,,0.7,0.6,0.7,
v811,0.0,0.7,,,,0.0,0.0,,
v812,0.0,1.0,0.1,0.0,0.9,0.7,0.5,,
v813,0.0,0.8,0.4,0.4,0.1,0.0,,0.1,0.1
v814,0.0,0.9,0.3,0.1,0.4,0.4,0.2,0.0,0.2
v815,1.0,0.2,0.9,0.3,0.4,0.7,0.8,0.5,0.0
v816,1.0,0.0,1.0,0.0,,0.0,0.0,,0.0
v817,1.0,0.0,0.2,0.5,0.0,0.5,0.4,0.2,0.3
v818,0.1,0.7,0.3,0.5,,0.7,0.3,,0.2
v819,0.0,0.5,,,,0.0,0.0,,
v820,0.0,0.4,0.1,0.3,0.0,0.0,0.3,0.0,0.4
v821,0.8,0.4,0.8,0.2,0.5,0.7,0.5,0.2,
v822,0.2,0.8,,,,,,,
v823,0.0,1.0,,0.0,0.2,0.0,0.2,0.2,0.2
v824,0.0,1.0,,,,1.0,0.8,0.5,
v825,0.2,,,,,,,,
v826,0.5,0.0,,,,0.8,,,
v827,0.0,1.0,0.2,0.2,,0.2,0.0,0.2,0.2
v828,0.0,,,,,,,,0.7
v829,0.7,0.0,0.4,0.4,,0.7,0.5,0.4,0.4
v830,1.0,,,,,,,,
v831,0.1,0.0,0.2,0.2,0.4,0.5,0.0,0.2,0.3
v832,0.7,0.2,0.5,0.8,,0.5,,,
v833,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0
v834,0.0,0.8,,,0.8,0.0,0.3,,0.8
v835,0.1,0.1,0.4,1.0,0.4,0.1,0.4,0.4,0.1
v836,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
v837,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v838,,,,,,,,0.0,
v839,0.8,,,,,,,,
v840,0.0,0.5,,0.5,,,,0.5,0.1
v841,0.0,1.0,0.9,0.5,0.8,0.4,0.5,0.1,0.0
v842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v843,1.0,0.0,0.8,0.8,0.7,0.4,0.4,0.7,0.2
v844,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
v845,0.0,1.0,0.4,,,,,,
v846,0.0,0.7,0.3,0.0,0.3,0.0,0.3,0.3,0.3
v847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
v848,0.0,0.5,,1.0,,,,,
v849,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.3
v850,0.9,0.2,0.6,0.5,0.6,0.6,0.4,0.5,0.3
v851,0.3,0.8,,,,,0.5,,
v852,0.3,,,,,,,,
v853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v854,0.2,1.0,0.4,0.5,,0.4,0.3,0.3,0.3
v855,1.0,0.2,0.1,0.3,0.1,0.1,0.2,0.1,
v856,1.0,0.0,0.0,,0.0,0.7,0.8,1.0,0.0
v857,0.0,0.8,,,,0.5,0.4,0.5,
v858,0.8,0.3,,0.3,,,,,
v859,1.0,,,,,,0.6,,
v860,0.7,,,,,,,,
v861,0.0,,0.6,,,0.9,,,
v862,0.0,1.0,0.9,1.0,0.0,1.0,1.0,0.9,0.9
v863,0.5,0.7,,0.4,,,,,
v864,0.8,0.0,0.0,0.8,,0.5,0.5,0.5,
v865,0.0,,,,,,,,
v866,0.0,1.0,0.0,,,,,0.0,
v867,0.7,0.0,0.5,0.5,0.0,0.6,0.5,0.0,0.2
v868,0.6,0.7,,,,0.4,,,
v869,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4
v870,1.0,0.5,0.9,1.0,1.0,0.8,0.5,0.8,0.7
v871,0.7,0.5,,0.5,0.5,,,0.5,
v872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v873,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0
v874,0.3,0.0,0.4,0.5,,,,,
v875,0.5,1.0,0.4,0.4,0.4,0.4,0.4,0.3,0.3
v876,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0
v877,0.8,0.0,0.0,0.4,0.4,0.4,0.6,0.4,0.4
v878,0.0,0.8,,0.3,,0.4,0.5,,
v879,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v880,0.7,0.7,0.8,0.6,,,1.0,0.5,0.3
v881,0.0,1.0,,0.8,,1.0,0.8,,
v882,0.1,0.2,0.2,,,0.3,0.3,0.1,
v883,1.0,,,,,,,,
v884,0.0,,,,,,,,
v885,,,0.3,,,,,,
v886,0.5,,,,,,,0.5,
v887,0.0,0.5,,0.2,0.3,0.3,0.2,,
v888,0.0,0.8,0.3,0.5,0.2,0.4,0.5,0.0,0.0
v889,1.0,,,,,,,,
v890,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v891,0.5,0.0,0.5,,,0.5,,0.0,
v892,0.5,0.6,,0.6,,,,0.6,
v893,0.8,0.0,0.3,0.3,,0.0,0.4,,
v894,1.0,0.0,1.0,,,1.0,,,
v895,0.1,0.5,0.2,0.1,0.3,0.2,0.2,0.2,0.4
v896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v897,0.0,,,0.0,,1.0,,,1.0
v898,0.0,0.5,0.0,0.1,0.5,0.5,0.0,,0.0
v899,0.7,0.5,,,,0.3,0.4,,
v900,1.0,1.0,0.4,0.5,0.2,0.2,0.2,0.4,0.3
v901,0.4,0.0,0.6,0.4,0.5,0.6,0.0,0.0,
v902,1.0,0.0,0.5,0.0,,,,0.0,0.0
v903,1.0,0.0,1.0,,1.0,1.0,1.0,,0.0
v904,0.8,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0
v905,0.0,1.0,0.8,,,,,,
v906,0.0,,,,,0.6,,,
v907,0.0,0.6,,,,0.7,0.5,,
v908,0.5,0.4,0.4,,,,,,
v909,1.0,0.0,0.3,,,,,,
v910,0.0,1.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0
v911,1.0,,,,,,,,
v912,0.0,0.6,,,,,,,
