,A,B,C,D,E,F,G
v461,0.8,0.0,0.3,0.0,0.5,0.5,0.7
v462,0.5,0.0,0.8,0.0,0.3,0.6,0.6
v463,0.4,0.0,0.6,0.0,0.1,0.5,0.6
v464,0.5,0.0,0.5,0.5,0.0,0.8,0.5
v465,0.3,0.2,0.5,0.0,0.7,1.0,0.8
v466,0.6,0.0,0.0,0.0,0.4,0.0,0.1
v467,0.0,0.7,0.3,0.0,0.0,0.1,0.0
v468,0.2,0.0,0.8,0.0,0.2,0.6,0.2
v469,0.7,0.0,0.1,0.1,0.7,0.3,0.3
v470,0.7,0.5,0.5,0.8,0.6,0.2,0.3
v471,0.0,0.3,0.0,0.0,0.0,0.3,0.3
v472,0.3,0.1,0.0,0.1,0.1,0.0,0.0
v473,0.9,0.0,0.0,0.6,0.5,0.5,0.6
v474,1.0,0.0,0.0,0.0,0.6,0.5,0.3
v475,0.8,0.0,0.0,0.0,0.7,0.3,0.0
v476,0.7,1.0,0.0,0.8,0.6,0.0,0.0
v477,,0.0,,,,,0.6
v478,0.5,1.0,0.0,,0.4,0.0,0.2
v479,0.8,0.0,0.0,0.0,0.3,0.3,0.4
v480,0.0,0.3,0.7,0.0,0.1,0.5,0.3
v481,0.5,0.2,0.1,0.0,0.5,0.3,0.2
v482,0.2,0.0,0.6,0.1,0.1,0.7,0.1
v483,0.0,0.0,0.9,0.0,0.0,0.0,0.0
v484,0.6,0.0,0.4,,0.5,1.0,0.8
v485,0.2,0.0,0.9,0.0,0.1,0.2,0.3
v486,0.0,0.0,1.0,0.0,0.0,0.5,0.3
v487,0.6,0.0,0.6,,0.4,0.7,0.6
v488,0.0,0.0,0.0,0.0,0.0,0.2,0.0
v489,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v490,0.7,0.0,0.3,0.0,0.3,0.7,0.6
v491,0.3,1.0,0.3,0.3,0.3,0.5,0.3
v492,0.8,0.0,0.0,0.0,0.0,0.7,0.5
v493,0.3,0.3,0.7,0.3,0.3,0.5,0.6
v494,0.9,0.0,0.3,0.0,0.4,1.0,0.4
v495,0.4,0.5,0.1,0.3,0.6,0.3,0.1
v496,0.0,0.0,0.5,0.0,0.0,0.7,0.3
v497,1.0,0.0,0.0,,0.9,0.5,0.4
v498,0.3,0.5,0.0,0.0,0.4,0.0,0.0
v499,0.0,0.7,0.0,0.2,0.4,0.2,0.1
v500,0.0,0.0,0.9,,0.0,0.9,0.5
v501,0.0,0.0,0.0,0.0,0.0,0.3,0.0
v502,0.4,0.0,0.4,0.0,0.1,0.9,0.6
v503,0.8,0.0,0.3,0.0,0.4,0.5,0.5
v504,0.5,0.6,0.7,0.0,0.6,0.2,0.4
v505,0.2,0.0,0.8,,0.0,1.0,0.2
v506,0.7,0.1,0.7,,0.4,1.0,0.5
v507,0.6,0.8,0.5,0.4,0.5,0.3,0.3
v508,,0.0,0.7,,0.3,0.2,0.6
v509,0.2,0.0,0.2,0.0,0.1,0.8,0.9
v510,0.1,0.4,0.0,0.0,0.5,0.1,0.2
v511,0.0,0.0,0.8,,0.0,0.7,0.3
v512,0.6,0.1,0.2,,0.2,0.3,0.1
v513,0.3,0.0,0.3,0.1,0.2,0.6,0.3
v514,0.3,0.0,0.0,0.0,0.2,0.3,0.0
v515,0.2,0.3,0.2,0.1,0.2,0.1,0.2
v516,0.9,0.1,0.1,0.2,0.4,0.3,0.2
v517,0.2,0.0,0.8,0.0,0.1,0.2,0.6
v518,0.0,1.0,0.0,0.8,0.1,0.0,0.0
v519,0.4,0.2,0.3,0.2,0.8,0.7,0.2
v520,0.4,0.8,0.7,0.0,0.7,0.5,0.6
v521,0.4,0.0,0.8,0.0,0.2,0.8,0.6
v522,0.2,0.0,1.0,0.0,0.0,0.7,0.7
v523,0.0,0.0,0.7,0.0,0.0,1.0,0.6
v524,0.7,0.7,0.0,0.0,0.3,0.6,0.2
v525,0.7,0.0,0.6,0.0,0.2,0.8,0.5
v526,0.4,1.0,0.2,0.3,0.3,0.2,0.5
v527,0.4,0.1,0.4,0.0,0.2,0.3,0.2
v528,0.7,0.1,1.0,0.1,0.5,0.6,0.5
v529,0.3,0.0,0.8,0.0,0.0,0.8,0.3
v530,0.5,0.3,0.5,,0.5,0.6,0.6
v531,0.5,0.0,0.8,0.0,0.0,0.6,0.9
v532,0.4,0.0,0.4,0.1,0.4,0.4,0.4
v533,0.1,0.5,0.1,0.8,0.1,0.2,0.1
v534,0.8,0.0,0.0,0.0,0.6,0.8,0.3
v535,0.6,0.4,0.1,0.2,0.5,0.3,0.0
v536,0.0,0.4,0.0,0.0,0.0,0.7,0.0
v537,0.2,0.0,0.8,0.0,0.2,0.8,0.5
v538,0.8,0.7,0.0,0.3,0.9,0.2,0.5
v539,0.1,0.6,0.7,0.1,0.1,0.2,0.4
v540,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v541,0.3,0.1,0.7,0.0,0.1,0.3,0.5
v542,0.9,0.0,0.1,0.0,0.5,0.4,0.2
v543,0.6,0.0,0.6,0.0,0.4,1.0,0.6
v544,1.0,0.0,0.0,0.0,0.0,0.5,0.5
v545,0.7,0.0,0.0,0.0,0.8,0.2,0.4
v546,0.9,0.0,0.8,0.4,0.7,0.8,0.7
v547,0.8,0.0,0.0,0.0,0.7,0.2,0.5
v548,0.7,0.0,0.3,0.1,0.5,0.6,0.7
v549,0.1,0.0,0.6,0.0,0.0,0.9,0.0
v550,0.6,0.2,0.5,0.1,0.8,0.8,0.2
v551,0.2,0.0,0.7,0.0,0.1,0.5,0.4
v552,1.0,0.0,0.6,0.0,0.0,0.9,0.0
v553,0.8,0.5,0.0,0.1,0.1,0.7,0.0
v554,0.9,0.0,0.0,0.0,0.5,0.8,0.0
v555,0.6,0.2,0.4,,0.4,0.5,0.3
v556,0.8,0.0,0.1,0.0,0.5,0.3,0.5
v557,0.2,1.0,0.0,0.8,0.2,0.0,0.0
v558,0.2,0.0,0.9,0.0,0.1,0.7,0.6
v559,0.7,0.1,0.0,0.1,0.6,0.3,0.2
v560,0.0,1.0,0.0,0.0,0.0,0.0,0.0
v561,0.0,0.0,1.0,0.0,0.0,0.7,0.4
v562,0.0,1.0,0.4,0.7,0.0,0.4,0.4
v563,0.0,0.7,0.8,0.6,0.0,0.0,0.4
v564,0.7,0.0,0.3,0.0,0.5,0.6,0.4
v565,0.4,0.5,0.6,0.4,0.5,0.6,0.6
v566,0.3,0.0,0.6,0.0,0.1,0.9,0.6
v567,0.4,0.0,0.6,0.0,0.4,0.8,0.7
v568,0.4,0.0,0.7,0.0,0.3,0.6,0.6
v569,0.7,0.3,0.4,0.2,0.5,0.4,0.6
v570,0.4,0.0,0.6,0.1,0.2,0.8,1.0
v571,0.1,0.0,0.7,0.0,0.0,0.8,0.8
v572,0.5,0.0,0.3,0.0,0.1,0.5,0.5
v573,,,0.3,,0.3,,
v574,0.0,1.0,0.3,1.0,0.5,0.0,0.0
v575,0.3,0.0,0.4,0.0,0.4,0.7,0.5
v576,0.6,0.0,0.7,,0.3,0.4,0.2
v577,0.5,0.2,0.7,,0.4,0.5,0.5
v578,0.8,0.2,0.0,,0.7,0.5,0.4
v579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v580,0.6,0.0,0.3,0.0,0.8,0.3,0.2
v581,1.0,0.0,0.5,0.1,0.4,0.8,0.8
v582,0.7,0.0,0.5,0.0,0.4,0.6,0.5
v583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v584,0.3,0.0,0.1,0.0,0.2,0.3,0.2
v585,0.0,0.8,0.0,,0.7,0.0,0.0
v586,0.0,0.8,0.5,0.4,0.0,0.3,0.0
v587,0.4,0.0,0.5,0.0,0.4,0.8,0.6
v588,0.4,0.8,0.1,0.4,0.8,0.2,0.3
v589,0.0,0.0,1.0,0.0,0.0,0.0,0.0
v590,0.2,0.3,0.1,0.1,0.3,0.0,0.1
v591,0.0,0.5,0.0,1.0,0.6,0.0,0.1
v592,0.1,0.0,0.8,0.0,0.1,0.2,0.7
v593,0.4,0.0,0.0,0.0,0.1,0.1,0.6
v594,0.3,0.6,0.1,0.9,0.4,0.3,0.1
v595,1.0,0.0,0.0,0.0,0.8,0.2,0.0
v596,0.8,0.2,0.7,0.1,0.5,0.6,0.6
v597,0.7,0.0,0.2,0.0,0.6,0.7,0.5
v598,0.0,0.0,,,0.0,,0.0
v599,0.8,0.1,0.1,0.0,0.6,0.4,0.4
v600,0.0,0.5,0.0,0.0,1.0,0.0,0.0
v601,0.4,0.1,0.0,0.0,0.6,0.0,0.4
v602,0.7,0.0,0.5,0.0,0.1,0.2,0.1
v603,0.7,0.0,0.1,,0.6,0.1,0.5
v604,0.9,0.0,0.2,0.2,0.7,0.3,0.2
v605,0.3,0.0,0.6,0.0,0.1,0.9,0.6
v606,0.0,0.0,1.0,,0.1,0.5,1.0
v607,0.2,0.0,0.9,0.0,0.1,0.9,0.3
v608,0.7,0.1,0.5,0.1,0.5,0.5,0.5
v609,0.7,0.4,0.1,0.1,0.4,0.1,0.1
v610,0.2,0.0,0.9,0.0,0.2,0.8,1.0
v611,0.0,0.0,0.3,,0.0,0.1,1.0
v612,0.9,0.0,0.2,,0.6,0.6,0.4
v613,0.8,0.1,0.0,0.1,0.7,0.1,0.1
v614,0.2,0.0,0.2,0.1,0.2,1.0,0.3
v615,0.7,0.0,0.0,,0.5,0.7,0.7
v616,1.0,0.0,0.0,0.0,0.6,0.4,0.4
v617,1.0,0.0,0.2,0.0,0.8,0.6,0.6
v618,0.1,1.0,0.0,0.7,0.7,0.0,0.0
v619,0.2,0.1,0.5,0.5,0.9,0.5,0.1
v620,0.8,0.0,0.5,0.2,1.0,0.5,0.4
v621,0.5,0.0,0.1,0.0,0.3,0.8,0.5
v622,0.7,0.0,0.5,,0.5,0.7,0.5
v623,0.0,0.0,0.0,,0.0,0.0,0.0
v624,0.8,0.3,0.1,0.5,0.6,0.5,0.3
v625,0.3,0.0,0.3,0.0,0.3,0.0,0.3
v626,0.0,0.1,0.0,0.0,1.0,0.1,0.9
v627,0.8,0.6,0.2,0.2,0.5,0.3,0.5
v628,0.6,0.6,0.0,0.0,0.6,0.2,0.0
v629,0.1,0.0,0.8,0.0,0.1,0.7,0.3
v630,0.4,0.2,0.0,0.3,0.6,0.2,0.4
v631,0.1,0.0,0.9,0.0,0.1,0.8,0.1
v632,0.5,0.0,0.3,0.0,0.6,0.5,0.8
v633,0.7,0.3,0.3,0.3,0.6,0.6,0.5
v634,0.5,0.4,0.2,0.7,0.8,0.4,0.2
v635,0.9,0.0,0.0,0.5,0.7,0.4,0.2
v636,0.7,0.1,0.1,0.1,0.5,0.4,0.6
v637,0.3,0.7,0.3,0.4,0.4,0.2,0.3
v638,0.7,0.0,0.7,0.0,0.3,0.8,0.3
v639,0.8,0.0,0.2,,0.5,0.5,
v640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v641,0.2,,0.0,,1.0,0.0,0.0
v642,,1.0,,,,0.0,0.0
v643,1.0,0.1,0.0,0.0,0.5,0.2,0.2
v644,0.0,,,,,,
v645,0.8,0.0,0.0,0.0,0.6,0.3,0.4
v646,0.3,0.0,,,0.5,0.0,0.2
v647,0.9,0.0,0.2,0.0,0.5,0.7,0.3
v648,0.2,0.0,0.7,0.0,0.2,0.5,0.7
v649,0.0,0.7,0.5,,0.0,0.0,0.1
v650,0.0,0.0,1.0,0.0,0.0,1.0,0.5
v651,0.4,0.0,0.8,0.1,0.0,0.3,0.2
v652,0.4,0.0,0.6,0.0,0.3,0.6,0.6
v653,0.4,0.7,0.0,0.7,0.3,0.3,0.3
v654,0.4,0.1,0.2,,0.4,0.2,0.0
v655,0.5,0.0,0.4,0.0,0.2,1.0,0.0
v656,0.8,0.0,0.5,0.0,0.2,0.6,0.4
v657,0.1,0.3,0.0,,0.3,0.0,0.1
v658,0.5,0.0,0.5,,0.2,0.6,0.4
v659,0.8,0.8,0.3,0.8,0.3,0.3,0.0
v660,0.6,0.0,0.2,0.0,0.0,0.8,0.0
v661,0.5,0.0,1.0,0.0,0.3,0.8,0.6
v662,0.5,0.5,0.5,0.5,0.5,0.3,0.5
v663,0.7,0.0,0.2,0.0,0.5,0.5,0.7
v664,0.0,0.0,0.8,0.0,0.0,0.4,0.0
v665,0.3,0.6,0.3,0.4,0.3,0.5,0.5
v666,0.2,0.1,0.2,0.2,0.2,0.2,0.2
v667,0.7,0.0,0.0,0.0,0.7,0.4,0.7
v668,0.4,0.0,0.6,,0.6,0.8,0.3
v669,0.7,0.0,0.3,0.1,0.4,0.5,0.6
v670,0.5,0.4,0.2,0.2,0.7,0.4,0.6
v671,0.0,0.2,0.0,0.0,0.0,0.0,0.0
v672,0.6,0.6,0.0,,1.0,0.2,0.0
v673,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v674,1.0,0.0,0.0,0.0,0.6,0.1,0.2
v675,0.3,0.0,0.4,0.0,0.2,0.8,0.4
v676,0.5,0.0,0.4,0.0,0.1,0.4,0.7
v677,0.8,0.2,0.0,0.3,0.7,0.3,0.1
v678,0.5,0.0,0.0,0.0,0.0,0.8,0.8
v679,0.4,0.0,0.0,0.0,0.0,0.0,0.0
v680,0.2,0.0,0.8,0.0,0.2,0.5,0.6
v681,1.0,0.0,0.3,0.1,0.6,0.2,0.3
v682,0.5,0.0,0.0,0.0,0.3,0.0,0.2
v683,0.2,0.0,0.0,0.0,0.7,0.0,0.0
v684,0.5,0.0,0.0,0.3,0.3,0.4,0.1
v685,0.3,0.2,0.2,0.2,0.2,0.3,0.3
v686,0.0,1.0,1.0,,,,0.0
v687,0.8,0.0,0.0,0.0,0.8,0.4,0.2
v688,0.3,0.0,0.6,0.0,0.2,0.8,1.0
v689,0.0,1.0,0.0,0.8,0.0,0.0,0.0
v690,0.8,0.0,0.7,,0.2,0.7,0.5
v691,0.8,0.1,0.3,0.1,0.4,0.7,0.6
v692,0.2,0.2,0.2,0.2,0.2,0.5,0.2
v693,0.9,0.2,0.2,,0.6,0.3,0.1
v694,0.2,0.0,0.5,0.0,0.1,0.7,0.5
v695,0.0,1.0,0.0,0.0,0.0,0.0,0.0
v696,0.8,0.0,0.6,0.4,0.7,0.8,0.6
v697,0.1,0.0,0.2,0.0,0.0,0.3,0.5
v698,0.9,0.0,0.5,0.0,0.3,0.4,0.4
v699,0.3,0.5,0.1,1.0,0.4,0.3,0.1
v700,0.1,0.0,1.0,0.0,0.1,0.5,1.0
v701,0.7,0.0,0.2,0.0,0.2,0.7,0.2
v702,0.9,0.0,0.8,0.0,0.1,0.5,0.8
v703,0.1,0.1,0.0,0.0,0.2,0.2,0.5
v704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v705,0.3,0.4,0.0,1.0,0.3,0.0,0.2
v706,0.3,0.0,0.3,0.0,0.1,1.0,0.6
v707,0.7,0.0,0.6,0.0,0.6,0.7,0.7
v708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v709,0.2,0.0,0.9,0.0,0.2,0.7,0.3
v710,0.4,0.0,0.9,,0.0,0.7,0.7
v711,0.5,1.0,0.2,0.3,0.5,0.7,0.5
v712,0.2,0.0,0.8,,0.0,0.7,0.5
v713,0.5,0.0,0.5,0.0,0.0,1.0,1.0
v714,0.5,0.8,0.5,0.2,0.5,0.5,0.5
v715,0.2,0.0,1.0,0.0,0.1,0.6,0.4
v716,0.5,0.3,0.8,,0.5,0.2,0.2
v717,0.0,0.0,0.5,0.0,0.0,0.5,0.0
v718,0.5,0.8,0.3,,0.6,0.2,0.0
v719,0.1,0.1,0.5,,0.1,0.1,0.1
v720,0.6,0.3,0.3,0.2,0.4,0.7,0.5
v721,0.0,0.5,0.3,0.2,0.0,0.0,0.0
v722,0.5,0.0,0.8,0.0,0.3,0.8,0.5
v723,0.4,0.0,1.0,0.0,0.2,1.0,0.4
v724,0.2,0.0,0.9,0.0,0.0,0.5,0.5
v725,0.8,0.0,0.0,0.0,0.4,0.2,0.2
v726,0.2,0.0,0.9,0.0,0.0,0.5,0.2
v727,0.1,0.0,1.0,0.0,0.1,1.0,0.7
v728,0.7,0.1,0.0,0.1,0.4,0.4,0.4
v729,0.3,0.0,0.9,0.0,0.3,0.9,0.5
v730,0.3,0.0,0.0,0.5,0.1,0.2,0.0
v731,0.7,0.0,,0.0,0.6,0.4,0.6
v732,0.6,0.0,0.1,0.0,0.5,0.4,0.5
v733,0.0,1.0,0.0,0.0,0.2,0.0,0.0
v734,0.8,0.0,0.0,0.0,0.3,0.3,0.0
v735,0.0,0.4,0.4,,0.4,0.2,0.4
v736,0.4,0.6,0.0,0.6,0.4,0.0,0.0
v737,0.0,0.9,0.0,0.4,0.0,0.0,0.0
v738,0.0,0.9,0.0,0.0,0.0,0.0,0.0
v739,0.2,0.3,0.0,,0.3,0.4,0.6
v740,0.2,0.0,0.8,0.0,0.0,0.2,1.0
v741,0.7,0.0,0.3,,0.1,1.0,0.9
v742,0.0,0.8,0.2,,0.1,0.1,0.0
v743,1.0,0.1,0.3,,0.8,0.2,0.2
v744,0.1,1.0,0.1,0.8,0.1,0.1,0.0
v745,0.2,0.0,0.2,,0.2,0.2,1.0
v746,0.3,0.0,0.6,0.0,0.2,0.8,0.4
v747,0.4,0.0,0.6,0.0,0.0,0.4,0.0
v748,0.0,0.6,0.0,0.9,0.0,0.0,0.0
v749,0.2,0.5,0.0,0.0,0.0,0.9,0.0
v750,0.1,0.0,0.8,0.0,0.0,0.3,0.8
v751,0.5,0.0,0.0,0.0,0.5,0.5,0.3
v752,0.9,0.0,0.2,0.0,0.8,0.4,0.2
v753,0.7,0.0,0.0,0.0,0.0,1.0,1.0
v754,0.0,0.7,0.0,0.0,0.0,0.0,0.0
v755,0.2,0.0,0.4,0.0,0.1,0.4,0.4
v756,0.0,0.2,1.0,0.0,0.0,1.0,1.0
v757,0.6,0.2,0.7,,0.5,0.7,0.8
v758,0.7,0.6,0.0,0.5,0.8,0.6,0.5
v759,1.0,0.0,0.0,0.0,0.5,0.3,0.2
v760,0.0,0.0,1.0,0.2,0.0,0.3,0.2
v761,0.5,0.4,0.3,0.3,0.3,0.3,0.3
v762,1.0,0.0,0.2,0.0,0.1,0.4,0.2
v763,0.7,0.0,0.0,0.0,0.7,0.7,0.8
v764,0.7,0.1,0.2,0.2,0.6,0.5,0.3
v765,0.7,0.6,0.3,,,,0.3
v766,0.3,0.5,0.2,0.5,0.4,0.3,0.3
v767,1.0,0.0,0.1,0.0,0.3,0.5,0.4
v768,0.2,0.0,0.1,0.0,0.1,0.7,0.7
v769,0.1,0.0,0.7,0.0,0.0,0.4,0.2
v770,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v771,0.6,0.2,0.3,0.1,0.6,0.2,0.2
v772,0.1,0.0,0.7,0.0,0.1,0.4,0.1
v773,0.5,0.0,1.0,0.0,0.1,0.8,0.5
v774,0.5,0.1,0.3,0.0,0.5,0.5,0.5
v775,0.3,0.0,0.2,0.0,0.3,0.5,0.4
v776,0.9,0.0,0.0,0.0,0.7,0.4,0.6
v777,0.0,0.0,0.0,0.0,0.9,0.0,0.0
v778,0.5,1.0,0.5,0.4,0.4,0.9,0.4
v779,0.0,0.0,0.5,0.0,0.0,0.1,0.0
v780,0.5,0.6,0.1,0.6,0.4,0.2,0.2
v781,0.4,0.0,0.3,0.2,0.3,0.4,0.2
v782,0.8,0.0,0.0,0.0,0.6,0.7,0.4
v783,0.3,0.0,0.9,0.0,0.3,0.7,0.3
v784,0.8,0.0,0.3,0.0,0.3,0.7,0.9
v785,0.8,0.1,0.1,,1.0,0.1,0.4
v786,0.7,0.0,0.6,,0.1,0.7,0.7
v787,0.3,0.0,0.6,0.0,0.1,0.7,0.4
v788,0.4,0.0,0.2,0.0,0.0,1.0,0.7
v789,0.2,0.2,0.0,0.3,0.4,0.0,0.1
v790,0.6,0.0,0.6,0.0,0.4,1.0,1.0
v791,0.7,0.0,0.9,0.0,0.2,0.6,0.4
v792,0.4,1.0,0.4,0.4,0.4,0.4,0.3
v793,0.5,0.0,0.8,0.0,0.3,0.7,0.5
v794,0.5,0.0,0.8,0.0,0.0,0.8,0.6
v795,1.0,0.0,0.0,0.0,0.7,0.8,0.0
v796,0.6,0.2,0.2,0.1,0.6,0.3,0.3
v797,0.6,0.0,0.4,0.0,0.2,0.6,0.7
v798,0.0,0.3,1.0,0.0,0.0,0.0,0.4
v799,0.8,0.0,0.0,0.0,0.4,0.1,0.7
v800,0.2,0.0,0.6,0.0,0.0,0.6,0.5
v801,0.9,0.2,0.0,0.1,0.8,0.3,0.8
v802,0.5,0.0,0.3,0.0,0.1,0.8,0.5
v803,0.9,0.0,0.2,0.0,0.5,0.8,0.6
v804,0.5,0.5,0.3,,0.4,0.3,0.3
v805,0.7,0.4,0.6,0.4,0.7,0.7,0.7
v806,0.3,0.0,0.8,0.0,0.2,0.6,0.4
v807,0.0,0.0,0.9,0.0,0.0,0.6,0.7
v808,0.8,0.1,0.1,0.0,0.8,0.6,0.3
v809,0.7,0.8,0.1,0.6,0.5,0.3,0.1
v810,0.5,0.0,0.7,0.0,0.2,0.5,0.6
v811,0.7,0.0,0.2,0.0,0.2,0.2,0.8
v812,0.7,0.3,0.5,0.2,0.3,0.5,0.8
v813,0.0,0.0,0.8,0.0,0.0,0.8,0.5
v814,0.4,0.3,0.4,0.3,0.4,0.4,0.3
v815,1.0,0.0,0.7,0.0,0.2,0.8,0.7
v816,0.7,0.0,0.3,0.0,0.2,0.4,0.2
v817,0.3,0.3,0.3,0.3,0.3,0.3,0.3
v818,0.4,0.2,0.1,0.2,0.9,0.2,0.3
v819,0.2,0.0,0.9,0.0,0.0,0.8,0.4
v820,0.4,0.0,0.2,0.0,0.2,0.4,0.6
v821,0.0,1.0,0.0,0.0,0.0,0.0,0.0
v822,0.1,0.8,0.5,,0.4,0.4,0.0
v823,0.0,0.0,0.8,0.0,0.0,0.7,0.3
v824,1.0,0.3,0.0,0.3,0.4,0.2,0.3
v825,0.9,0.3,0.0,0.5,0.8,0.1,0.3
v826,0.8,0.0,0.1,0.0,0.6,0.3,0.1
v827,0.8,0.7,0.7,0.4,0.8,0.9,0.6
v828,0.1,0.1,0.1,0.1,0.1,0.5,0.1
v829,0.6,0.0,0.6,0.0,0.4,0.6,0.5
v830,0.4,0.2,,0.2,0.4,,0.3
v831,0.5,0.4,0.5,,0.5,0.5,0.5
v832,0.3,0.0,0.7,0.0,0.3,0.7,0.3
v833,0.0,0.0,1.0,0.0,0.0,0.4,0.3
v834,0.9,0.0,0.5,,0.0,0.5,0.5
v835,0.0,0.0,0.9,0.0,0.0,0.5,0.3
v836,0.1,0.0,0.0,0.0,0.0,0.0,0.2
v837,0.5,0.0,0.8,0.0,0.4,1.0,0.8
v838,0.8,0.1,0.2,0.1,0.8,0.3,0.2
v839,0.4,0.1,0.7,0.1,0.3,0.5,0.3
v840,0.5,0.3,0.3,0.2,0.6,0.6,0.4
v841,0.0,0.8,0.0,0.2,0.7,0.0,0.7
v842,0.6,0.0,0.4,0.0,0.2,0.7,0.4
v843,0.8,0.2,0.2,0.2,0.6,0.6,0.6
v844,0.9,0.0,0.1,0.0,0.1,0.5,0.4
v845,0.8,0.0,0.2,0.0,0.5,0.5,0.4
v846,0.6,0.0,0.5,0.0,0.2,0.5,0.6
v847,0.1,0.0,1.0,0.0,0.0,0.2,0.1
v848,0.7,0.5,0.4,,0.3,0.7,0.6
v849,0.0,0.0,1.0,0.0,0.0,0.8,0.7
v850,0.7,0.0,0.8,,0.6,0.5,0.6
v851,0.4,0.2,0.2,0.1,0.3,0.2,0.9
v852,0.1,0.0,0.1,0.1,0.1,0.2,0.1
v853,0.4,0.0,0.0,0.0,0.4,0.1,0.2
v854,0.6,0.0,0.4,0.0,0.4,0.9,0.5
v855,0.9,0.1,0.5,0.1,0.5,0.7,0.6
v856,0.5,0.1,0.6,0.1,0.5,0.7,0.4
v857,0.5,0.0,0.5,0.5,0.1,0.5,0.1
v858,0.5,1.0,0.0,0.0,1.0,0.0,0.0
v859,0.3,0.0,0.0,0.0,0.5,0.6,0.0
v860,0.0,0.0,0.0,0.0,0.0,1.0,0.0
v861,,0.0,0.3,0.0,0.1,0.6,0.4
v862,0.9,0.0,0.0,0.0,0.0,0.5,0.5
v863,0.5,0.2,0.3,0.1,0.3,0.5,0.6
v864,0.0,0.9,0.1,0.1,0.1,0.1,1.0
v865,0.8,0.0,0.1,0.0,0.6,0.4,0.0
v866,0.4,0.2,0.3,,0.5,0.8,0.8
v867,0.0,0.7,0.0,1.0,0.0,0.0,0.0
v868,0.5,0.0,0.0,0.0,0.0,0.5,0.0
v869,0.0,0.0,0.9,0.0,0.0,0.9,0.4
v870,0.5,0.0,0.2,0.0,0.0,0.5,0.8
v871,0.6,0.0,0.3,0.0,0.4,0.7,0.4
v872,0.8,0.2,0.3,0.2,0.7,0.7,0.9
v873,0.7,0.0,0.0,0.0,0.5,0.3,0.6
v874,0.5,0.5,0.5,0.5,0.7,0.9,0.6
v875,0.0,0.5,0.0,0.5,0.0,0.0,0.0
v876,0.8,0.0,0.5,0.0,0.8,0.4,0.0
v877,0.5,0.3,0.2,0.5,0.3,0.2,0.4
v878,0.0,1.0,0.0,1.0,0.8,0.3,0.0
v879,0.4,0.5,0.0,0.5,0.6,0.1,0.0
v880,0.3,0.1,0.3,,0.3,0.7,0.4
v881,0.1,0.8,0.1,,0.8,0.1,0.2
v882,0.5,0.4,0.0,0.0,0.5,0.5,0.0
v883,0.0,0.0,0.7,0.0,0.0,0.8,0.5
v884,0.5,0.0,0.0,,0.5,0.2,0.0
v885,0.8,0.7,0.2,0.7,0.8,0.7,0.2
v886,0.4,0.0,0.5,0.0,0.3,0.8,0.8
v887,0.4,0.0,1.0,0.0,0.0,0.8,0.6
v888,0.5,0.0,0.4,0.0,0.5,0.3,0.4
v889,0.6,0.0,0.7,0.0,0.4,0.7,0.8
v890,0.4,0.0,0.7,0.0,0.3,1.0,0.6
v891,0.8,0.1,0.5,0.1,0.5,0.3,0.3
v892,0.6,0.7,0.1,0.5,0.8,0.3,0.3
v893,0.7,0.0,0.7,0.0,0.4,0.5,0.3
v894,0.2,0.8,0.0,0.5,0.4,0.2,0.0
v895,0.8,0.0,0.0,0.0,0.7,0.1,0.1
v896,0.0,0.0,1.0,0.0,0.0,1.0,0.2
v897,0.7,0.0,0.0,0.0,0.5,0.2,0.3
v898,1.0,0.2,0.3,0.2,0.5,0.7,0.7
v899,0.7,0.0,0.0,0.0,0.5,0.7,0.0
v900,0.0,0.0,0.8,0.0,0.0,0.7,0.5
v901,0.7,0.1,1.0,0.0,0.0,1.0,0.4
v902,0.6,0.6,,,,,0.6
v903,0.5,0.0,0.0,0.0,0.5,0.2,0.5
v904,0.6,0.6,0.6,0.4,0.6,0.6,0.3
v905,0.4,0.0,0.5,0.0,0.4,0.7,0.8
v906,0.6,0.7,0.5,,0.6,,0.7
v907,0.9,0.0,0.1,0.0,0.1,0.7,0.4
v908,0.7,0.0,0.0,0.0,0.9,0.5,0.3
v909,0.7,0.0,0.4,0.0,0.5,0.5,0.4
v910,0.4,0.1,0.7,0.0,0.2,0.8,0.3
v911,1.0,0.0,0.0,0.0,0.1,0.3,0.6
v912,0.4,0.0,0.0,0.0,0.5,0.0,0.1
v913,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v914,0.9,0.0,0.2,0.0,0.6,0.8,0.7
v915,0.6,0.1,0.6,0.1,0.4,0.7,0.4
v916,0.1,0.0,0.8,0.0,0.1,0.5,0.2
v917,0.9,0.0,0.3,0.0,0.4,0.7,0.5
v918,0.8,0.0,0.1,0.0,0.2,0.7,0.6
v919,0.0,0.0,0.7,0.0,0.0,1.0,0.3
v920,0.0,0.0,1.0,0.0,0.3,0.7,0.4
