,A,B,C,D,E,F,G,H,I
v364,0.6,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.6
v365,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
v366,0.5,0.5,0.4,0.2,0.3,0.2,0.3,0.3,0.3
v367,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v368,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v369,0.6,0.6,0.0,0.5,0.7,0.3,0.5,0.5,0.5
v370,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v371,0.6,0.6,0.1,0.3,0.6,0.5,0.6,0.4,0.0
v372,0.2,0.7,0.2,0.5,0.5,0.2,0.2,0.5,0.2
v373,0.6,0.2,1.0,0.5,0.0,0.0,0.0,0.5,0.2
v374,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5
v375,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0
v376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v377,0.5,0.9,0.6,0.5,0.5,0.5,0.5,0.5,0.5
v378,0.7,0.5,0.5,0.6,0.5,0.3,0.3,0.5,0.6
v379,0.9,0.8,1.0,0.5,0.2,0.2,0.5,0.3,0.9
v380,0.4,0.3,0.7,,0.3,0.2,,0.2,0.2
v381,0.7,0.5,0.8,0.6,0.5,0.5,0.5,0.5,0.6
v382,0.0,0.6,0.0,0.3,0.4,0.0,0.5,0.1,0.1
v383,0.8,0.4,0.5,0.6,0.4,0.4,0.5,0.4,0.6
v384,0.4,0.8,0.0,0.4,0.5,0.3,0.3,0.6,0.2
v385,0.6,0.9,0.0,0.2,0.6,0.2,0.5,0.8,0.6
v386,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v387,0.2,0.6,0.2,0.5,0.6,0.2,0.5,0.6,0.4
v388,0.6,0.6,0.6,0.8,0.4,0.5,0.5,0.5,0.5
v389,1.0,0.5,0.5,0.0,0.0,0.0,0.1,0.0,0.5
v390,0.6,1.0,0.0,0.6,0.8,0.5,0.8,0.8,0.2
v391,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v392,0.5,0.8,0.0,0.4,0.5,0.8,0.2,0.0,0.0
v393,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v394,0.6,0.6,0.1,0.5,0.5,0.5,0.5,0.6,0.5
v395,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
v396,0.9,0.5,0.6,0.8,0.2,0.0,0.5,0.5,0.6
v397,0.5,0.6,0.1,0.5,0.6,0.1,0.5,0.3,0.3
v398,0.5,0.7,0.1,0.5,0.1,0.1,0.5,0.5,0.5
v399,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5
v400,0.8,0.5,0.5,0.7,0.2,0.3,,0.7,0.5
v401,0.3,0.6,0.2,0.4,0.5,0.4,0.3,0.8,0.3
v402,0.7,0.6,0.0,0.5,0.5,0.1,0.5,0.5,0.5
v403,0.5,0.4,1.0,0.7,0.0,0.0,0.5,0.9,0.8
v404,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v405,0.6,0.5,0.3,,0.5,0.4,,0.5,0.5
v406,0.6,0.3,0.8,0.2,0.4,0.3,0.3,0.1,0.3
v407,0.5,1.0,0.2,0.5,0.5,0.5,0.5,0.5,0.5
v408,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v409,0.9,0.3,0.9,0.5,0.1,0.0,0.5,0.3,1.0
v410,0.2,0.3,0.1,0.2,0.2,0.2,0.2,0.2,0.2
v411,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v412,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v413,0.4,0.7,0.5,0.2,0.2,0.2,0.5,0.5,0.3
v414,0.8,0.4,0.7,0.8,0.4,0.3,0.6,0.6,0.3
v415,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v416,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v417,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v418,0.3,0.7,0.4,0.3,0.3,0.2,0.3,0.3,0.2
v419,0.9,0.5,0.0,,0.0,0.5,,,0.5
v420,1.0,0.0,0.5,0.5,0.0,0.8,0.5,1.0,0.5
v421,0.7,0.5,1.0,0.5,0.2,0.2,0.8,0.5,0.5
v422,0.2,0.5,0.5,0.1,0.4,0.3,0.3,,0.2
v423,0.7,0.3,1.0,0.4,0.1,0.1,0.3,0.6,0.7
v424,0.0,0.8,0.5,0.0,0.0,0.0,0.5,0.0,0.5
v425,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5
v426,0.5,0.8,0.2,0.5,0.6,0.5,0.5,0.5,0.5
v427,0.4,0.8,0.6,,0.6,0.4,,0.6,0.4
v428,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v429,1.0,0.3,0.1,0.3,0.3,0.1,0.2,0.1,0.4
v430,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5
v431,0.5,0.5,0.0,0.9,0.0,0.5,0.5,0.8,0.5
v432,0.7,0.5,0.2,0.1,0.1,0.1,0.1,0.1,0.1
v433,0.5,0.8,0.6,,0.1,0.5,,0.6,0.4
v434,0.5,1.0,0.0,0.5,0.6,0.6,0.6,0.5,0.4
v435,0.5,0.0,0.0,0.4,0.7,0.0,0.2,0.0,0.2
v436,0.0,0.8,0.0,0.0,0.8,,0.8,0.8,
v437,0.9,0.5,0.1,0.7,0.4,0.2,0.1,0.1,0.6
v438,0.6,0.6,0.0,0.6,0.8,0.5,0.6,0.6,0.6
v439,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v440,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v441,0.3,0.1,0.6,0.4,0.3,0.4,0.4,0.4,0.3
v442,0.8,0.5,0.7,0.5,0.4,0.2,0.5,0.4,0.5
v443,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v444,0.5,0.8,0.2,0.5,0.7,0.5,0.5,0.5,0.5
v445,0.5,0.6,0.0,0.5,0.6,0.5,0.6,0.6,0.5
v446,0.5,0.8,0.0,0.3,0.5,0.2,0.4,0.0,0.0
v447,0.5,0.5,0.0,,0.3,0.3,0.5,0.5,0.0
v448,0.7,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v449,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.4
v450,0.2,0.9,0.1,0.2,0.3,0.2,0.5,0.6,0.1
v451,0.7,0.7,0.0,0.5,0.8,0.8,0.5,0.5,0.5
v452,0.6,0.4,0.8,0.5,0.2,0.3,0.5,0.5,0.5
v453,0.2,0.5,0.1,0.2,0.3,0.2,1.0,0.3,0.2
v454,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4
v455,0.1,0.9,0.1,0.1,0.6,0.7,0.6,0.5,0.0
v456,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5
v457,0.6,0.5,0.9,0.5,0.4,0.3,0.4,0.5,0.2
v458,0.5,0.9,0.0,0.3,0.6,0.4,0.6,0.5,0.4
v459,0.4,0.6,0.1,0.4,0.6,0.4,0.8,0.4,0.4
v460,0.5,0.8,0.0,0.5,0.8,0.5,0.5,0.6,0.5
v461,0.2,0.5,0.0,0.0,0.1,0.2,0.0,0.9,0.0
v462,0.6,0.6,0.0,0.5,0.6,0.0,0.5,0.7,0.0
v463,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v464,0.5,0.8,0.0,,0.3,0.2,0.1,0.2,0.7
v465,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v466,0.0,0.2,0.0,0.0,0.2,,,,0.0
v467,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.6
v468,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.5
v469,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v470,0.7,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5
v471,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v472,0.4,0.7,0.5,0.4,0.5,0.4,0.7,1.0,0.3
v473,0.3,0.5,0.1,0.3,0.5,0.2,0.5,0.8,0.3
v474,0.6,0.6,0.0,0.5,0.1,0.1,0.5,0.5,0.5
v475,0.5,0.3,0.2,0.3,0.2,0.2,0.2,0.5,0.5
v476,0.9,0.7,0.2,0.8,0.2,0.2,0.2,0.2,0.2
v477,0.4,0.4,1.0,0.2,0.4,0.2,0.5,0.3,0.3
v478,0.2,0.9,0.0,0.6,1.0,0.7,0.7,0.8,0.2
v479,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v480,0.6,0.5,0.8,0.6,0.4,0.7,,0.4,0.6
v481,0.5,0.8,0.0,0.5,0.7,0.1,0.5,0.5,0.5
v482,0.8,0.6,0.0,0.6,0.6,0.6,0.6,0.6,0.7
v483,0.6,0.2,0.1,0.5,0.0,0.1,0.1,0.5,0.5
v484,0.9,0.3,0.0,0.0,0.2,0.3,0.0,0.0,0.6
v485,1.0,0.2,0.0,0.5,0.5,,0.4,0.5,0.5
v486,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v487,0.2,0.3,0.5,0.5,0.5,0.7,0.5,0.5,0.5
v488,0.6,0.2,0.5,0.8,0.0,0.0,0.5,0.3,0.5
v489,0.5,0.5,0.6,0.5,0.6,0.3,0.5,0.9,0.5
v490,0.8,0.8,0.2,0.0,0.0,0.2,0.0,0.0,0.5
v491,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v492,0.0,0.5,1.0,0.7,0.5,0.0,,0.6,0.1
v493,0.6,0.5,0.0,0.6,0.8,0.6,0.6,0.6,0.6
v494,0.4,0.6,0.3,0.5,0.2,0.2,0.5,0.5,0.4
v495,0.0,0.4,0.8,0.5,0.2,0.2,0.5,0.5,0.0
v496,0.5,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0
v497,0.9,0.3,0.5,0.5,0.2,0.3,0.5,0.5,0.2
v498,0.1,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0
v499,0.6,0.8,0.1,0.4,0.3,0.1,0.5,0.4,0.3
v500,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v501,0.6,0.8,0.6,0.4,0.5,0.5,0.4,0.4,0.2
v502,0.6,0.8,0.0,0.6,0.6,0.6,0.6,0.6,0.6
v503,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v504,0.7,0.0,0.5,0.6,0.0,0.2,0.0,0.0,0.7
v505,0.4,0.7,0.2,0.5,0.5,0.2,0.5,0.5,0.3
v506,0.6,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5
v507,0.5,0.6,0.8,0.5,0.5,0.5,0.5,0.5,0.7
v508,0.0,0.0,0.0,0.0,0.6,1.0,0.2,0.5,0.0
v509,0.8,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.6
v510,0.7,0.7,0.4,0.6,0.5,0.4,0.6,0.5,0.2
v511,0.9,0.7,0.3,0.6,0.7,0.5,0.6,0.4,0.6
v512,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v513,0.5,1.0,0.6,0.5,0.7,0.2,0.5,0.5,0.5
v514,0.5,0.8,0.0,0.2,0.5,0.5,0.2,0.6,0.5
v515,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v516,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v517,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v518,0.0,0.0,0.6,0.0,0.6,0.5,0.0,0.5,0.0
v519,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v520,0.5,0.0,0.5,0.5,0.8,0.5,0.5,0.0,0.1
v521,0.7,0.6,0.0,0.6,0.6,0.6,0.6,0.6,0.6
v522,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v523,0.3,0.3,0.9,0.2,0.2,0.0,0.2,0.2,0.2
v524,0.4,0.6,0.0,0.5,0.0,0.0,0.5,0.6,0.0
v525,0.6,0.7,0.0,0.2,0.7,0.6,0.5,0.5,0.5
v526,0.6,0.5,0.9,0.1,0.2,0.1,0.3,0.3,0.3
v527,0.4,0.7,0.5,,0.3,0.1,,0.5,0.4
v528,0.7,0.5,0.0,0.8,0.0,0.0,0.2,0.5,0.5
v529,0.3,0.8,0.0,0.4,0.5,0.5,0.7,0.5,0.1
v530,0.7,0.5,0.0,0.1,0.1,0.1,0.1,0.2,0.3
v531,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v532,0.5,0.4,0.5,0.2,0.2,0.2,0.3,0.2,0.4
v533,0.3,0.8,0.5,0.2,0.7,0.5,0.3,0.7,0.1
v534,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v535,0.2,1.0,0.5,0.1,0.3,0.1,0.4,0.1,0.1
v536,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v537,0.7,0.2,0.8,,0.2,0.1,,0.3,0.6
v538,0.5,0.7,0.4,0.6,0.5,0.4,0.4,0.4,0.5
v539,0.5,0.5,0.2,0.3,0.2,0.3,0.3,0.4,0.3
v540,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v541,0.5,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.4
v542,0.7,0.3,0.1,0.2,0.3,0.3,0.2,0.5,0.7
v543,0.7,0.8,0.7,0.5,0.5,0.5,0.5,0.5,0.5
v544,0.5,0.9,0.6,0.5,0.5,0.0,0.6,0.6,0.3
v545,0.3,0.9,0.0,0.3,0.5,0.3,0.5,0.3,0.3
v546,0.6,0.3,0.8,,0.2,,,0.5,
v547,,0.9,0.0,,0.4,,,0.5,
v548,0.5,0.8,0.2,0.5,0.6,0.3,0.5,0.5,0.5
v549,0.0,0.9,0.2,0.7,0.7,0.0,0.7,0.0,0.2
v550,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v551,0.1,0.1,0.9,0.5,0.5,0.5,0.5,0.5,0.1
v552,0.2,0.9,0.0,0.5,0.7,0.2,0.5,0.5,0.5
v553,0.6,0.1,0.1,0.9,0.0,0.0,0.1,0.3,0.5
v554,0.8,0.6,0.1,0.3,0.5,0.4,0.1,0.1,0.6
v555,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v556,0.3,0.4,1.0,0.3,0.7,0.2,0.3,0.3,0.2
v557,0.6,0.4,0.6,0.5,0.2,0.3,,0.2,0.5
v558,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v559,0.8,0.5,0.2,0.6,0.4,0.4,0.4,0.5,0.6
v560,0.7,0.5,0.2,0.6,0.5,0.4,0.4,0.5,0.5
v561,0.5,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v562,0.6,0.2,0.8,0.3,0.3,0.3,0.3,0.3,0.5
v563,0.5,0.8,0.1,0.3,0.5,0.2,0.4,0.4,0.4
v564,0.4,0.5,0.8,0.8,0.5,0.5,0.4,0.5,0.5
v565,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5
v566,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v567,0.5,0.4,0.9,0.6,0.3,0.1,0.3,0.2,0.0
v568,0.6,0.1,0.4,0.8,0.1,0.1,0.4,0.2,0.6
v569,0.1,1.0,0.0,0.1,0.8,0.5,0.6,0.5,0.3
v570,0.6,0.6,0.5,0.6,0.6,0.3,0.6,0.3,0.4
v571,0.4,0.5,0.1,0.3,0.4,0.4,0.5,0.5,0.2
v572,0.5,0.6,0.8,0.5,0.5,0.5,0.5,0.5,0.5
v573,0.6,0.6,0.1,0.5,0.5,0.5,0.5,0.5,0.5
v574,0.5,0.0,0.9,0.5,0.0,0.0,0.0,0.9,0.0
v575,0.0,0.1,0.0,0.8,0.8,0.9,0.1,0.5,0.2
v576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v577,0.8,0.6,0.7,0.5,0.3,0.4,0.5,0.4,0.5
v578,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v579,0.6,0.4,0.3,0.5,0.3,0.3,0.5,0.5,0.5
v580,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v581,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v582,0.5,0.5,0.2,0.5,0.5,0.2,0.5,0.5,0.5
v583,0.5,0.5,0.6,0.5,0.5,0.4,0.4,0.5,0.5
v584,0.5,0.7,0.2,0.5,0.6,0.5,0.5,0.6,0.5
v585,0.6,0.5,0.6,0.8,0.4,0.5,0.5,0.5,0.6
v586,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v587,0.8,0.6,0.2,0.5,0.4,0.0,0.4,0.4,0.5
v588,0.9,0.3,0.1,0.8,0.5,0.1,0.4,0.2,0.8
v589,0.9,0.3,0.0,0.3,0.3,0.0,0.5,0.5,0.3
v590,0.5,0.6,0.3,0.5,0.6,0.5,0.5,0.5,0.5
v591,0.6,0.8,0.1,0.6,0.6,0.6,0.6,0.6,0.5
v592,0.4,0.3,0.6,0.3,0.3,0.1,0.3,0.3,0.1
v593,0.0,0.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0
v594,0.6,0.7,0.0,0.4,0.2,0.0,0.4,0.4,0.6
v595,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.5,0.5
v596,0.1,0.8,0.0,0.2,0.6,0.0,0.2,0.3,0.1
v597,0.0,0.9,0.0,0.5,0.5,1.0,0.5,1.0,0.5
v598,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v599,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5
v600,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v601,0.3,0.5,0.0,0.0,0.5,0.8,0.0,0.0,0.1
v602,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
v603,0.8,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.7
v604,0.5,1.0,0.5,0.3,0.5,0.4,0.1,0.3,0.2
v605,0.5,0.7,0.1,0.5,0.1,0.1,0.5,0.2,0.5
v606,0.2,0.4,0.9,0.2,0.2,0.3,0.3,0.3,0.2
v607,0.7,0.2,0.5,0.5,0.3,0.1,0.5,0.2,0.5
v608,0.3,0.3,0.9,0.7,0.3,0.4,0.5,0.0,0.0
v609,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v610,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5
v611,0.2,0.5,0.9,0.6,0.1,0.1,0.6,0.1,0.1
v612,0.5,0.5,0.9,0.2,0.8,0.8,0.2,0.2,0.5
v613,0.4,0.6,0.0,0.6,0.5,0.4,0.0,0.0,0.5
v614,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v615,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.3
v616,0.5,0.7,0.2,0.4,0.5,0.1,0.6,0.5,0.3
v617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v618,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5
v619,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1
v620,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5
v621,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v622,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.8
v623,0.0,0.2,0.0,0.0,1.0,1.0,0.1,0.2,0.0
v624,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v625,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3
v626,0.3,0.1,0.3,0.4,0.1,0.3,0.1,0.3,0.2
v627,0.1,1.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1
v628,0.6,0.5,0.0,0.5,0.4,0.2,0.9,0.5,0.6
v629,0.7,0.2,0.7,0.5,0.1,0.1,,,0.5
v630,1.0,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.6
v631,0.4,0.5,1.0,0.3,0.3,0.4,0.1,0.2,0.2
v632,0.2,0.3,0.0,0.3,0.8,0.3,1.0,0.3,0.0
v633,0.6,0.3,0.6,0.3,0.1,0.0,0.0,0.1,0.6
v634,0.1,0.8,0.0,0.1,0.1,0.1,0.1,0.1,0.1
v635,0.3,0.8,0.4,0.3,0.3,0.3,0.3,0.3,0.3
v636,0.6,0.4,0.6,0.6,0.2,0.0,0.4,0.4,0.6
v637,0.4,0.7,0.2,0.5,0.6,0.0,0.5,0.8,0.5
v638,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.7
v639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
v640,0.9,0.9,0.6,,,0.0,,,0.9
v641,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v642,0.2,0.8,0.0,0.5,0.7,0.1,0.5,0.5,0.4
v643,0.8,0.8,0.0,0.9,0.7,0.4,0.6,0.6,0.5
v644,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v645,0.6,0.0,0.9,0.3,0.1,0.0,0.3,0.4,0.3
v646,0.9,0.5,0.2,0.7,0.5,0.3,0.5,0.5,0.7
v647,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0
v648,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v649,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v650,0.4,0.9,0.3,0.5,0.3,0.1,0.5,0.5,0.5
v651,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v652,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
v653,1.0,0.0,0.2,0.5,0.1,0.0,0.0,0.0,0.5
v654,0.5,1.0,0.5,,0.5,0.5,,0.5,0.5
v655,0.0,0.7,0.0,0.0,0.3,0.0,0.5,0.5,0.0
v656,0.5,0.5,0.5,,0.4,0.4,0.5,0.5,0.4
v657,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v658,0.8,0.5,0.8,0.5,0.0,0.0,0.6,0.3,0.7
v659,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v660,1.0,0.4,0.0,0.4,0.4,0.0,0.5,0.1,0.0
v661,0.5,0.5,0.0,0.5,0.4,0.4,0.5,0.0,0.5
v662,0.2,0.0,1.0,0.6,0.0,0.0,0.2,0.2,0.3
v663,0.2,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.2
v664,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.6
v665,0.5,0.5,0.0,0.3,0.3,0.3,0.3,0.3,0.3
v666,0.1,0.0,0.6,0.1,0.1,0.0,0.1,0.1,0.0
v667,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5
v668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v669,0.5,0.7,0.0,0.1,0.6,0.5,1.0,0.5,0.5
v670,0.1,1.0,0.0,0.1,0.6,0.6,0.5,0.5,0.1
v671,0.4,0.5,0.3,0.5,0.5,0.5,0.4,0.5,0.3
v672,0.5,0.5,1.0,0.6,0.6,0.6,0.6,0.6,0.5
v673,0.6,0.1,0.6,0.3,0.2,0.1,0.2,0.4,0.4
v674,0.5,0.4,0.5,0.5,0.4,0.4,0.5,0.5,0.4
v675,0.2,0.8,0.6,,0.2,0.0,,0.2,0.0
v676,0.2,0.8,0.0,0.3,0.2,0.2,0.3,0.2,0.2
v677,0.5,0.8,0.3,0.5,0.5,0.5,0.5,0.5,0.5
v678,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v679,0.7,0.7,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v680,0.6,0.6,0.0,0.1,0.4,0.1,0.2,0.2,0.3
v681,0.7,0.8,1.0,0.5,0.5,0.7,0.5,0.5,1.0
v682,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v683,0.6,0.7,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v684,0.6,0.6,0.2,0.5,0.5,0.5,0.5,0.5,0.5
v685,0.8,0.5,0.2,,0.2,0.2,,0.2,0.3
v686,1.0,0.3,0.1,0.5,0.0,0.0,0.5,0.5,0.5
v687,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v688,0.5,0.8,0.0,,0.5,0.2,,0.4,0.2
v689,0.2,0.9,0.2,0.5,0.7,0.5,0.5,0.5,0.2
v690,0.4,0.6,0.0,0.4,0.6,1.0,0.4,0.7,0.4
v691,0.5,0.4,0.5,0.4,0.5,0.5,0.4,0.5,0.5
v692,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
v693,0.6,0.0,0.8,0.5,0.1,0.2,0.2,0.2,0.5
v694,0.1,0.0,1.0,0.1,0.0,0.0,0.2,0.2,0.0
v695,0.0,1.0,0.0,0.0,0.6,0.6,0.1,0.3,0.0
v696,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v697,0.4,0.8,0.0,0.2,0.6,0.2,0.6,0.5,0.1
v698,0.6,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5
v699,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v700,0.7,0.7,0.4,0.6,0.7,0.6,0.6,0.6,0.6
v701,0.5,0.5,0.5,0.4,0.5,0.4,0.4,0.4,0.5
v702,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1
v703,0.6,0.2,0.8,0.5,0.2,0.1,0.5,0.2,0.7
v704,0.5,0.7,0.0,0.5,1.0,0.5,0.5,0.6,0.5
v705,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v706,0.8,0.3,0.2,0.6,0.1,0.2,0.5,0.2,0.7
v707,0.4,1.0,0.1,0.1,0.5,0.4,0.6,0.6,0.1
v708,0.4,0.6,0.6,0.5,0.3,0.3,0.4,0.5,0.4
v709,0.4,0.7,0.0,0.1,0.6,0.6,0.6,,0.4
v710,0.2,0.2,1.0,0.3,0.2,0.4,0.3,0.3,0.2
v711,0.4,0.6,0.2,0.4,0.5,0.4,0.6,0.5,0.4
v712,0.9,0.0,0.0,0.1,0.3,0.1,0.1,0.0,0.5
v713,0.0,0.6,0.0,0.1,1.0,1.0,0.5,0.8,0.0
v714,0.0,0.9,0.0,0.5,0.7,0.0,0.5,0.5,0.5
v715,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v716,0.3,0.5,0.7,0.3,0.3,0.1,0.3,0.3,0.1
v717,0.6,0.6,0.5,0.8,0.5,0.5,0.8,0.6,0.6
v718,0.3,0.2,1.0,0.2,0.1,0.0,0.5,0.5,0.2
v719,0.7,0.5,0.4,0.7,0.5,0.5,0.5,0.5,0.6
v720,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5
v721,0.5,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.2
v722,0.6,0.6,0.4,0.6,0.7,0.5,0.5,0.6,0.6
v723,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
v724,0.4,0.9,0.0,0.0,0.3,0.1,0.5,0.3,0.4
v725,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
