,A,B,C,D,E,F,G,H,I
v369,0.8,0.6,0.0,0.4,0.6,0.5,0.3,0.7,0.5
v370,0.8,0.7,0.5,,0.5,0.6,0.5,,
v371,0.5,0.4,0.0,0.4,0.6,0.4,0.5,,0.4
v372,0.5,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1
v373,0.7,0.3,0.3,0.4,0.5,0.3,0.4,0.4,0.4
v374,0.5,0.7,0.3,0.8,0.6,0.5,0.5,0.0,0.4
v375,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v376,0.3,0.8,0.2,0.2,0.1,0.2,0.5,0.7,0.2
v377,0.7,0.1,0.0,0.1,0.2,0.3,0.0,0.2,0.2
v378,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
v379,0.7,0.4,0.0,0.0,0.6,0.4,0.0,0.6,0.0
v380,0.5,0.0,0.0,0.0,0.0,0.9,0.0,0.3,0.0
v381,0.8,0.5,0.3,0.5,0.2,0.2,0.5,0.5,0.5
v382,0.8,0.4,0.3,0.3,0.1,0.1,0.3,0.1,0.3
v383,0.7,0.5,0.0,0.4,0.3,0.2,0.3,0.3,0.3
v384,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0
v385,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
v386,1.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1
v387,0.9,0.9,0.6,0.3,0.7,0.4,0.0,0.0,0.2
v388,1.0,0.6,,,,,,,
v389,1.0,0.1,0.0,0.1,0.7,0.7,0.0,0.1,0.0
v390,1.0,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v391,0.8,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1
v392,1.0,0.9,0.0,0.0,0.0,0.0,0.5,0.0,0.9
v393,0.6,0.7,0.0,,0.8,0.5,0.4,0.7,
v394,0.3,0.6,0.3,0.9,0.1,0.1,0.4,0.5,0.5
v395,0.5,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2
v396,0.3,0.5,0.7,0.5,0.2,0.1,0.2,0.4,0.2
v397,0.2,0.1,0.5,0.5,0.6,0.8,0.3,,0.5
v398,0.8,0.6,0.0,0.0,0.2,0.0,0.4,0.2,0.2
v399,0.6,0.6,0.6,,,,,,
v400,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4
v401,1.0,0.1,0.0,0.3,0.3,0.3,0.0,0.2,0.4
v402,1.0,0.5,0.0,0.5,0.6,0.6,0.5,0.1,0.5
v403,0.6,0.9,1.0,0.8,0.2,0.2,1.0,0.6,0.5
v404,0.4,0.5,0.5,0.5,0.6,0.6,0.3,0.6,0.5
v405,0.6,0.9,0.0,0.8,0.4,0.4,0.6,0.5,0.4
v406,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v407,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4
v408,0.8,0.3,0.0,0.5,0.4,0.4,0.4,0.4,0.3
v409,1.0,0.6,0.0,0.6,0.6,0.6,0.6,0.6,0.6
v410,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v411,0.5,0.5,0.1,0.5,0.5,0.2,0.3,0.5,0.2
v412,0.6,0.6,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v413,,0.5,0.5,0.5,0.4,,,0.6,0.5
v414,0.0,1.0,0.0,,0.5,0.0,0.5,1.0,0.2
v415,0.5,0.6,0.8,0.7,0.6,0.2,0.6,0.2,0.3
v416,0.6,0.3,0.3,0.2,0.4,0.2,0.1,0.3,0.3
v417,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v418,0.7,0.3,0.0,,0.5,0.3,0.0,0.2,0.5
v419,0.3,0.1,0.0,0.3,0.3,0.5,0.5,0.2,0.5
v420,0.8,0.3,0.5,0.5,0.5,0.5,0.5,0.3,0.5
v421,0.5,0.6,0.8,0.9,0.2,0.3,0.6,0.2,0.3
v422,1.0,0.1,0.0,0.3,0.3,0.3,0.0,0.2,0.3
v423,0.4,0.7,0.0,0.5,0.7,0.6,0.3,0.8,0.6
v424,0.0,0.7,0.2,0.2,0.0,0.0,0.5,0.0,0.0
v425,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v426,0.0,0.8,1.0,0.0,0.0,0.0,0.3,0.0,0.0
v427,0.7,0.5,0.0,0.0,0.0,0.5,0.0,0.1,0.0
v428,0.3,0.1,0.0,0.3,0.2,0.1,0.2,0.2,0.3
v429,0.2,0.3,0.6,0.6,0.3,0.1,0.2,0.4,0.2
v430,0.5,0.4,0.3,0.3,0.3,0.2,0.2,0.3,0.2
v431,1.0,0.2,0.0,0.4,0.5,0.2,0.1,0.5,0.2
v432,0.3,0.0,0.0,0.1,0.5,1.0,0.0,0.0,0.3
v433,0.9,0.6,0.1,0.7,0.1,0.1,0.1,0.6,0.7
v434,0.5,0.6,0.5,0.6,0.7,0.6,0.7,0.6,0.6
v435,0.9,0.3,0.1,,0.5,0.3,0.5,0.2,
v436,0.9,0.7,0.0,0.0,0.3,0.3,0.2,0.0,0.0
v437,0.5,0.5,0.3,0.4,0.5,0.5,,0.3,0.3
v438,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v439,1.0,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.1
v440,0.8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
v441,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v442,0.5,0.9,0.6,0.5,0.4,0.4,0.5,0.7,
v443,0.0,1.0,0.4,0.4,0.0,0.1,0.5,0.1,0.4
v444,0.8,0.6,0.1,0.6,0.6,0.6,0.6,0.6,0.6
v445,0.7,0.7,1.0,0.7,0.3,0.1,0.9,0.2,0.4
v446,0.6,0.1,0.1,0.3,0.2,0.5,0.2,0.3,0.2
v447,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5
v448,,,,,,,,0.5,
v449,0.7,0.6,0.0,0.5,0.4,0.4,0.5,0.5,0.5
v450,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0
v451,0.6,0.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0
v452,0.6,0.1,0.1,,0.3,0.3,0.2,0.3,
v453,1.0,0.8,0.0,0.9,0.2,0.1,0.5,0.3,0.5
v454,0.6,0.7,0.2,0.6,0.4,0.4,0.7,,
v455,0.3,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0
v456,0.5,0.4,0.9,0.2,0.4,0.3,0.3,0.2,0.3
v457,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1
v458,0.4,0.7,0.1,0.6,0.5,0.3,0.5,,
v459,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v460,0.3,0.3,0.0,0.0,0.8,0.6,0.0,0.0,0.3
v461,1.0,0.0,0.0,0.2,0.0,0.1,0.0,0.5,0.0
v462,0.1,0.1,0.1,0.9,0.0,0.0,0.1,0.0,0.1
v463,0.3,0.6,0.6,0.5,0.2,0.0,0.2,0.2,0.3
v464,0.6,0.1,0.0,0.1,0.8,1.0,0.0,0.6,0.7
v465,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
v466,0.3,0.0,0.0,,0.0,0.0,0.1,0.0,
v467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v468,0.0,1.0,0.3,0.7,0.2,0.3,0.7,0.0,0.2
v469,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v470,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v471,0.5,0.7,0.7,0.7,0.5,0.3,0.7,0.7,0.7
v472,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v473,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5
v474,0.8,0.7,0.6,0.6,0.3,0.5,0.5,,
v475,0.4,0.2,0.0,0.4,0.8,0.5,0.0,0.3,0.1
v476,1.0,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0
v477,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.3,0.2
v478,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v479,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
v480,0.5,0.3,0.8,0.1,0.3,0.1,0.2,0.2,0.2
v481,0.7,0.0,0.0,0.0,0.3,0.5,0.0,0.1,0.0
v482,0.7,0.8,0.0,0.6,0.5,0.8,0.6,0.8,0.6
v483,0.4,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1
v484,0.4,0.1,0.0,0.1,0.3,0.8,0.1,0.4,0.5
v485,0.5,0.8,0.6,0.6,0.4,0.4,0.7,0.6,0.4
v486,0.7,0.5,0.0,0.0,0.0,0.5,0.0,0.0,
v487,0.7,0.7,0.7,0.7,0.7,0.3,0.0,0.0,0.3
v488,0.3,0.6,0.0,0.1,0.0,0.0,0.3,0.5,0.1
v489,0.0,0.3,0.5,0.2,0.2,0.4,0.0,0.3,0.3
v490,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v491,0.7,0.3,0.0,0.5,0.2,0.0,0.2,0.5,0.5
v492,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v493,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v494,0.7,0.7,0.0,0.0,0.9,0.4,0.0,0.7,0.3
v495,0.7,0.6,0.1,0.5,0.3,0.2,0.4,0.5,0.5
v496,0.6,0.6,0.1,0.5,0.2,0.2,0.2,0.2,0.2
v497,0.5,0.3,0.5,0.5,0.5,0.3,0.5,0.3,0.2
v498,0.2,0.7,0.5,0.5,0.0,0.0,0.2,0.0,0.2
v499,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
v500,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v501,0.9,0.3,0.0,0.2,0.3,0.3,0.0,0.3,0.4
v502,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v503,0.6,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.4
v504,0.6,0.8,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v505,1.0,0.0,0.0,0.0,0.2,0.1,0.0,0.3,0.0
v506,0.7,0.8,1.0,0.8,0.2,0.1,0.9,0.3,0.3
v507,0.9,0.2,0.0,0.2,0.2,0.1,0.3,0.3,0.2
v508,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v509,0.3,0.1,0.0,0.1,0.4,1.0,0.1,0.2,0.4
v510,0.5,0.4,0.0,0.3,1.0,0.4,0.4,0.7,0.5
v511,0.5,0.5,,,,,,,
v512,0.9,0.4,0.0,0.4,0.0,0.0,0.3,0.3,0.5
v513,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v514,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
v515,0.1,1.0,0.7,,0.5,0.5,0.5,0.5,0.7
v516,0.4,0.2,0.0,0.2,0.7,0.3,0.0,0.4,0.3
v517,0.3,0.8,0.7,0.7,0.1,0.3,0.6,0.5,0.5
v518,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
v519,0.8,0.2,0.1,,0.7,0.6,0.0,,
v520,0.8,0.5,0.9,0.7,0.6,0.6,0.4,0.2,0.6
v521,0.2,0.5,0.7,0.2,0.3,0.2,0.2,0.3,0.4
v522,0.7,0.5,0.2,0.5,0.5,0.5,0.5,0.5,0.5
v523,0.9,0.3,0.0,0.0,0.2,0.1,0.2,0.0,0.3
v524,0.5,0.3,0.0,,0.5,0.3,0.2,0.6,
v525,0.4,0.2,0.0,0.0,0.6,0.9,0.0,0.3,0.0
v526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v527,1.0,0.6,0.0,0.6,0.6,0.6,0.6,0.6,0.6
v528,0.4,0.8,0.5,0.5,0.1,0.1,0.4,0.3,0.3
v529,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v530,0.9,0.1,0.0,0.1,0.9,1.0,0.1,0.4,0.0
v531,0.9,0.3,0.5,,1.0,0.2,0.2,1.0,
v532,0.8,0.5,0.0,0.5,0.4,0.6,0.5,0.5,0.5
v533,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5
v534,0.8,0.1,0.1,0.1,0.5,0.5,0.3,0.1,0.1
v535,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v536,0.5,0.6,0.0,0.1,0.4,0.2,0.6,0.6,0.4
v537,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
v538,0.3,0.3,0.9,0.4,0.4,0.3,0.5,0.2,0.4
v539,0.8,0.3,0.0,0.5,0.7,0.8,0.2,0.5,0.5
v540,0.7,0.5,0.0,0.5,0.6,0.5,0.5,0.5,0.5
v541,0.8,0.4,0.5,0.5,0.4,0.5,0.5,0.4,0.4
v542,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v543,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,
v544,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0
v545,0.3,0.3,0.0,0.2,0.3,0.0,0.0,1.0,0.0
v546,0.5,0.2,0.0,0.0,0.3,0.1,0.0,0.0,0.0
v547,0.5,0.6,,,0.3,,0.2,0.5,
v548,0.3,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0
v549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v550,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v551,0.4,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v552,0.6,0.3,0.0,0.1,0.5,0.5,0.4,0.3,0.7
v553,0.3,0.2,0.0,0.0,0.9,0.2,0.0,0.5,0.0
v554,0.8,0.5,0.0,,0.6,0.6,0.2,0.6,
v555,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v556,0.7,0.1,0.0,,,0.7,0.0,,
v557,0.7,0.0,0.0,0.0,0.2,0.3,0.0,0.1,0.0
v558,,,,,,,1.0,,
v559,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0
v560,0.5,0.2,0.2,,0.3,0.3,0.0,0.0,0.1
v561,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v562,0.5,0.9,0.0,0.5,0.5,0.0,0.5,0.5,0.5
v563,0.3,0.6,0.5,0.8,0.3,0.1,0.6,0.6,0.5
v564,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
v565,0.1,0.4,0.8,0.3,0.1,0.1,0.3,0.2,0.2
v566,0.3,1.0,0.8,0.4,0.0,0.0,0.9,0.3,0.3
v567,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v568,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0
v569,0.6,0.3,0.4,,0.0,0.0,0.2,0.6,
v570,0.7,0.5,0.0,0.5,0.6,0.6,0.5,0.5,0.5
v571,0.4,0.8,0.0,0.5,0.0,0.2,0.8,0.0,0.3
v572,0.5,0.5,0.1,0.5,0.1,0.1,0.5,0.5,0.5
v573,0.8,0.4,0.3,0.5,0.5,0.5,0.5,0.6,0.5
v574,0.9,0.3,0.0,0.3,0.5,0.4,0.2,0.2,0.7
v575,0.5,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.2
v576,1.0,0.1,0.0,0.1,0.3,0.1,0.1,0.1,0.1
v577,0.6,0.8,0.0,0.6,0.4,0.4,0.6,0.5,0.5
v578,0.5,0.6,0.9,0.7,0.1,0.2,0.6,0.1,0.4
v579,0.2,0.9,0.4,0.8,0.2,0.2,0.6,0.5,0.5
v580,0.7,0.5,0.2,0.4,0.6,0.6,0.4,0.2,0.6
v581,0.5,0.4,0.3,0.1,0.2,0.2,0.3,,
v582,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v583,0.8,0.6,0.5,0.5,0.5,0.5,0.4,0.5,0.5
v584,0.8,0.5,0.1,0.5,0.6,0.5,0.5,0.7,0.5
v585,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v586,0.3,0.7,0.6,0.7,0.2,0.2,0.5,0.3,0.2
v587,0.6,0.2,0.1,0.5,0.6,0.7,0.2,0.6,0.5
v588,0.9,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0
v589,0.5,0.7,0.7,0.7,0.0,0.2,0.1,0.1,0.0
v590,0.8,0.3,0.0,0.5,0.4,0.5,0.2,0.2,0.2
v591,0.6,0.4,0.3,0.6,0.5,0.5,0.6,0.5,0.6
v592,0.8,,,,,,,,
v593,0.7,0.1,0.0,0.2,0.4,0.5,0.1,0.1,0.2
v594,0.6,0.1,0.4,,0.4,0.8,0.1,0.4,
v595,0.1,0.8,0.0,0.1,0.2,0.3,0.4,0.2,0.3
v596,0.5,0.5,0.2,0.5,0.5,0.3,0.5,0.5,0.5
v597,0.0,0.7,0.9,0.4,0.5,0.8,0.5,0.3,
v598,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v599,0.8,0.6,0.0,0.2,0.4,0.4,0.4,0.2,0.2
v600,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v601,0.3,0.4,0.0,0.6,0.3,0.1,0.1,0.2,0.2
v602,0.6,0.4,0.1,0.5,0.9,0.6,0.4,0.7,
v603,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v604,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v605,0.5,0.5,0.2,0.3,0.3,0.4,0.4,0.1,0.4
v606,0.5,0.6,0.1,,0.6,0.6,0.6,,0.6
v607,0.6,0.2,0.5,0.6,0.6,0.2,0.3,,
v608,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v609,0.9,0.5,0.1,0.5,0.5,0.5,0.5,0.6,0.5
v610,0.6,0.5,,,,0.2,,,
v611,0.6,0.3,0.1,0.3,0.6,0.7,0.4,0.5,0.3
v612,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.8,0.5
v613,0.3,0.3,0.3,0.5,0.4,0.4,0.4,0.3,0.4
v614,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v615,0.6,0.4,0.0,0.5,0.5,1.0,0.2,0.5,0.5
v616,0.8,0.4,0.0,0.1,0.5,0.1,0.1,,0.5
v617,0.4,0.7,0.1,0.6,0.3,0.2,0.2,0.3,0.6
v618,0.8,0.6,0.0,0.5,0.3,0.3,0.2,0.4,0.3
v619,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
v620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v621,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v622,0.5,0.7,1.0,0.2,0.0,0.0,0.2,0.0,0.2
v623,0.5,0.6,0.9,0.7,0.1,0.0,0.7,0.5,0.1
v624,0.9,0.6,0.7,0.5,0.6,0.4,0.7,0.7,0.7
v625,0.1,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0
v626,0.5,0.8,1.0,1.0,0.0,0.0,1.0,,1.0
v627,0.8,0.2,0.0,,0.4,0.3,0.0,0.5,
v628,0.5,0.5,,,,,,,
v629,0.8,0.5,0.0,0.5,0.5,0.3,0.5,0.5,0.5
v630,1.0,0.3,0.1,0.9,0.8,0.1,0.5,0.3,0.3
v631,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.3,0.0
v632,0.1,1.0,0.5,0.2,0.0,0.0,0.6,0.0,0.0
v633,0.8,0.2,0.1,,0.1,0.1,0.0,0.1,0.1
v634,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v635,0.8,0.3,0.0,0.1,0.6,0.0,,0.2,0.2
v636,0.5,0.9,0.0,,,,,,
v637,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6
v638,0.5,0.9,0.6,0.7,0.0,0.3,0.6,0.6,0.5
v639,0.4,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2
v640,0.6,0.6,0.0,0.5,0.7,0.4,,0.6,0.5
v641,0.5,0.7,0.0,0.2,0.5,0.2,0.4,0.1,0.1
v642,0.9,0.3,0.5,0.5,0.6,0.5,0.5,0.5,0.5
v643,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v644,0.6,,0.3,0.0,0.2,0.2,0.5,0.2,0.4
v645,0.8,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v646,0.8,0.4,0.1,0.4,0.3,0.4,0.5,0.3,0.5
v647,0.0,0.8,0.6,0.2,0.0,0.0,0.6,0.0,0.0
v648,0.6,0.9,0.1,0.8,0.8,0.4,0.7,0.4,0.4
v649,0.6,0.5,0.4,0.5,0.5,0.5,0.4,0.5,0.5
v650,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v651,0.8,0.6,,,,,,,
v652,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v653,0.5,,,,0.9,,,,
v654,0.4,0.7,0.6,1.0,0.0,0.0,0.6,0.7,0.3
v655,0.4,0.9,0.5,0.5,0.2,0.4,0.7,0.2,0.4
v656,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v657,0.1,0.7,1.0,0.4,0.1,0.2,0.7,0.2,0.3
v658,0.8,0.8,0.4,0.5,0.5,0.8,0.3,0.8,0.5
v659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v660,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v661,0.8,0.6,0.1,,0.7,0.4,0.4,,
v662,0.0,0.5,0.8,0.4,0.0,0.2,0.4,0.2,0.5
v663,0.2,0.2,0.0,0.2,0.2,0.4,0.0,0.0,
v664,0.6,0.3,0.4,0.3,0.6,0.5,0.3,0.6,0.3
v665,0.3,0.8,0.0,0.6,0.0,0.0,0.8,0.0,0.3
v666,0.8,0.2,0.0,0.3,0.4,0.4,0.3,0.3,0.5
v667,0.3,0.2,0.0,,0.4,0.4,0.5,,
v668,0.9,0.7,0.5,0.5,0.6,0.5,0.6,0.5,0.6
v669,0.8,0.1,0.1,0.5,0.6,0.4,0.5,0.6,0.5
v670,0.4,0.7,,0.8,0.1,0.0,0.7,0.4,0.3
v671,0.0,0.9,1.0,0.8,0.0,0.2,0.8,0.4,0.8
v672,0.2,0.2,0.0,,0.5,0.0,0.3,0.2,0.2
v673,0.2,0.5,0.0,,,0.3,0.2,,0.2
v674,0.7,0.5,0.0,0.3,0.1,0.3,0.2,0.2,0.3
v675,0.7,0.4,0.0,0.5,0.9,0.7,0.3,0.6,0.5
v676,0.3,0.3,0.0,0.3,0.2,0.2,0.2,0.3,0.3
v677,0.8,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v678,0.4,0.3,0.0,0.5,0.6,0.7,0.3,0.5,0.6
v679,0.4,0.6,0.4,0.5,0.1,0.1,0.1,0.1,0.3
v680,0.5,0.8,1.0,0.7,0.1,0.0,1.0,0.2,0.4
v681,0.9,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v682,0.5,0.0,0.0,0.0,0.3,1.0,0.1,0.0,0.0
v683,0.2,0.8,0.1,0.5,0.0,0.0,0.6,0.0,0.5
v684,0.8,0.2,0.1,0.2,0.3,0.4,0.2,0.3,0.4
v685,0.5,0.9,0.3,0.5,0.5,0.5,0.5,0.5,0.5
v686,0.8,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0
v687,0.8,0.4,0.2,0.2,0.3,0.5,0.2,0.5,0.5
v688,0.6,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v689,0.9,0.2,0.0,,0.4,0.5,0.1,0.3,
v690,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
v691,0.8,0.5,0.0,0.5,0.4,0.3,0.1,0.4,0.5
v692,0.0,0.8,0.4,0.4,0.0,0.0,0.0,0.1,0.1
v693,0.9,0.3,0.1,0.1,0.2,0.2,0.1,0.1,
v694,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v695,0.4,0.9,0.3,0.7,0.2,0.2,0.6,0.5,0.3
v696,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v697,0.5,0.4,0.0,0.6,0.3,0.7,0.2,0.6,0.4
v698,0.4,1.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0
v699,0.3,0.3,0.2,0.6,0.2,0.1,0.1,0.3,0.1
v700,1.0,0.4,0.5,0.2,0.4,0.4,0.2,0.4,0.6
v701,0.6,0.5,0.3,0.5,0.6,0.5,0.5,0.5,0.5
v702,0.9,0.6,0.0,0.5,0.6,0.5,0.5,0.5,0.5
v703,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v704,0.5,0.3,0.0,0.2,0.4,0.4,0.3,0.4,0.4
v705,0.6,0.7,0.2,0.5,0.2,0.2,0.3,0.5,0.5
v706,0.5,0.5,0.3,0.3,0.2,0.3,0.3,0.3,0.3
v707,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v708,0.7,0.3,0.0,0.2,0.3,0.3,0.3,0.5,
v709,0.8,0.1,0.0,0.1,0.5,0.3,0.1,0.7,0.3
v710,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5
v711,0.8,0.4,0.0,,0.6,0.3,0.2,,
v712,0.8,0.2,0.0,0.2,0.2,0.2,0.4,0.3,0.3
v713,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5
v714,0.9,0.2,0.2,0.5,0.5,0.5,0.1,0.5,0.5
v715,0.5,0.6,0.4,0.6,0.4,0.5,0.4,0.6,0.4
v716,0.5,0.5,0.0,0.5,0.5,0.6,0.5,,0.5
v717,0.9,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
v718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v719,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
v720,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5
v721,0.9,0.5,0.0,,0.6,0.6,0.5,,
v722,0.4,0.7,0.0,0.3,0.3,0.3,0.2,0.3,0.3
v723,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v724,0.4,0.3,0.6,0.3,0.2,0.3,0.2,0.2,0.2
v725,0.5,0.4,0.7,0.4,0.4,0.6,0.5,0.6,0.5
v726,0.5,0.8,0.0,0.5,0.5,0.3,0.7,0.5,0.5
v727,0.6,0.4,0.0,0.4,0.9,0.2,0.1,0.6,0.5
v728,0.5,0.7,0.2,0.5,0.1,0.1,0.1,0.1,0.0
v729,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v730,0.6,0.1,0.0,0.5,0.4,0.2,0.2,0.4,0.4
v731,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v733,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v734,1.0,0.5,0.7,0.5,0.5,0.7,0.6,0.5,0.5
v735,0.7,0.4,0.2,0.5,0.6,0.4,0.4,0.6,0.4
v736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
v737,0.5,0.3,,0.5,0.7,0.7,0.3,0.5,0.5
v738,0.3,0.5,0.3,0.2,0.2,0.3,0.5,0.2,0.2
v739,0.6,0.8,0.0,,0.0,0.0,0.6,0.6,
