,A,B,C,D,E,F,G
v481,0.6,0.6,0.3,0.6,0.4,0.0,
v482,0.0,1.0,0.5,0.5,0.5,0.0,0.0
v483,0.7,0.6,0.5,,,0.4,
v484,0.8,0.0,0.3,0.5,0.0,0.0,0.0
v485,0.9,0.5,0.0,0.8,0.7,,
v486,1.0,0.3,0.3,0.3,0.3,0.0,0.0
v487,0.2,0.7,0.8,0.0,0.0,0.7,0.4
v488,1.0,0.0,0.0,0.7,0.9,0.0,0.0
v489,0.8,0.5,0.4,0.7,0.6,0.1,
v490,0.5,0.8,0.9,0.3,0.2,0.6,0.9
v491,0.7,0.7,0.5,0.3,0.2,0.5,
v492,0.7,0.8,0.8,0.5,0.5,,
v493,0.8,0.8,0.7,0.4,0.2,0.4,
v494,0.5,0.5,0.5,0.1,0.1,0.1,0.0
v495,0.3,0.5,0.2,0.5,0.3,0.3,0.2
v496,0.6,0.7,0.4,0.6,0.7,0.5,
v497,0.8,0.0,0.0,0.7,0.5,0.0,0.0
v498,0.6,0.3,0.0,0.5,0.0,0.5,0.0
v499,0.4,0.7,0.4,0.0,0.0,0.0,
v500,0.7,0.5,0.5,0.5,0.7,0.4,
v501,0.1,0.6,1.0,0.0,0.0,0.6,
v502,0.8,0.4,0.3,0.7,0.6,0.2,0.2
v503,0.7,0.3,0.3,0.8,0.2,0.2,
v504,0.8,0.2,0.1,0.2,0.2,0.0,
v505,0.0,0.4,1.0,0.0,0.3,1.0,0.6
v506,1.0,0.0,0.0,1.0,0.7,1.0,0.0
v507,,0.3,0.3,0.5,0.4,,
v508,0.8,0.4,0.4,0.5,0.2,0.6,0.8
v509,0.0,0.3,0.2,0.1,0.0,0.0,0.0
v510,0.4,0.7,0.9,0.0,0.3,0.6,
v511,0.8,0.5,0.4,0.7,0.5,0.2,
v512,0.6,0.0,0.6,0.7,0.5,0.2,
v513,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v514,0.4,0.8,1.0,0.0,0.1,,0.9
v515,0.9,0.3,0.4,0.4,0.4,0.0,0.0
v516,0.7,0.5,0.2,0.3,0.3,0.0,0.0
v517,1.0,0.0,0.4,0.8,0.2,0.1,0.0
v518,1.0,0.1,0.1,0.8,0.8,0.0,0.1
v519,0.1,0.6,0.2,0.1,1.0,0.0,
v520,0.4,0.8,0.8,0.3,0.2,0.2,
v521,0.5,0.5,0.7,0.7,0.2,0.6,
v522,0.0,1.0,0.0,0.0,0.9,0.0,0.0
v523,0.5,0.8,0.9,0.0,0.2,1.0,0.4
v524,0.2,0.9,0.8,0.0,0.0,0.6,0.7
v525,0.5,0.4,0.6,0.5,0.5,0.5,0.5
v526,0.4,0.8,1.0,0.0,0.2,0.8,
v527,0.7,0.0,0.0,1.0,0.0,0.0,
v528,0.6,0.3,0.0,0.5,0.5,0.5,
v529,0.5,0.1,0.0,0.7,0.0,0.0,0.0
v530,0.8,0.4,0.3,0.6,0.3,0.1,0.0
v531,0.0,0.7,1.0,0.0,0.0,0.8,
v532,0.0,0.6,1.0,0.0,0.0,0.6,0.0
v533,0.7,0.5,0.0,0.4,0.4,0.0,0.2
v534,1.0,0.5,0.0,0.8,0.3,0.0,0.2
v535,0.9,0.1,0.0,0.8,0.0,0.0,0.0
v536,0.7,0.5,0.4,0.2,0.1,0.4,0.2
v537,0.0,0.6,0.7,0.7,0.5,0.8,0.6
v538,,1.0,0.9,0.0,0.0,0.6,
v539,0.8,0.6,0.6,0.6,0.6,0.5,0.4
v540,0.5,0.0,0.0,0.7,1.0,0.0,0.7
v541,1.0,0.0,0.0,0.4,0.0,0.0,0.0
v542,1.0,0.3,0.0,1.0,0.6,0.0,0.0
v543,0.8,1.0,0.9,0.8,0.6,0.4,0.4
v544,0.3,0.3,0.5,0.1,0.1,0.2,0.1
v545,0.6,0.5,0.5,0.6,0.1,0.5,0.5
v546,0.0,1.0,1.0,0.0,0.0,0.8,0.0
v547,0.0,1.0,0.7,0.0,0.4,1.0,0.8
v548,0.5,1.0,0.5,0.5,0.5,0.2,0.2
v549,0.8,0.8,0.0,0.7,0.5,0.0,0.1
v550,0.0,0.5,0.3,0.0,0.0,0.5,0.0
v551,0.0,0.7,1.0,0.0,0.0,0.6,0.6
v552,0.0,0.0,0.0,0.5,0.7,0.0,0.0
v553,0.8,0.2,0.2,0.7,0.3,0.0,0.0
v554,0.7,0.4,0.0,0.6,0.5,0.0,0.0
v555,0.3,0.4,0.8,0.0,0.2,0.8,0.8
v556,1.0,0.1,0.5,0.7,0.5,0.0,0.0
v557,0.7,0.8,0.8,0.5,0.4,0.8,
v558,0.8,0.4,0.2,0.6,0.7,,
v559,0.6,0.3,0.3,0.7,0.4,0.4,0.5
v560,0.3,0.6,0.9,0.0,0.0,0.8,0.4
v561,0.7,0.3,0.6,0.5,0.5,0.6,0.6
v562,0.9,1.0,0.4,0.3,,,
v563,0.0,0.6,1.0,0.0,0.0,1.0,0.3
v564,0.0,0.0,0.5,0.0,0.5,0.0,0.0
v565,1.0,1.0,0.5,0.9,0.9,0.5,0.5
v566,0.2,0.9,0.9,0.0,0.1,0.5,
v567,0.9,0.9,0.0,0.1,0.8,0.0,0.0
v568,0.4,0.7,0.5,0.4,0.5,0.3,
v569,1.0,0.0,0.0,1.0,0.6,0.0,
v570,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v571,0.2,0.5,,0.0,0.3,0.8,0.0
v572,0.6,0.5,0.5,0.5,0.5,0.5,0.5
v573,0.7,0.0,0.0,0.7,0.4,0.0,0.0
v574,0.6,0.7,0.5,0.1,0.4,,
v575,0.7,0.5,0.5,1.0,0.9,0.0,
v576,0.0,0.5,0.0,0.1,0.1,0.0,0.0
v577,0.7,0.5,0.4,0.5,0.5,0.4,0.4
v578,0.7,0.7,0.7,0.2,0.1,,
v579,0.2,0.6,0.7,0.0,0.0,0.9,0.4
v580,0.5,0.8,0.8,0.4,,0.3,0.3
v581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v582,0.0,0.6,0.8,0.0,0.0,0.5,0.8
v583,0.5,0.5,0.4,0.4,1.0,1.0,0.5
v584,0.6,0.7,0.7,0.3,0.3,,0.6
v585,0.0,0.7,1.0,0.0,0.0,1.0,
v586,0.6,0.4,0.0,0.6,0.6,0.0,0.0
v587,0.0,0.6,0.8,0.0,0.0,1.0,
v588,0.7,0.5,0.2,0.1,0.0,0.3,
v589,1.0,0.5,,0.5,,,
v590,0.9,0.5,0.0,0.7,0.4,0.0,0.0
v591,,0.9,,0.0,,0.8,
v592,0.2,0.8,0.9,0.1,0.1,0.6,
v593,0.7,0.1,0.0,0.5,0.6,0.0,
v594,0.3,0.6,1.0,0.0,0.0,0.8,0.7
v595,0.8,0.5,0.5,0.6,0.6,0.4,
v596,0.0,0.8,0.8,0.0,0.0,1.0,0.7
v597,0.0,0.0,0.0,0.2,0.0,0.0,0.0
v598,0.5,0.5,0.5,0.2,0.2,,
v599,0.7,0.2,0.0,0.7,0.7,0.1,
v600,0.7,1.0,1.0,0.5,0.2,,
v601,0.4,0.3,0.1,0.3,0.2,0.3,0.4
v602,0.8,0.0,0.0,0.5,0.5,0.0,0.0
v603,0.8,1.0,0.8,0.3,0.3,0.5,0.1
v604,0.5,0.6,0.5,0.2,0.1,0.3,0.3
v605,0.4,0.7,0.6,0.7,0.6,0.1,0.1
v606,0.8,0.2,0.0,0.7,0.0,0.5,
v607,0.5,0.5,0.5,0.3,0.1,0.3,0.1
v608,0.6,0.0,0.3,0.8,0.0,0.0,0.0
v609,0.5,0.3,0.3,0.5,0.3,0.3,0.3
v610,0.7,0.4,0.7,0.7,,0.5,0.5
v611,0.9,0.5,0.5,0.7,0.2,0.5,
v612,0.4,0.7,0.5,0.5,0.1,0.2,0.7
v613,0.7,0.9,0.7,0.8,0.7,,
v614,1.0,0.0,0.2,0.8,0.6,0.0,
v615,0.5,0.7,0.7,0.3,0.4,0.5,
v616,0.3,1.0,0.7,0.1,0.7,0.5,
v617,0.9,0.4,0.4,0.8,0.3,0.3,0.3
v618,0.3,0.9,0.9,0.0,0.0,0.7,0.4
v619,0.8,1.0,1.0,0.1,0.1,1.0,0.2
v620,0.7,0.5,0.3,0.6,0.5,0.3,
v621,0.4,0.4,0.2,0.5,0.0,0.5,0.7
v622,1.0,0.0,0.0,0.1,0.5,0.0,0.0
v623,0.8,0.0,0.0,0.8,0.5,0.0,0.0
v624,1.0,0.3,0.4,0.5,0.0,0.0,0.0
v625,0.4,0.7,0.5,0.0,0.5,0.4,0.3
v626,0.5,0.2,0.0,0.7,0.2,0.0,0.0
v627,0.2,0.7,1.0,0.0,0.0,0.9,0.9
v628,0.2,0.7,0.5,0.0,0.2,0.4,0.2
v629,0.5,0.5,0.6,0.0,0.1,0.5,0.3
v630,0.0,1.0,0.6,0.0,0.0,,
v631,0.8,0.1,0.5,0.7,0.0,0.0,0.0
v632,0.7,0.8,0.8,0.0,0.0,0.6,0.5
v633,0.7,0.0,0.0,0.7,0.5,0.0,
v634,0.4,0.9,0.5,0.5,0.7,0.5,
v635,0.0,1.0,0.6,0.0,0.0,0.8,0.0
v636,0.5,1.0,0.5,0.7,1.0,1.0,0.0
v637,0.3,0.7,0.2,0.1,0.1,0.0,0.7
v638,0.5,0.5,0.5,0.2,0.7,,
v639,0.3,1.0,1.0,0.0,0.0,1.0,1.0
v640,0.4,0.9,0.9,0.2,0.5,0.7,0.5
v641,0.6,0.3,0.1,0.6,0.4,0.4,0.1
v642,0.2,1.0,1.0,0.0,0.0,0.8,0.5
v643,0.5,0.4,0.3,0.4,0.1,0.0,0.1
v644,0.7,0.4,0.2,0.8,0.3,0.5,0.6
v645,0.5,0.5,0.0,0.0,0.0,0.0,0.0
v646,0.7,0.4,0.4,0.4,0.3,0.3,
v647,1.0,0.5,0.3,1.0,0.5,0.0,
v648,1.0,0.1,0.5,0.8,0.5,0.5,
v649,0.8,0.7,,,,,
v650,1.0,0.0,,1.0,0.5,0.5,0.5
v651,0.0,1.0,0.0,0.0,0.5,0.3,0.0
v652,0.4,0.7,0.7,0.0,0.0,1.0,0.0
v653,0.9,0.5,0.3,0.8,0.7,0.5,
v654,0.1,0.7,0.8,0.0,0.1,0.7,
v655,0.8,0.5,0.3,0.8,0.6,,
v656,0.7,0.7,0.0,0.0,0.6,0.7,0.0
v657,0.6,0.0,0.1,0.6,0.4,0.1,0.4
v658,0.2,0.7,0.5,0.8,,,
v659,0.2,0.6,0.4,0.2,0.2,0.4,0.2
v660,0.8,0.5,0.5,0.8,0.0,0.4,0.4
v661,0.6,0.4,0.2,0.5,0.5,0.4,0.4
v662,0.2,0.7,0.7,0.0,0.0,0.5,0.0
v663,0.5,0.5,0.2,,,,
v664,0.9,0.0,0.0,0.6,0.4,0.0,0.0
v665,0.6,0.6,0.5,0.4,0.3,0.2,0.1
v666,0.9,0.2,0.4,0.6,0.3,0.0,0.6
v667,0.9,0.6,0.3,0.8,0.8,0.5,0.1
v668,0.4,0.9,0.2,0.2,0.4,0.0,0.0
v669,0.3,0.3,0.2,0.3,0.4,0.3,0.4
v670,0.3,0.8,1.0,0.0,0.0,1.0,0.3
v671,0.7,0.6,0.3,0.3,0.1,0.2,0.7
v672,0.5,1.0,0.0,0.5,0.5,0.0,0.0
v673,0.0,1.0,0.0,0.5,0.2,0.0,
v674,1.0,0.4,0.0,1.0,0.4,0.0,0.4
v675,0.7,0.0,0.0,0.7,0.5,0.1,
v676,0.3,0.8,0.9,0.0,0.0,0.5,0.6
v677,0.5,0.4,0.5,0.5,1.0,1.0,0.0
v678,0.9,0.3,0.2,0.6,0.3,,
v679,0.4,0.4,0.5,0.5,0.6,0.7,0.6
v680,0.8,0.2,0.4,0.7,0.5,0.1,
v681,0.3,0.8,0.4,0.3,0.3,0.5,
v682,1.0,0.0,0.0,1.0,1.0,0.0,
v683,1.0,0.2,0.0,0.7,0.5,0.3,
v684,0.9,0.9,0.7,0.4,0.9,0.2,0.5
v685,0.4,0.5,0.5,0.6,0.0,0.5,0.5
v686,0.5,0.6,0.7,,,,
v687,0.5,0.8,0.8,0.3,0.0,0.8,0.8
v688,0.2,0.5,0.7,0.4,0.0,0.6,
v689,0.0,0.5,0.7,0.0,0.0,0.8,0.1
v690,0.5,0.0,0.0,0.2,1.0,0.0,0.0
v691,0.6,0.4,0.4,0.3,0.2,0.3,0.3
v692,0.5,0.5,0.5,0.2,0.2,,
v693,0.7,0.4,0.3,0.5,0.4,0.4,0.2
v694,1.0,0.5,0.5,0.9,0.8,0.5,0.4
v695,0.6,0.5,0.6,0.1,0.3,0.4,1.0
v696,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v697,0.4,0.7,0.7,0.3,0.2,0.2,0.6
v698,0.5,0.7,0.6,0.3,0.4,0.1,0.1
v699,0.7,0.3,0.3,0.6,0.2,0.2,
v700,0.0,1.0,0.5,0.0,0.3,1.0,0.5
v701,0.9,0.1,0.2,0.5,0.4,0.1,
v702,0.3,0.9,0.5,0.0,0.9,0.9,0.0
v703,0.8,0.2,0.1,0.5,0.0,0.1,0.1
v704,0.8,0.3,0.0,0.5,0.5,0.0,0.0
v705,0.6,0.4,0.3,0.3,0.2,0.9,
v706,0.6,0.2,0.0,0.3,0.2,0.0,0.0
v707,0.6,0.8,0.7,0.3,0.3,0.5,0.2
v708,0.3,0.8,0.7,0.0,0.0,0.7,0.0
v709,1.0,0.3,0.3,1.0,0.6,0.0,
v710,0.3,0.7,0.8,0.0,0.0,0.8,0.2
v711,0.4,0.7,1.0,0.0,0.2,0.2,1.0
v712,1.0,0.0,0.0,0.8,0.0,0.0,0.0
v713,0.9,0.0,0.0,0.6,0.0,0.0,0.6
v714,0.9,0.0,0.5,0.7,0.5,0.5,0.3
v715,0.6,0.6,0.6,0.6,0.6,0.5,0.5
v716,0.3,0.7,0.8,0.2,0.1,0.9,
v717,0.7,0.0,0.0,0.7,0.6,0.2,0.0
v718,0.0,0.5,0.7,0.0,0.0,1.0,0.4
v719,0.6,0.4,0.5,0.5,0.3,0.5,0.4
v720,0.2,0.5,0.2,0.5,0.5,0.2,
v721,0.2,0.8,0.8,0.2,0.2,0.8,0.2
v722,0.4,0.0,0.0,0.5,0.0,0.2,0.0
v723,0.7,0.0,0.3,1.0,0.7,0.0,0.7
v724,0.7,0.7,0.7,0.1,0.3,0.7,0.3
v725,0.6,0.6,0.9,0.1,0.3,0.9,0.5
v726,0.2,0.8,0.8,0.2,0.2,0.5,0.5
v727,0.1,0.9,1.0,0.0,0.2,1.0,
v728,0.3,1.0,0.9,0.0,0.2,0.5,0.5
v729,0.0,0.7,0.5,0.0,0.0,0.8,0.4
v730,0.8,0.3,0.3,0.7,0.3,,
v731,0.4,0.7,0.4,0.1,0.3,,
v732,0.4,0.6,0.6,0.4,0.1,0.4,
v733,1.0,0.0,0.0,0.8,0.8,0.0,
v734,0.7,0.9,0.7,0.4,0.7,,
v735,0.5,0.7,0.8,0.4,0.2,0.6,0.8
v736,0.7,0.5,0.5,0.5,0.5,0.5,0.5
v737,0.2,0.5,0.8,0.2,0.2,0.5,0.2
v738,0.6,0.9,0.7,0.3,0.1,0.4,
v739,0.7,0.3,0.0,0.7,0.5,0.0,0.6
v740,0.8,0.6,0.0,0.6,0.6,0.0,0.0
v741,0.3,0.8,0.4,0.1,,0.3,0.3
v742,0.2,0.7,1.0,0.0,0.0,0.8,0.0
v743,0.2,0.8,1.0,0.1,0.4,0.7,0.7
v744,0.3,0.8,0.5,0.2,0.2,0.3,0.4
v745,0.0,0.8,0.2,0.0,0.2,0.5,0.0
v746,0.0,0.7,0.8,0.0,0.0,0.9,0.0
v747,0.9,0.3,0.5,0.5,0.2,0.0,0.3
v748,1.0,0.0,0.2,0.0,0.4,0.0,0.0
v749,0.8,0.5,0.0,0.7,0.7,0.1,0.2
v750,0.7,0.7,0.8,0.4,0.3,0.5,0.3
v751,0.3,0.8,0.5,0.0,0.2,0.5,
v752,0.4,0.9,0.9,0.0,0.0,0.4,0.0
v753,0.9,0.2,0.1,0.7,0.2,0.5,
v754,0.4,0.8,0.5,0.0,0.0,0.2,0.0
v755,0.3,1.0,0.9,0.2,0.5,0.6,
v756,0.8,0.3,0.2,0.9,,0.0,
v757,0.4,0.7,0.9,0.1,0.1,0.9,0.5
v758,0.8,0.2,0.0,0.8,0.6,0.3,0.1
v759,0.5,0.7,0.8,0.4,0.3,0.5,0.4
v760,0.7,0.8,0.6,0.3,0.3,,
v761,0.3,1.0,0.8,0.3,0.3,1.0,0.3
v762,0.3,0.6,0.7,0.0,0.4,0.5,0.5
v763,0.9,0.3,0.0,0.8,0.6,0.0,0.5
v764,0.6,0.5,0.0,0.5,0.4,0.0,0.4
v765,0.0,0.7,1.0,0.0,,0.7,0.6
v766,1.0,0.8,,,,,
v767,0.5,1.0,0.7,0.3,0.2,0.8,0.5
v768,0.3,0.7,1.0,0.0,0.0,0.2,0.7
v769,0.0,1.0,0.5,0.5,0.5,,0.0
v770,0.6,0.6,0.6,0.2,0.5,0.6,
v771,0.7,0.9,0.7,0.6,0.5,,
v772,0.5,0.7,0.7,0.2,0.0,0.2,0.8
v773,0.0,0.6,0.9,0.2,0.0,0.3,0.0
v774,0.0,0.8,0.8,0.0,0.0,0.6,0.6
v775,0.5,0.8,0.8,0.3,0.5,0.7,
v776,0.8,0.5,0.5,0.7,0.7,0.0,0.0
v777,0.6,0.7,0.6,0.4,0.5,0.4,
v778,0.5,0.5,0.3,0.4,0.0,0.5,0.1
v779,0.2,0.7,0.7,0.5,0.5,0.3,0.9
v780,0.8,0.0,0.0,0.8,0.6,0.0,0.0
v781,0.4,0.3,0.4,0.3,0.4,0.3,0.4
v782,0.7,0.3,0.1,0.6,0.6,0.1,0.3
v783,0.5,0.5,0.5,0.3,0.3,0.4,0.3
v784,0.0,0.8,0.9,0.0,0.0,0.7,0.0
v785,0.9,0.4,0.5,0.7,0.3,0.4,0.4
v786,0.6,0.7,,,0.3,,
v787,0.4,0.8,0.8,1.0,1.0,0.5,
v788,0.2,0.1,0.1,0.8,0.5,0.0,0.5
v789,0.6,0.5,0.4,0.5,0.6,0.2,0.4
v790,0.8,0.2,0.2,0.8,0.7,0.7,0.5
v791,0.9,0.7,0.5,0.6,0.7,,
v792,0.8,0.5,0.3,0.7,0.3,,
v793,0.5,0.0,0.0,0.5,0.0,0.0,0.0
v794,0.8,0.1,0.0,0.8,0.8,0.1,0.3
v795,0.8,0.5,0.1,0.6,0.2,0.2,
v796,0.4,0.7,0.7,0.4,0.7,0.7,0.5
v797,0.7,0.7,0.0,0.4,0.9,0.0,0.0
v798,0.6,0.0,0.0,0.6,0.5,0.0,0.0
v799,0.5,0.1,0.3,0.3,0.7,0.0,0.0
v800,0.9,0.1,0.1,0.5,0.1,0.1,0.1
v801,1.0,0.4,0.2,0.8,0.7,0.1,0.1
v802,0.1,0.7,0.6,0.6,0.4,0.0,0.5
v803,0.8,0.2,0.0,0.7,0.2,0.1,
v804,0.2,0.9,0.8,0.0,0.2,0.4,0.0
v805,0.9,0.4,0.5,0.8,0.8,0.4,0.2
v806,0.6,0.5,0.7,0.4,0.1,0.4,0.4
v807,0.8,0.0,0.0,0.7,,0.0,0.0
v808,0.5,0.5,,0.4,0.4,0.3,0.2
v809,0.4,0.7,0.4,0.3,0.4,0.4,0.3
v810,0.1,1.0,0.5,0.2,0.5,0.4,0.4
v811,0.7,0.3,0.3,0.6,0.2,0.1,
v812,0.8,0.6,0.5,0.1,0.1,,
v813,0.4,0.7,0.6,0.4,0.4,0.7,0.1
v814,0.3,0.4,0.9,0.0,0.0,0.9,0.4
v815,0.3,1.0,0.6,0.0,0.0,0.5,0.7
v816,0.4,0.9,0.5,0.0,0.2,0.4,0.5
v817,0.9,0.5,0.7,0.7,0.6,0.5,
v818,0.0,0.9,1.0,0.0,0.0,0.6,0.6
v819,0.7,0.2,0.0,1.0,0.1,0.1,0.0
v820,1.0,0.0,0.0,0.8,0.5,0.0,
v821,0.7,0.6,0.4,0.3,0.3,0.3,0.3
v822,0.8,1.0,0.7,0.0,0.0,0.9,0.0
v823,0.5,0.8,0.5,0.5,0.5,0.5,
v824,0.8,1.0,0.5,0.5,0.5,0.5,0.5
v825,1.0,0.3,,0.7,0.0,0.0,
v826,0.5,0.0,0.0,0.5,0.7,0.0,
v827,0.5,0.0,0.0,0.2,0.4,0.0,0.0
v828,0.8,0.0,0.0,0.8,0.7,0.0,0.0
v829,0.8,0.1,,0.8,0.5,0.0,
v830,0.3,0.7,0.8,0.0,0.2,0.6,0.6
v831,0.3,0.7,1.0,0.2,0.2,1.0,
v832,0.9,1.0,0.3,0.4,0.3,0.0,0.0
v833,0.7,0.8,0.8,0.6,0.6,0.6,0.6
v834,0.3,0.6,0.5,0.0,0.8,,
v835,1.0,0.2,0.2,0.5,0.0,0.5,0.0
v836,0.0,1.0,0.8,0.0,0.2,0.2,0.0
v837,0.5,0.3,0.1,0.7,0.6,0.1,0.1
v838,0.0,0.0,0.0,0.2,0.6,,0.5
v839,0.2,0.8,0.7,0.4,0.3,0.7,
v840,0.8,0.0,0.0,0.5,0.0,0.0,0.0
v841,0.8,0.0,0.0,0.7,0.7,0.0,0.0
v842,0.3,0.7,1.0,0.0,0.0,0.8,0.7
v843,0.5,0.6,0.7,0.4,0.0,0.7,0.0
v844,0.3,0.7,0.8,0.0,0.0,0.4,0.9
v845,0.3,0.6,0.8,0.1,0.1,0.7,0.7
v846,0.3,0.6,0.8,0.3,0.2,0.7,
v847,1.0,1.0,1.0,1.0,1.0,1.0,1.0
v848,0.7,0.5,0.5,0.6,0.5,0.7,
v849,0.7,0.4,0.5,0.5,0.5,0.5,0.5
v850,0.4,0.7,0.8,0.2,0.2,0.5,0.8
v851,0.6,1.0,0.7,0.5,0.6,0.4,0.0
v852,0.4,0.9,0.3,0.2,0.2,,
v853,0.6,0.6,0.6,0.3,0.3,0.6,0.0
v854,0.3,0.8,1.0,0.1,0.0,,
v855,0.2,0.7,0.6,0.0,0.0,0.6,0.0
v856,0.0,0.8,1.0,0.0,0.0,1.0,0.8
v857,0.0,1.0,0.0,0.0,1.0,0.5,0.0
v858,0.4,0.7,0.9,0.0,0.1,0.5,0.3
v859,0.4,0.6,0.6,0.4,0.4,0.5,0.6
v860,0.5,0.8,0.5,0.5,0.5,,0.5
v861,1.0,0.3,0.1,0.9,0.9,0.0,
v862,0.3,0.8,0.7,0.0,0.0,0.3,0.7
v863,0.4,0.9,0.9,0.1,0.1,0.7,
v864,0.2,0.8,0.8,0.0,0.0,0.7,0.2
v865,0.5,0.5,0.6,0.5,0.5,1.0,0.5
v866,0.9,0.1,0.0,0.9,0.0,0.0,0.0
v867,0.5,0.9,1.0,0.3,0.0,0.9,0.5
v868,0.0,1.0,0.2,0.5,0.0,0.3,
v869,0.7,0.4,0.5,0.2,0.1,0.5,0.5
v870,0.2,0.8,0.9,0.0,0.0,0.9,0.8
v871,0.0,1.0,0.7,0.3,0.3,0.4,
v872,0.5,0.7,0.4,,,,
v873,0.5,0.9,0.7,0.1,0.1,0.1,
v874,0.8,0.5,0.5,0.5,0.5,,
v875,1.0,0.1,0.0,0.9,0.7,0.0,0.0
v876,0.7,0.4,0.0,0.5,0.9,0.1,
v877,0.9,0.6,0.6,0.6,0.4,0.3,0.4
v878,0.2,0.8,0.8,0.1,0.1,0.7,0.0
v879,0.7,0.7,0.5,,,,
v880,,0.8,0.8,0.0,0.0,0.7,
v881,0.1,0.8,0.8,0.0,0.0,0.5,0.0
v882,0.8,0.6,0.0,0.8,0.8,0.0,0.0
v883,0.2,0.8,1.0,0.0,0.0,0.8,0.8
v884,0.8,0.2,0.0,0.7,0.7,,0.0
v885,0.8,0.5,0.4,0.4,0.3,0.1,0.0
v886,0.1,0.6,0.8,0.0,0.0,0.6,0.0
v887,0.7,0.6,0.4,0.4,0.3,0.1,0.3
v888,0.8,0.6,0.7,0.8,0.6,0.5,0.5
v889,0.0,0.7,1.0,0.5,0.3,0.5,0.6
v890,0.6,0.3,0.0,0.7,0.0,0.0,0.0
v891,1.0,0.5,0.5,0.5,0.5,0.5,0.5
v892,0.5,0.7,0.8,0.2,0.2,,
v893,1.0,0.3,0.3,0.7,0.2,0.2,0.1
v894,0.2,0.7,1.0,0.0,0.0,,
v895,0.5,0.6,0.8,0.5,0.5,0.5,
v896,0.4,0.4,0.3,0.3,0.5,,
v897,1.0,0.7,0.5,0.9,0.0,0.3,
