,A,B,C,D,E,F,G
v455,0.2,0.7,0.3,0.7,0.7,0.5,0.3
v456,0.0,0.4,0.0,1.0,0.5,0.5,0.2
v457,0.7,0.0,0.7,0.0,0.4,0.1,0.9
v458,0.4,0.0,0.5,0.0,0.3,0.0,
v459,1.0,0.7,1.0,0.3,1.0,0.6,0.8
v460,0.0,0.0,0.0,0.0,1.0,0.0,0.2
v461,1.0,0.0,1.0,0.0,0.0,0.0,0.8
v462,0.3,0.3,0.3,0.5,0.5,0.3,0.1
v463,0.2,0.7,0.2,0.2,0.7,0.2,0.2
v464,0.5,0.5,0.6,0.6,0.4,0.6,0.6
v465,0.9,0.1,0.8,0.0,0.9,0.0,1.0
v466,0.7,0.2,0.8,0.2,0.2,0.2,0.2
v467,0.7,0.4,0.4,0.3,0.6,0.5,0.7
v468,0.0,1.0,0.0,0.8,0.5,0.0,0.0
v469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v470,0.0,1.0,0.6,0.6,0.0,0.0,0.0
v471,0.8,0.0,0.7,0.0,0.5,0.3,0.6
v472,0.6,0.3,0.7,0.3,0.6,0.5,0.5
v473,1.0,0.0,0.7,0.0,0.7,0.0,0.7
v474,0.0,0.2,0.3,1.0,0.5,0.0,0.3
v475,0.4,0.0,0.7,0.0,0.2,0.2,0.4
v476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v477,1.0,0.0,0.9,0.0,0.5,0.3,0.4
v478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v479,0.5,0.1,0.8,0.1,0.3,0.0,0.0
v480,0.0,0.4,0.0,0.0,0.0,0.0,0.0
v481,0.2,0.7,0.4,0.3,0.4,0.5,0.4
v482,0.0,0.9,0.6,0.5,0.2,0.4,0.4
v483,0.8,0.2,0.6,0.0,0.4,0.3,0.4
v484,0.0,1.0,0.3,0.5,0.0,0.7,0.7
v485,0.2,0.7,0.2,0.9,0.5,0.7,0.4
v486,0.0,0.7,0.0,0.4,1.0,0.4,0.0
v487,0.8,0.0,0.7,0.0,0.2,0.2,0.4
v488,0.6,0.4,1.0,0.6,0.3,0.6,0.9
v489,1.0,0.3,1.0,0.6,0.5,0.4,0.7
v490,1.0,0.3,0.8,0.2,0.3,0.5,0.7
v491,0.8,0.5,0.9,0.6,0.7,0.8,0.9
v492,1.0,0.5,1.0,0.4,0.4,0.3,0.7
v493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v494,0.0,0.0,0.3,0.3,0.3,0.3,0.3
v495,0.8,0.3,0.7,0.7,0.8,0.5,0.4
v496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v497,0.5,0.6,0.5,0.7,0.3,0.8,0.7
v498,,,,,0.5,,
v499,0.9,0.0,1.0,0.0,0.8,0.0,0.7
v500,0.0,1.0,0.4,0.1,0.5,0.8,0.0
v501,0.0,0.3,0.3,0.5,0.5,0.2,0.4
v502,0.6,0.1,0.6,0.1,0.1,0.1,0.4
v503,0.0,0.0,0.0,1.0,0.8,0.7,0.0
v504,,0.2,0.5,0.0,0.2,0.0,0.2
v505,0.2,0.4,1.0,0.3,0.2,0.5,0.3
v506,0.0,0.2,0.3,0.4,0.5,0.3,0.4
v507,0.2,0.2,0.3,0.1,0.1,0.3,0.1
v508,0.8,0.1,1.0,0.3,0.3,0.3,0.2
v509,0.2,0.8,0.3,0.1,0.2,0.5,0.4
v510,0.0,1.0,0.0,0.0,0.8,0.9,0.0
v511,0.8,0.0,0.9,0.0,0.0,0.0,0.8
v512,0.5,0.0,0.7,0.0,0.3,0.5,0.6
v513,0.5,0.0,0.8,0.0,0.5,0.5,0.0
v514,0.3,0.4,0.3,0.4,0.5,0.6,0.5
v515,0.3,0.7,0.4,0.5,0.4,0.5,0.0
v516,0.1,0.7,0.4,0.1,0.5,0.5,0.2
v517,0.8,0.0,0.9,0.0,0.2,0.0,0.7
v518,1.0,0.0,1.0,0.0,0.5,0.0,0.6
v519,0.3,0.0,0.4,0.1,0.9,0.2,0.2
v520,0.1,0.4,0.2,0.4,0.3,0.1,0.5
v521,0.0,0.4,0.1,0.0,1.0,0.9,0.0
v522,0.4,0.7,0.4,1.0,0.5,0.4,0.2
v523,0.8,0.0,0.7,0.0,0.4,0.2,0.1
v524,1.0,0.0,1.0,0.0,0.0,0.0,0.8
v525,1.0,0.0,1.0,0.0,0.0,0.0,0.6
v526,0.0,0.5,0.1,1.0,0.5,0.6,0.0
v527,0.7,0.0,0.5,0.2,0.4,0.5,0.3
v528,0.9,0.4,1.0,0.4,0.8,0.5,0.5
v529,0.9,0.0,1.0,0.0,0.2,0.0,0.9
v530,0.5,0.0,0.3,0.0,0.2,0.0,0.2
v531,0.0,0.3,0.0,1.0,1.0,0.7,0.3
v532,1.0,0.0,1.0,0.0,0.0,0.0,1.0
v533,0.2,0.4,0.2,0.5,0.6,1.0,0.0
v534,0.5,0.3,0.2,1.0,0.7,0.2,0.2
v535,0.0,0.0,0.0,0.8,0.1,0.2,0.0
v536,0.1,0.1,0.1,0.1,1.0,0.1,0.1
v537,0.0,0.4,0.1,0.0,1.0,0.4,0.0
v538,1.0,0.0,0.7,0.0,0.0,0.0,0.0
v539,1.0,0.5,0.7,0.4,0.5,0.5,0.5
v540,0.5,0.3,0.7,0.2,0.5,0.4,0.4
v541,0.4,0.2,0.8,0.3,0.5,0.2,0.6
v542,0.3,0.3,0.3,0.3,0.5,1.0,0.0
v543,0.6,0.0,0.5,0.0,0.4,0.0,1.0
v544,0.8,0.0,0.8,0.0,0.0,0.0,0.4
v545,0.5,0.5,0.5,0.5,0.4,0.5,0.5
v546,0.0,1.0,1.0,0.0,0.7,0.5,0.5
v547,0.3,0.6,0.4,0.3,0.5,0.4,0.5
v548,0.4,0.2,0.7,0.0,0.5,0.2,0.8
v549,0.0,0.9,0.2,0.3,0.0,0.5,0.0
v550,0.3,0.6,0.3,0.7,0.5,0.3,0.5
v551,0.5,0.0,0.3,0.0,0.8,0.0,0.2
v552,0.6,0.3,0.6,0.2,0.7,0.0,0.2
v553,0.0,0.6,0.2,0.7,0.4,0.6,0.3
v554,0.4,0.5,0.5,0.6,0.6,0.5,0.6
v555,0.7,0.0,0.5,0.0,0.1,0.4,0.5
v556,0.9,0.1,0.8,0.0,0.5,0.2,0.4
v557,0.2,0.0,0.4,0.0,0.2,0.0,0.0
v558,0.3,0.0,0.4,0.1,0.6,0.1,0.6
v559,0.5,0.3,0.8,0.0,0.6,0.0,0.5
v560,1.0,0.0,1.0,0.0,0.0,0.5,0.1
v561,0.6,0.0,0.6,0.3,0.3,0.0,0.3
v562,0.0,0.3,0.5,0.3,0.6,0.1,0.0
v563,0.3,0.4,0.4,0.4,0.4,0.4,0.3
v564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v565,0.2,0.0,0.3,0.4,0.4,0.3,0.3
v566,0.2,0.7,0.5,0.1,0.5,0.2,0.4
v567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v568,0.0,0.5,0.1,0.6,0.5,0.2,0.0
v569,1.0,0.3,1.0,0.3,0.4,0.3,0.6
v570,0.0,0.5,0.0,0.5,1.0,0.7,0.0
v571,0.1,0.1,0.6,0.1,0.1,0.1,0.1
v572,1.0,0.6,0.3,1.0,0.9,0.9,0.8
v573,1.0,0.0,1.0,0.0,0.0,0.0,0.8
v574,0.3,0.3,0.3,0.3,0.6,0.5,0.3
v575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v576,0.4,0.0,0.4,0.0,0.2,0.4,0.4
v577,0.0,0.4,0.1,0.3,0.7,0.3,0.2
v578,0.1,0.3,0.3,0.0,0.0,0.9,0.1
v579,0.8,0.8,0.5,0.2,0.0,0.0,0.0
v580,0.5,0.2,0.9,0.0,0.3,0.2,0.3
v581,0.5,0.2,0.5,0.2,0.4,0.1,0.1
v582,0.4,0.2,0.7,0.1,0.4,0.2,0.4
v583,0.5,0.0,0.5,0.0,0.5,0.0,0.3
v584,0.0,0.0,0.2,0.0,0.3,0.3,0.4
v585,0.8,0.1,0.8,0.1,0.5,0.1,0.5
v586,0.6,0.8,0.3,0.2,0.5,0.2,0.2
v587,0.0,0.5,0.0,0.0,0.5,1.0,0.0
v588,0.2,0.9,0.3,0.4,0.6,0.3,0.3
v589,0.0,0.9,0.5,0.5,0.7,0.5,0.0
v590,0.2,0.5,0.7,0.0,0.2,0.3,0.0
v591,0.5,,0.5,0.5,,0.5,
v592,0.0,0.5,0.1,0.2,0.3,0.4,0.0
v593,0.8,0.0,0.8,0.0,0.0,0.0,0.0
v594,0.9,0.2,0.9,0.0,0.0,0.1,0.9
v595,1.0,0.0,1.0,0.0,0.0,0.0,0.9
v596,0.1,0.5,0.2,0.6,0.2,0.1,0.4
v597,1.0,0.0,0.7,0.0,0.3,0.2,0.1
v598,0.3,0.3,0.3,0.9,0.9,0.9,0.6
v599,0.2,0.5,0.3,0.4,0.6,0.8,1.0
v600,0.0,0.5,0.1,0.2,0.5,1.0,0.2
v601,0.9,0.1,0.9,0.1,0.5,0.2,0.5
v602,0.3,0.3,0.3,0.3,0.3,0.3,0.3
v603,0.1,0.4,0.6,0.0,0.4,0.7,0.1
v604,0.8,0.2,0.7,0.6,0.7,0.9,0.9
v605,1.0,0.0,0.9,0.0,0.4,0.0,0.8
v606,0.9,0.0,1.0,0.0,0.5,0.0,0.6
v607,0.0,0.4,0.0,1.0,0.7,0.0,0.0
v608,0.0,0.5,0.0,0.3,1.0,0.4,0.0
v609,0.6,0.2,0.7,0.7,1.0,0.4,0.3
v610,0.0,0.0,0.0,0.0,1.0,0.0,0.0
v611,0.0,0.1,0.3,0.7,1.0,0.5,0.4
v612,0.1,0.0,0.1,0.0,0.1,0.0,0.1
v613,1.0,0.0,0.9,0.0,0.8,0.6,0.8
v614,0.7,0.0,0.7,0.0,0.3,0.4,0.4
v615,0.2,0.1,0.7,0.0,0.2,0.1,0.2
v616,0.3,0.0,0.5,0.0,0.2,0.2,0.2
v617,0.7,0.2,0.6,0.2,0.2,0.4,0.4
v618,0.8,0.6,0.8,0.0,0.5,0.3,0.5
v619,0.3,0.2,0.5,0.2,0.2,0.3,0.6
v620,0.0,0.0,0.0,0.0,0.3,0.0,0.5
v621,1.0,0.0,1.0,0.0,0.5,0.0,1.0
v622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v623,0.7,0.4,0.8,0.3,0.4,0.4,0.4
v624,0.1,0.8,0.3,0.9,0.8,0.8,0.3
v625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v626,0.5,0.5,0.5,0.5,0.6,0.5,0.4
v627,0.2,0.4,0.3,0.1,0.2,0.5,0.1
v628,0.2,0.0,0.3,0.5,0.5,0.5,0.2
v629,0.0,0.9,0.0,1.0,1.0,1.0,0.5
v630,0.0,0.4,0.0,0.2,0.2,0.1,0.2
v631,0.5,0.0,0.2,0.0,0.0,0.0,0.8
v632,0.2,0.7,0.3,0.3,0.5,0.2,0.2
v633,0.2,0.2,0.3,0.3,0.4,0.3,0.3
v634,0.2,0.5,0.5,0.2,0.3,0.5,0.1
v635,0.6,0.3,0.4,0.0,0.2,0.3,0.4
v636,0.0,1.0,0.2,0.6,0.3,0.6,0.2
v637,1.0,0.0,0.8,0.0,0.0,0.0,0.3
v638,1.0,0.0,0.9,0.0,0.1,0.0,0.9
v639,1.0,0.0,0.8,0.0,0.5,0.0,0.5
v640,0.5,0.3,0.8,0.1,0.4,0.2,0.3
v641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v642,1.0,0.0,1.0,0.0,0.0,0.0,0.3
v643,0.3,0.0,0.3,0.3,0.0,0.0,0.0
v644,1.0,0.0,0.4,0.0,0.0,0.0,0.4
v645,1.0,0.0,1.0,0.0,0.0,0.0,1.0
v646,0.4,0.7,0.4,0.3,0.4,0.5,0.4
v647,0.5,0.4,0.7,0.5,0.7,0.6,0.6
v648,1.0,0.0,0.7,0.0,0.5,0.4,0.5
v649,1.0,0.3,1.0,0.3,0.5,0.4,0.8
v650,1.0,0.0,0.6,0.0,0.4,0.1,0.7
v651,0.5,0.2,0.9,0.0,0.5,0.2,0.7
v652,1.0,0.0,0.9,0.0,0.7,0.0,0.8
v653,0.8,0.0,0.6,0.0,0.5,0.4,0.3
v654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v655,0.5,0.3,0.8,0.0,0.3,0.6,0.5
v656,0.5,0.0,0.5,0.7,1.0,0.6,0.2
v657,0.2,0.0,0.2,0.0,0.5,0.0,0.6
v658,1.0,0.0,1.0,0.0,0.0,0.0,0.5
v659,0.7,0.2,0.9,0.1,0.5,,0.5
v660,0.0,0.0,0.2,0.1,0.8,0.2,0.1
v661,0.9,0.7,1.0,0.3,1.0,0.5,0.4
v662,1.0,0.0,0.6,0.0,0.0,0.0,0.5
v663,0.7,0.0,1.0,0.0,0.4,0.2,0.5
v664,0.2,,0.2,0.2,0.5,0.5,0.3
v665,0.1,0.5,0.5,0.4,0.3,0.5,0.2
v666,0.2,0.4,0.2,0.6,0.3,0.6,0.8
v667,0.5,0.2,1.0,0.0,0.4,0.2,0.2
v668,0.3,0.8,0.8,0.2,0.2,0.2,0.3
v669,0.8,0.4,1.0,0.0,0.4,0.3,0.6
v670,0.5,0.0,0.4,0.1,0.9,0.0,0.9
v671,0.8,0.0,0.9,0.2,0.0,0.0,0.4
v672,0.7,0.0,0.7,0.2,0.2,0.1,1.0
v673,0.5,0.6,0.2,0.3,0.6,0.8,0.4
v674,0.0,0.6,0.0,0.0,0.3,0.7,0.0
v675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v676,1.0,0.1,1.0,0.3,0.4,0.3,0.9
v677,0.9,0.0,0.8,0.0,0.0,0.0,0.3
v678,0.7,0.0,0.5,0.0,0.5,0.0,0.5
v679,0.2,1.0,0.3,0.3,0.3,0.3,0.3
v680,0.7,0.2,0.6,0.0,0.2,0.3,0.5
v681,1.0,0.0,0.9,0.0,0.0,0.0,0.6
v682,0.0,0.0,0.0,1.0,1.0,1.0,0.5
v683,0.6,0.9,0.5,0.5,0.4,0.6,0.5
v684,0.5,0.2,0.7,0.0,0.5,0.5,0.3
v685,0.2,0.2,0.4,0.0,0.4,0.2,0.5
v686,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v687,1.0,0.0,1.0,0.0,0.0,0.0,0.5
v688,0.4,0.5,0.7,0.8,0.9,0.4,0.5
v689,0.0,0.5,0.0,0.5,0.8,0.8,0.0
v690,0.2,0.0,0.2,0.0,0.1,0.0,0.0
v691,0.8,0.2,0.9,0.1,0.5,0.5,0.5
v692,0.6,0.6,0.7,0.0,0.1,0.1,0.2
v693,0.5,0.0,0.5,0.2,0.1,0.0,0.2
v694,0.8,0.0,0.8,0.0,0.2,0.0,0.2
v695,0.4,0.1,0.6,0.1,0.2,0.1,0.3
v696,0.6,0.2,0.7,0.5,0.5,0.3,0.6
v697,0.3,0.5,0.4,0.7,0.5,0.4,0.3
v698,0.9,0.0,0.9,0.0,0.0,0.0,0.8
v699,0.2,0.5,0.7,0.2,0.5,0.5,0.3
v700,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v701,0.4,0.3,0.2,0.2,0.2,0.2,0.5
v702,0.2,0.3,0.4,0.3,0.3,0.2,0.3
v703,0.5,,,,,,0.5
v704,0.8,0.5,0.8,0.5,0.7,0.6,0.8
v705,0.5,0.0,0.5,0.0,0.2,0.0,0.0
v706,0.0,0.5,0.4,0.0,0.5,1.0,0.0
v707,1.0,0.3,1.0,0.3,0.8,0.3,0.6
v708,0.0,0.4,0.0,0.4,0.4,0.4,0.0
v709,0.3,1.0,0.3,0.6,0.7,0.9,0.2
v710,0.1,0.8,0.2,0.3,0.5,0.4,0.2
v711,0.5,0.0,0.5,0.0,0.0,0.0,0.2
v712,0.0,0.0,0.0,0.6,0.0,0.0,0.0
v713,0.7,0.0,0.6,0.0,0.4,0.5,0.6
v714,1.0,0.0,1.0,0.0,0.8,0.0,0.9
v715,0.5,0.0,1.0,0.0,0.2,0.0,0.0
v716,0.5,0.8,0.6,0.7,0.0,0.7,0.3
v717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v718,1.0,0.0,1.0,0.0,0.5,0.0,0.0
v719,0.1,0.1,0.1,0.1,0.1,0.1,0.1
v720,0.3,0.1,0.5,0.1,0.4,0.3,0.1
v721,0.8,0.1,0.9,0.1,0.1,0.1,0.9
v722,0.0,0.6,0.0,0.3,0.3,0.8,0.0
v723,0.0,1.0,0.0,0.5,1.0,0.8,0.0
v724,0.3,0.3,0.5,0.3,0.4,0.4,0.1
v725,0.4,0.0,0.5,0.0,0.4,0.0,0.2
v726,0.6,0.0,0.5,0.0,0.2,0.2,0.3
v727,0.0,0.4,0.0,0.4,0.2,0.4,0.1
v728,0.2,0.0,0.4,0.5,1.0,0.3,0.5
v729,0.0,0.3,0.3,0.2,0.4,0.0,0.1
v730,0.8,0.0,0.7,0.0,0.5,0.0,0.0
v731,0.0,0.5,0.0,0.7,1.0,0.8,0.0
v732,0.2,0.1,0.2,0.0,0.1,0.0,0.4
v733,0.3,0.2,0.3,0.9,0.6,0.5,0.4
v734,0.9,0.0,0.7,0.1,0.1,0.0,0.5
v735,0.3,0.5,0.5,0.3,0.5,0.5,0.3
v736,0.0,1.0,0.7,0.7,0.0,0.7,0.7
v737,0.2,0.0,0.4,0.1,0.5,0.4,0.7
v738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v739,0.8,0.0,1.0,0.0,0.6,0.5,0.5
v740,0.7,0.5,0.8,0.9,0.1,0.3,0.7
v741,0.2,0.6,0.4,0.3,0.5,0.5,0.4
v742,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v743,0.2,0.0,0.2,0.8,1.0,0.2,0.3
v744,0.8,0.0,0.7,0.0,0.5,0.6,0.6
v745,0.0,0.4,0.4,0.2,0.5,0.5,0.3
v746,0.0,0.0,0.0,0.3,0.4,0.2,0.4
v747,0.6,0.5,0.2,0.2,0.2,0.2,0.0
v748,0.6,0.0,0.7,0.0,0.8,0.2,0.5
v749,0.7,0.0,0.9,0.0,0.4,0.0,0.0
v750,0.5,0.0,0.0,0.0,0.1,0.1,0.4
v751,0.3,0.2,0.1,0.4,0.4,0.2,0.1
v752,0.3,,0.3,0.4,0.7,0.6,0.5
v753,0.4,0.2,0.5,0.5,0.5,0.2,0.4
v754,0.0,0.0,0.0,0.8,1.0,0.8,0.0
v755,0.5,0.2,0.6,0.3,0.5,0.6,0.5
v756,0.5,0.1,0.7,0.0,1.0,0.4,0.3
v757,0.5,0.6,0.5,0.6,0.6,0.7,0.5
v758,0.3,0.0,0.3,0.5,1.0,0.3,0.3
v759,1.0,0.0,0.9,0.0,0.0,0.0,0.0
v760,0.3,0.7,0.2,0.2,0.6,0.2,0.4
v761,0.0,0.9,0.0,0.1,0.1,0.8,0.0
v762,0.0,0.5,0.0,0.0,0.0,0.0,0.0
v763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v764,0.3,0.4,0.5,0.5,0.5,0.5,0.4
v765,0.9,0.0,1.0,0.0,0.0,0.0,0.0
v766,0.0,0.8,0.0,1.0,0.8,0.0,0.0
v767,0.0,0.0,0.0,0.9,0.6,0.6,0.6
v768,0.5,0.0,0.9,0.0,0.6,0.0,0.5
v769,0.5,0.1,0.8,0.0,0.5,0.2,0.6
v770,0.2,0.0,0.8,0.1,0.4,0.0,0.0
v771,0.1,0.4,0.1,0.4,1.0,0.5,0.1
v772,0.6,0.0,1.0,0.0,0.4,0.4,0.4
v773,0.8,0.3,0.8,0.0,0.4,0.6,0.7
v774,0.8,0.0,0.7,0.0,0.4,0.1,0.4
v775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v776,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v777,0.0,0.5,0.3,0.0,0.5,0.9,0.2
v778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v779,0.5,0.0,0.9,0.0,0.1,0.0,0.2
v780,0.0,1.0,0.6,0.8,0.7,0.6,0.0
v781,0.0,0.0,0.0,0.0,0.7,0.0,0.1
v782,0.3,0.3,0.5,0.0,0.3,0.2,0.3
v783,0.8,0.0,0.7,0.0,0.3,0.3,0.5
v784,0.6,0.0,0.6,0.3,0.3,0.0,0.1
v785,0.0,0.8,0.0,0.2,0.2,0.3,0.2
v786,0.3,0.1,0.7,0.0,0.3,0.0,0.0
v787,0.9,0.0,0.6,0.0,0.0,0.0,0.5
v788,,0.0,1.0,,,,
v789,0.2,0.3,0.4,0.3,0.3,0.6,0.5
v790,0.5,0.5,0.6,0.2,0.2,0.2,0.2
v791,0.0,0.5,0.2,0.3,0.9,0.6,0.2
v792,0.0,0.0,0.0,0.0,0.1,0.1,0.1
v793,0.7,0.3,0.9,0.0,0.0,0.2,0.4
v794,0.2,0.0,0.4,0.0,0.7,0.0,0.3
v795,0.0,0.0,0.0,0.5,1.0,0.0,0.0
v796,1.0,0.6,0.2,0.0,0.0,0.0,0.0
v797,0.8,0.0,0.8,0.0,0.5,0.0,0.4
v798,0.0,1.0,0.2,0.3,0.8,0.9,0.0
v799,0.9,0.0,0.6,0.0,0.3,0.3,0.2
v800,0.2,0.0,0.2,0.0,0.4,0.0,0.2
v801,0.7,0.1,0.6,0.1,0.7,0.1,0.2
v802,0.0,0.5,0.0,0.2,0.3,1.0,0.0
v803,0.7,0.0,0.8,0.0,1.0,0.6,0.0
v804,0.5,0.2,0.3,0.2,0.2,0.2,0.7
v805,0.1,0.9,0.1,0.3,0.6,0.2,0.3
v806,0.0,0.2,0.3,0.4,0.4,0.1,0.1
v807,0.8,0.0,0.5,0.0,0.5,0.3,0.3
v808,0.0,0.9,0.2,0.0,0.6,0.8,0.0
v809,0.6,0.1,0.7,0.3,0.5,0.1,0.4
v810,0.0,0.5,0.0,0.5,0.0,0.0,0.0
v811,0.7,0.0,0.6,0.0,0.1,0.1,0.3
v812,0.7,0.0,0.9,0.0,0.1,0.0,0.5
v813,0.8,0.0,0.7,0.0,0.0,0.2,0.4
v814,0.8,0.2,1.0,0.0,0.3,0.0,0.5
v815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v817,0.2,0.7,0.3,0.3,0.6,0.6,0.1
v818,1.0,0.0,1.0,0.0,0.0,0.0,1.0
v819,0.5,0.1,0.9,0.2,0.4,0.2,0.3
v820,0.4,0.7,0.6,0.7,0.0,0.5,0.4
v821,0.7,0.0,0.6,0.0,0.0,0.0,0.4
v822,1.0,0.0,1.0,0.4,0.5,0.3,0.4
v823,0.0,0.4,0.1,0.7,0.1,0.0,0.0
v824,1.0,0.0,0.8,0.0,0.3,0.1,0.7
v825,0.6,0.1,0.8,0.0,0.1,0.3,0.5
v826,1.0,0.0,0.6,0.0,0.3,0.0,0.5
v827,0.6,0.0,0.7,0.6,0.6,0.3,0.5
v828,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v829,0.1,,0.5,0.4,,0.5,0.1
v830,0.2,0.1,0.6,0.0,0.5,0.0,0.2
v831,0.8,0.6,1.0,0.3,0.7,0.7,0.7
v832,0.7,0.0,0.7,0.3,,0.0,0.3
v833,0.3,0.0,0.5,0.0,0.3,0.2,0.2
v834,0.4,0.6,0.5,0.0,0.3,0.2,0.4
v835,0.6,0.0,0.8,0.0,0.4,0.5,0.4
v836,0.0,1.0,0.0,0.0,0.7,0.9,0.0
v837,0.8,0.0,0.8,0.0,0.1,0.0,0.7
v838,0.8,0.0,0.8,0.0,0.0,0.0,0.7
v839,1.0,0.0,0.7,0.4,0.4,0.0,0.4
v840,0.0,0.0,0.1,0.1,0.0,0.0,0.0
v841,0.0,0.3,0.2,0.1,0.0,0.2,0.0
v842,1.0,0.0,1.0,0.0,0.0,0.0,1.0
v843,0.5,0.2,0.7,0.3,0.5,0.5,0.5
v844,0.3,0.6,0.2,0.5,0.5,0.1,0.3
v845,0.8,0.0,0.9,0.0,0.2,0.0,0.6
v846,0.8,0.0,1.0,0.0,0.5,0.0,0.5
v847,1.0,0.0,1.0,0.0,0.0,0.0,0.1
v848,1.0,0.0,1.0,0.0,0.5,0.2,0.8
v849,0.8,0.0,0.9,0.0,0.0,0.0,0.8
v850,0.0,0.3,0.0,0.5,0.8,0.5,0.1
v851,0.6,0.0,1.0,0.0,0.3,0.3,0.5
v852,0.0,0.0,0.0,0.0,0.5,0.5,0.0
v853,0.3,0.3,0.3,0.0,0.1,0.3,0.3
v854,0.7,0.0,0.8,0.0,0.2,0.1,1.0
v855,0.0,0.0,0.0,0.1,0.9,0.1,0.0
v856,0.1,0.7,0.3,0.5,0.4,0.5,0.4
v857,0.6,0.7,0.9,0.5,0.5,0.6,0.2
v858,0.1,0.4,0.4,0.6,0.6,0.1,0.7
v859,0.0,0.3,0.3,1.0,0.5,0.0,0.3
v860,0.5,0.6,0.5,0.3,0.4,0.3,0.8
v861,0.0,0.1,0.0,0.0,0.0,0.0,0.0
v862,0.9,0.0,0.7,0.1,0.1,0.0,0.3
v863,0.7,0.2,1.0,0.0,0.2,0.2,0.4
v864,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v865,1.0,0.5,1.0,0.7,0.8,0.6,0.7
v866,0.9,0.0,0.9,0.0,0.5,0.0,0.7
v867,0.2,1.0,0.5,0.0,0.6,0.2,0.1
v868,0.9,0.0,0.9,0.0,0.5,0.0,0.4
v869,0.7,0.0,0.7,0.0,0.0,0.0,0.9
v870,0.5,0.1,0.6,0.0,0.3,0.0,0.4
v871,0.0,1.0,0.0,0.0,0.0,0.0,0.0
v872,0.6,0.5,0.5,0.7,0.9,,0.6
v873,0.0,1.0,0.0,0.5,0.5,0.5,0.0
v874,0.2,1.0,0.2,0.0,0.0,0.2,0.2
v875,1.0,0.0,1.0,0.0,0.0,0.0,1.0
v876,0.7,0.1,0.8,0.1,0.1,0.1,0.3
v877,0.4,0.0,0.0,0.0,1.0,0.6,0.6
v878,1.0,0.5,0.5,0.3,0.3,0.5,1.0
v879,0.9,0.2,0.7,0.1,0.2,0.3,0.8
v880,1.0,0.0,1.0,0.0,0.5,0.0,0.5
v881,0.0,0.5,0.0,1.0,0.7,0.5,0.0
v882,0.0,0.8,0.0,0.2,0.2,0.3,0.0
v883,1.0,0.0,0.5,0.0,0.0,0.0,0.4
v884,0.0,0.8,0.8,0.0,0.2,0.3,0.3
v885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v886,0.7,0.0,0.5,0.0,0.0,0.0,0.5
v887,0.7,0.0,1.0,0.0,0.7,0.0,0.6
v888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v889,,0.0,,0.0,,0.0,
v890,0.0,,0.0,0.0,0.4,0.1,0.1
v891,1.0,0.0,1.0,0.0,0.0,0.0,1.0
v892,0.4,0.7,0.3,0.2,0.5,0.4,0.5
v893,0.6,0.0,0.5,0.0,0.0,0.0,0.7
v894,0.1,1.0,0.1,0.2,0.7,0.9,0.2
v895,0.0,0.0,0.0,0.0,0.0,0.5,0.2
v896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v897,1.0,0.0,0.8,0.0,0.5,0.0,0.4
v898,0.5,0.5,0.7,0.3,0.5,0.5,0.4
v899,0.6,0.0,0.4,0.0,0.0,0.0,0.2
v900,0.2,0.2,0.3,0.2,0.5,0.3,0.4
v901,0.0,1.0,0.2,0.1,0.4,0.3,0.5
v902,0.0,0.5,0.1,0.9,0.6,0.1,0.0
v903,0.3,0.5,0.4,0.5,0.2,0.4,0.1
v904,0.5,0.3,0.3,0.5,0.5,0.5,0.5
v905,0.2,0.9,0.2,0.0,0.2,0.2,0.2
v906,1.0,0.0,0.8,0.0,0.0,0.0,0.2
v907,0.2,0.0,0.0,0.8,0.7,0.1,0.1
v908,0.0,0.3,0.0,0.0,0.0,0.1,0.0
