,A,B,C,D,E,F,G,H,I
v361,0.5,1.0,0.0,0.0,0.9,0.0,0.8,0.0,0.8
v362,0.4,0.6,0.4,0.9,1.0,0.0,0.5,0.5,0.5
v363,0.4,0.7,0.3,0.3,0.8,0.3,0.8,0.2,0.3
v364,0.9,0.0,0.5,0.5,0.3,0.5,0.2,0.5,0.6
v365,1.0,0.0,0.7,0.5,0.7,1.0,0.8,0.6,1.0
v366,0.6,0.0,1.0,0.3,0.0,0.5,0.0,1.0,0.5
v367,0.4,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.1
v368,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5
v369,0.1,0.0,0.5,0.3,0.0,0.5,0.0,0.5,0.5
v370,0.0,0.5,0.0,0.0,0.7,0.0,0.1,0.0,0.4
v371,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
v372,0.3,1.0,0.0,0.0,0.5,0.2,0.7,0.0,0.8
v373,0.1,0.5,0.0,0.3,0.1,0.0,0.0,0.0,0.0
v374,0.0,1.0,0.0,0.0,0.8,0.2,1.0,0.0,0.6
v375,1.0,0.3,0.9,0.9,0.4,0.4,0.0,0.4,1.0
v376,0.9,0.2,0.7,0.5,0.5,0.5,0.4,0.7,0.6
v377,0.7,0.4,0.1,0.6,0.2,0.2,0.3,0.2,0.5
v378,1.0,0.0,0.3,0.5,0.0,0.0,0.0,0.5,0.3
v379,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
v380,0.1,0.5,0.3,0.3,0.7,0.9,0.5,0.2,0.4
v381,0.5,0.3,0.6,0.5,0.6,0.3,0.2,0.9,0.9
v382,0.5,1.0,0.0,0.5,0.6,0.0,0.9,0.0,0.4
v383,0.7,0.3,0.3,0.9,0.5,0.3,0.3,0.3,0.7
v384,0.0,1.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0
v385,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
v386,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
v387,0.0,1.0,0.0,0.3,0.8,0.0,0.9,0.0,0.3
v388,0.8,0.6,0.0,0.7,0.7,0.3,0.5,0.0,0.7
v389,0.8,0.4,0.1,0.5,0.2,0.3,0.2,0.3,0.4
v390,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6
v391,0.9,0.0,0.8,0.3,0.0,0.4,0.2,0.8,0.9
v392,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0
v393,1.0,0.2,0.7,0.5,0.2,0.7,0.2,0.7,1.0
v394,0.0,1.0,0.0,0.3,0.9,0.0,0.9,0.0,0.0
v395,0.7,0.1,0.3,1.0,1.0,0.8,0.6,0.4,1.0
v396,0.5,0.0,0.0,0.3,0.0,0.5,0.0,0.0,0.4
v397,0.9,0.3,0.8,0.5,0.3,0.8,0.3,0.8,0.5
v398,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
v399,0.6,0.1,0.7,0.5,0.0,0.7,0.3,0.4,0.6
v400,0.5,0.9,0.2,0.5,0.5,0.2,0.8,0.2,0.4
v401,0.5,0.6,0.3,0.5,0.5,0.3,0.8,0.4,0.5
v402,0.8,0.0,1.0,0.8,0.0,0.7,0.0,1.0,0.3
v403,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v404,0.0,1.0,0.0,0.0,0.8,0.6,0.9,0.0,0.6
v405,0.5,0.7,0.4,0.5,0.5,0.4,0.5,0.3,0.5
v406,0.9,0.0,0.8,0.7,0.2,0.5,0.0,0.8,1.0
v407,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5
v408,,1.0,,,,,,,
v409,0.1,0.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0
v410,0.9,0.9,0.7,1.0,0.0,0.1,0.8,0.8,0.9
v411,0.0,0.8,0.0,0.0,0.2,0.0,0.3,0.0,0.0
v412,0.7,0.8,0.0,0.0,0.2,0.0,0.6,0.5,0.3
v413,0.7,0.0,0.7,0.6,0.1,0.9,0.0,0.7,0.7
v414,0.0,0.1,0.1,0.8,0.2,0.2,0.3,0.2,0.5
v415,0.0,0.5,0.0,,,0.0,,0.0,
v416,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
v417,0.8,0.0,0.4,0.4,,0.4,0.6,0.4,0.6
v418,0.4,0.4,0.5,0.8,1.0,0.0,0.1,0.4,0.3
v419,0.2,0.9,0.0,0.4,0.8,0.0,0.8,0.1,0.6
v420,0.0,1.0,0.0,0.0,0.8,0.0,0.3,0.0,0.5
v421,1.0,0.4,0.3,0.5,0.6,0.2,0.6,0.6,0.5
v422,0.5,0.4,0.1,0.1,0.1,0.2,0.1,0.2,0.1
v423,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
v424,0.0,1.0,0.3,0.3,0.6,0.2,0.8,0.1,0.3
v425,0.8,0.3,0.0,0.0,0.5,0.0,0.3,0.0,0.6
v426,0.6,0.0,0.8,0.5,0.0,0.5,0.0,1.0,0.7
v427,0.7,0.0,0.8,0.6,0.1,0.6,0.2,0.6,0.9
v428,0.9,0.2,0.8,0.6,0.3,0.5,0.0,0.8,0.8
v429,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6
v430,1.0,0.4,0.4,0.5,0.4,0.3,0.4,0.4,0.6
v431,0.3,1.0,0.0,0.4,0.5,0.0,0.7,0.0,0.4
v432,1.0,0.9,0.4,1.0,0.7,0.6,1.0,0.6,1.0
v433,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
v434,0.5,0.0,0.5,0.4,0.0,0.8,0.0,0.8,0.8
v435,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
v436,1.0,0.0,0.5,0.3,0.2,0.7,0.2,0.6,1.0
v437,1.0,0.0,0.6,0.3,0.2,0.3,0.0,0.6,0.8
v438,0.0,1.0,0.0,0.4,0.7,0.3,1.0,0.2,0.3
v439,0.8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.8
v440,,0.0,0.0,0.0,,0.0,0.0,0.0,0.7
v441,1.0,0.0,0.9,0.4,0.0,0.8,0.0,0.8,1.0
v442,0.6,0.0,0.6,0.5,0.0,0.5,0.0,0.6,0.7
v443,0.6,0.4,0.4,0.4,0.6,0.8,0.5,0.7,0.4
v444,0.3,0.7,0.0,0.0,0.7,0.0,0.6,0.0,0.0
v445,0.3,0.0,0.4,0.3,0.5,0.4,0.0,0.3,1.0
v446,0.8,0.7,0.0,0.1,0.5,,0.5,0.0,0.1
v447,0.5,0.0,0.0,0.7,0.0,0.0,0.0,0.7,0.0
v448,1.0,0.0,0.4,0.7,0.6,0.5,0.2,0.5,1.0
v449,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
v450,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
v451,0.2,0.4,0.0,0.8,0.7,0.2,0.6,0.1,0.5
v452,0.8,0.5,0.2,0.5,0.4,0.5,0.5,0.5,0.5
v453,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0
v454,0.9,0.2,0.5,0.8,0.0,0.3,0.5,0.4,0.7
v455,1.0,0.0,0.1,1.0,0.0,0.4,0.2,0.1,0.6
v456,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
v457,0.5,0.8,0.3,0.2,0.4,0.3,0.2,0.2,0.4
v458,0.7,0.0,0.3,0.3,0.0,0.4,0.0,0.4,0.7
v459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v460,0.5,0.0,0.8,0.5,0.0,0.6,0.0,1.0,0.6
v461,,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1
v462,0.8,0.2,0.4,0.5,0.5,0.5,0.2,0.6,0.7
v463,0.4,0.9,0.8,0.7,0.9,0.9,0.7,0.8,0.9
v464,0.1,1.0,0.2,0.3,0.8,0.3,1.0,0.2,0.2
v465,0.0,1.0,0.0,0.0,0.2,0.3,1.0,0.0,0.0
v466,1.0,0.0,0.9,0.8,0.0,0.4,0.0,1.0,0.5
v467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v468,0.5,0.0,1.0,0.4,0.0,1.0,0.0,1.0,0.8
v469,0.1,1.0,0.0,0.5,0.8,0.2,1.0,0.1,0.5
v470,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5
v471,1.0,0.0,0.7,0.7,0.2,1.0,0.2,0.0,1.0
v472,0.7,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.6
v473,0.2,1.0,0.0,0.4,0.3,0.5,1.0,0.2,0.5
v474,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1
v475,0.6,0.0,0.6,1.0,0.2,0.2,0.0,0.5,0.8
v476,0.7,0.0,0.9,0.7,0.3,0.3,0.0,0.9,0.9
v477,0.5,0.0,0.8,0.4,0.0,,0.0,1.0,0.4
v478,0.9,0.2,0.9,0.5,0.3,0.7,0.3,0.9,0.5
v479,0.6,0.9,,1.0,0.7,0.0,0.7,0.9,1.0
v480,0.3,0.4,0.0,0.5,0.3,0.1,0.2,0.1,0.5
v481,0.2,0.8,0.3,0.2,0.9,0.1,0.8,0.1,0.2
v482,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5
v483,0.3,0.6,0.0,0.0,0.6,0.0,0.6,0.0,0.0
v484,1.0,0.0,1.0,1.0,0.0,0.7,0.0,0.7,0.9
v485,1.0,0.3,0.3,0.6,0.5,1.0,0.5,0.6,0.6
v486,0.8,0.0,0.8,0.6,0.3,0.6,0.2,0.8,0.7
v487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v488,0.7,0.2,0.9,0.5,0.2,0.8,0.2,0.9,0.5
v489,0.4,0.3,0.2,0.9,0.4,0.6,0.4,0.3,0.8
v490,0.3,0.9,0.4,0.5,0.4,0.2,0.8,0.1,0.3
v491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v492,0.4,0.3,0.3,0.2,0.5,0.4,0.2,0.3,0.3
v493,0.2,0.9,0.3,0.3,0.4,0.3,0.6,0.3,0.3
v494,1.0,0.0,0.5,0.5,0.0,0.6,0.0,0.7,0.6
v495,1.0,1.0,0.7,0.8,0.3,0.5,0.6,0.6,1.0
v496,0.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6
v497,0.5,0.8,0.4,0.8,0.7,0.4,0.5,0.5,0.6
v498,0.0,0.5,0.0,0.3,0.4,0.0,0.4,,0.2
v499,0.2,0.9,0.2,0.0,0.9,0.2,0.9,0.2,0.2
v500,0.7,0.1,0.5,0.5,0.3,0.0,0.3,0.5,0.6
v501,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0
v502,0.0,1.0,0.0,0.0,0.4,0.0,0.7,0.0,0.3
v503,0.5,0.5,,1.0,,,,1.0,1.0
v504,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v505,,,0.5,1.0,1.0,1.0,0.8,0.3,1.0
v506,0.5,0.5,0.0,0.5,0.2,0.2,0.5,0.1,0.5
v507,0.3,0.1,0.3,0.3,0.3,0.0,0.4,0.2,0.3
v508,0.8,0.0,0.7,0.5,0.0,0.3,0.0,0.7,0.7
v509,0.8,0.2,0.1,0.2,0.0,0.1,0.1,0.1,0.4
v510,0.7,0.5,0.0,0.8,0.0,,0.0,0.1,1.0
v511,0.0,1.0,0.0,0.6,0.9,0.0,0.5,0.0,0.0
v512,1.0,0.2,0.3,0.5,0.0,0.4,0.0,0.8,0.6
v513,0.6,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.9
v514,0.0,1.0,0.0,0.0,0.9,0.0,1.0,0.0,0.0
v515,1.0,0.0,0.7,0.0,0.0,0.7,0.0,0.8,0.7
v516,0.1,1.0,0.0,0.2,0.1,0.2,0.8,0.0,0.3
v517,0.8,0.2,0.7,0.6,0.1,0.7,0.2,0.7,0.8
v518,1.0,0.3,0.5,1.0,1.0,1.0,0.3,0.5,1.0
v519,0.6,0.9,0.1,0.5,0.4,0.4,0.5,0.4,1.0
v520,0.4,0.0,0.0,0.6,0.2,0.2,0.0,0.0,0.7
v521,0.7,0.3,0.6,0.5,0.4,0.7,0.3,0.8,0.7
v522,0.9,0.3,0.3,0.2,0.0,0.5,0.0,0.3,0.4
v523,0.5,0.0,0.5,0.4,0.3,0.1,0.2,0.1,0.9
v524,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v525,0.0,1.0,0.0,0.0,0.6,0.0,0.6,0.0,0.5
v526,0.9,0.0,0.8,1.0,0.3,0.4,0.3,0.7,0.7
v527,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v528,0.9,0.3,0.8,0.5,0.2,0.6,0.2,0.8,0.7
v529,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5
v530,0.6,0.0,0.0,0.6,,0.0,0.0,0.0,0.8
v531,,0.0,,,0.0,0.0,0.0,0.8,0.8
v532,0.7,0.2,0.7,0.8,0.2,0.3,0.2,0.7,0.9
v533,0.6,0.8,0.3,0.5,0.6,0.2,0.9,0.1,0.5
v534,1.0,0.0,0.6,0.7,0.3,0.3,0.0,0.7,0.7
v535,0.3,0.8,0.0,0.5,0.3,0.7,0.3,0.1,0.5
v536,1.0,0.0,0.9,0.8,0.0,,0.9,0.9,0.9
v537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v538,1.0,0.0,1.0,1.0,0.0,0.8,0.0,0.5,1.0
v539,0.5,0.0,0.6,0.6,0.3,0.5,0.4,0.6,0.6
v540,0.3,0.0,0.1,0.5,0.0,0.0,0.0,0.5,0.5
v541,0.2,0.5,0.4,0.9,0.5,0.4,0.6,0.5,0.5
v542,0.0,1.0,0.0,0.0,0.6,0.0,1.0,0.0,0.4
v543,0.7,0.8,0.2,0.3,0.8,0.2,0.6,0.2,0.6
v544,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v545,0.3,0.0,0.6,0.5,0.0,0.1,0.0,1.0,0.5
v546,0.8,0.0,0.6,0.5,0.0,0.7,0.0,0.6,1.0
v547,0.0,1.0,0.1,0.0,0.9,0.0,0.6,0.0,0.0
v548,0.2,0.8,0.0,0.3,0.5,0.0,0.8,0.0,0.1
v549,0.7,0.1,0.3,0.6,0.4,0.4,0.4,0.3,0.5
v550,0.0,1.0,0.0,0.0,0.7,0.0,1.0,0.0,0.0
v551,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
v552,0.4,0.9,0.3,0.3,0.9,0.2,0.9,0.3,0.5
v553,0.4,0.7,0.6,0.3,0.8,0.6,0.5,0.4,0.6
v554,1.0,0.3,0.0,0.4,0.2,0.2,0.0,0.2,0.3
v555,0.4,0.4,0.3,1.0,0.3,0.3,0.3,0.3,0.7
v556,1.0,0.2,0.3,0.4,0.2,0.9,0.4,0.5,0.5
v557,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v558,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5
v559,0.1,0.3,0.1,0.1,0.1,0.2,0.1,0.1,0.1
v560,0.1,0.7,0.0,0.0,0.9,0.0,0.8,0.0,0.4
v561,1.0,0.0,0.9,0.3,0.7,0.9,0.0,0.5,0.9
v562,1.0,0.0,0.7,0.6,0.2,0.8,0.0,0.7,1.0
v563,1.0,0.0,0.8,0.3,0.0,0.7,0.0,0.6,0.9
v564,1.0,0.0,0.5,0.7,0.2,0.5,0.2,0.5,0.9
v565,0.3,0.9,0.2,0.3,0.8,0.2,0.9,0.2,0.1
v566,0.7,0.1,0.3,0.7,0.2,1.0,0.3,0.5,0.8
v567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v568,0.5,0.0,1.0,0.7,0.0,0.0,0.0,0.4,0.0
v569,0.7,0.6,0.0,0.5,1.0,0.0,0.8,0.0,0.6
v570,0.5,0.0,0.8,0.5,0.3,0.0,0.0,1.0,0.7
v571,0.5,0.1,0.5,0.5,0.0,0.4,0.0,0.5,0.7
v572,0.3,1.0,0.0,0.3,0.5,0.0,0.8,0.0,0.3
v573,0.8,0.3,0.3,0.5,0.5,0.4,0.4,0.3,0.5
v574,0.6,0.1,0.8,0.2,0.3,0.3,0.2,0.8,0.7
v575,0.5,0.5,0.0,0.6,,0.0,0.0,0.0,0.2
v576,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
v577,0.6,0.1,0.9,0.5,0.2,0.8,0.3,0.9,0.5
v578,0.6,0.8,0.3,0.5,0.5,0.4,0.5,0.3,0.4
v579,0.8,0.2,0.4,0.2,0.1,0.2,0.3,0.5,0.3
v580,0.4,1.0,0.2,0.7,0.9,0.2,0.4,0.3,0.6
v581,0.6,0.4,0.5,0.9,0.3,0.5,0.0,0.5,0.8
v582,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.8
v583,0.5,0.1,0.6,0.4,0.0,0.5,0.0,0.6,0.5
v584,0.7,0.6,0.5,0.8,0.2,0.3,0.4,0.3,0.3
v585,0.8,0.2,0.3,1.0,0.8,0.7,0.6,0.3,1.0
v586,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5
v587,0.5,0.7,0.0,0.7,0.4,0.2,0.5,0.1,0.3
v588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
v590,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5
v591,0.7,0.1,0.7,0.7,0.6,0.6,0.0,0.7,0.7
v592,0.7,0.0,1.0,0.7,0.3,0.3,0.0,0.9,0.8
v593,0.4,1.0,0.0,0.9,0.8,0.7,0.0,0.1,0.1
v594,1.0,0.0,0.8,0.4,0.4,0.7,0.8,0.8,0.4
v595,0.7,0.0,1.0,0.7,0.4,0.4,0.0,0.9,0.5
v596,0.8,0.0,0.0,0.9,0.4,0.6,0.3,0.0,1.0
v597,0.5,0.5,0.0,0.5,1.0,0.0,0.6,0.0,0.5
v598,0.6,0.0,0.9,0.7,0.6,0.3,0.0,0.9,0.7
v599,0.5,0.5,0.1,0.7,0.6,0.8,0.3,0.4,0.5
v600,0.5,0.0,1.0,0.3,0.0,0.7,0.0,1.0,0.4
v601,0.1,0.1,0.3,1.0,0.6,0.4,0.3,0.2,0.6
v602,0.2,1.0,0.2,0.2,0.1,0.2,1.0,0.2,0.2
v603,1.0,0.3,0.4,1.0,1.0,0.8,0.3,0.3,1.0
v604,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
v605,1.0,0.0,0.8,0.3,0.0,0.7,0.0,0.8,1.0
v606,0.3,0.8,0.0,0.2,1.0,0.0,0.6,0.0,0.5
v607,0.6,0.8,0.0,0.0,1.0,0.0,0.6,0.0,0.5
v608,0.2,0.8,0.0,0.0,1.0,0.0,0.5,0.0,0.5
v609,0.5,0.0,0.5,0.4,0.0,0.1,0.0,0.5,0.4
v610,0.5,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5
v611,0.4,1.0,0.3,0.7,0.9,0.0,0.7,0.5,0.5
v612,0.6,0.0,0.6,0.5,0.0,0.0,0.0,0.6,0.5
v613,0.8,0.2,0.3,0.5,0.0,0.3,0.2,0.4,0.7
v614,1.0,0.0,1.0,0.3,0.0,1.0,0.0,1.0,0.8
v615,0.3,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.1
v616,0.3,0.0,0.5,0.8,0.0,0.5,0.0,0.8,0.5
v617,0.5,0.0,0.3,0.9,0.2,0.3,0.2,0.2,0.8
v618,1.0,0.2,0.7,0.5,0.2,0.7,0.2,0.7,0.5
v619,0.3,0.8,0.2,0.3,0.9,0.2,0.8,0.3,0.3
v620,0.7,0.6,0.0,0.4,0.6,0.3,0.5,0.0,0.6
v621,0.0,0.9,0.0,0.0,0.5,0.2,0.5,0.0,0.5
v622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v623,1.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.4
v624,0.0,1.0,0.0,0.0,0.6,0.0,1.0,0.0,0.4
v625,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
v626,0.0,1.0,0.0,0.1,0.5,0.0,0.7,0.0,0.1
v627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v628,1.0,0.0,0.4,0.6,0.3,0.4,0.3,0.3,0.8
v629,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0
v630,0.8,0.0,0.5,0.6,0.0,0.6,0.0,0.6,0.6
v631,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
v632,0.5,0.3,0.3,0.3,0.6,0.4,0.3,0.0,0.1
v633,0.7,0.0,0.4,1.0,0.4,0.4,0.2,0.4,1.0
v634,0.5,0.0,0.5,0.7,0.5,0.5,0.0,0.5,0.5
v635,0.0,1.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0
v636,1.0,0.0,0.6,0.5,0.4,0.2,0.0,0.7,0.8
v637,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
v638,0.6,0.0,0.7,1.0,0.2,0.8,1.0,0.7,0.7
v639,0.0,1.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0
v640,0.7,0.0,0.1,0.5,0.5,0.0,0.0,0.4,0.4
v641,0.5,0.0,0.5,0.3,0.0,0.0,0.0,0.8,1.0
v642,0.9,0.2,0.7,0.7,0.3,0.8,0.3,0.8,0.9
v643,1.0,0.2,,0.6,,0.4,0.0,,0.9
v644,0.0,1.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0
v645,0.0,0.0,0.0,0.1,0.2,0.3,0.3,0.0,0.0
v646,0.0,1.0,0.3,0.0,0.8,0.2,0.9,0.1,0.2
v647,0.5,0.7,0.4,0.8,0.9,0.4,0.7,0.4,0.4
v648,0.6,0.0,0.5,0.4,0.2,0.0,0.0,0.4,0.3
v649,0.6,0.0,0.6,0.7,0.6,0.7,0.3,0.6,0.9
v650,1.0,0.0,0.3,0.5,0.0,0.4,0.0,0.6,0.6
v651,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v652,0.5,0.0,1.0,0.5,0.0,0.1,0.0,1.0,0.4
v653,0.0,1.0,0.0,0.0,0.9,0.0,0.8,0.0,0.0
v654,0.7,0.0,0.6,0.5,0.0,0.5,0.2,0.6,0.6
v655,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0
v656,0.0,0.5,0.0,0.0,0.5,0.0,0.3,0.0,0.0
v657,0.7,0.0,0.0,0.7,,0.0,0.0,0.0,0.7
v658,0.1,0.0,0.4,0.7,0.0,0.3,0.1,0.3,0.0
v659,0.6,0.1,0.3,0.6,0.4,0.4,0.3,0.2,0.5
v660,0.3,0.4,0.1,0.1,0.8,0.3,0.2,0.1,0.1
v661,0.3,0.0,0.0,0.7,0.0,0.1,0.1,0.0,0.5
v662,0.5,0.6,0.2,0.5,0.2,0.2,0.6,0.2,0.5
v663,0.5,0.0,0.8,0.8,0.2,0.3,0.2,0.8,1.0
v664,0.2,0.0,0.7,0.3,0.0,0.0,0.0,0.6,0.0
v665,0.6,0.0,0.8,0.4,0.0,0.0,0.0,0.8,0.6
v666,0.4,1.0,0.8,0.7,0.6,0.0,0.4,0.3,0.9
v667,0.0,1.0,0.0,0.3,0.6,0.0,0.8,0.0,0.0
v668,1.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0
v669,0.6,0.9,0.0,0.3,0.7,0.0,0.9,0.0,0.5
v670,0.7,0.0,1.0,0.7,0.3,0.3,0.2,0.9,0.7
v671,1.0,0.0,0.7,0.4,0.0,0.9,0.0,0.7,1.0
v672,0.8,0.0,0.5,0.9,0.2,0.5,0.0,0.8,0.9
v673,0.5,0.4,0.3,0.5,0.5,0.4,0.5,0.2,0.6
v674,0.4,0.1,0.1,0.3,0.1,0.3,0.4,0.1,0.3
v675,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0
v676,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
v677,0.6,0.1,0.3,0.5,0.3,0.4,0.4,0.2,0.5
v678,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
v679,1.0,0.5,0.0,0.5,0.5,0.0,0.6,0.0,0.5
v680,0.8,0.0,0.6,0.5,0.3,0.4,0.2,0.6,0.7
v681,0.1,0.3,0.1,0.5,1.0,0.0,0.0,0.0,0.3
v682,0.7,0.0,,0.8,0.9,0.0,0.1,,0.5
v683,0.8,0.7,0.3,0.9,0.9,0.3,0.9,0.3,0.7
v684,0.7,0.0,0.3,0.6,0.2,0.2,0.0,0.3,0.7
v685,0.4,0.3,0.5,1.0,0.9,0.8,0.6,0.7,1.0
v686,0.7,0.3,0.6,0.8,0.4,0.8,0.2,0.6,0.7
v687,0.5,0.0,0.5,0.2,0.0,0.1,0.0,0.5,0.4
v688,0.8,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.7
v689,1.0,0.2,0.4,0.6,0.3,0.3,0.2,0.4,0.9
v690,0.3,0.6,0.3,0.2,0.5,0.2,0.4,0.3,0.7
v691,0.7,0.0,0.4,0.7,0.0,0.7,0.5,,0.5
v692,0.6,0.7,0.9,0.7,0.6,0.2,0.0,0.5,1.0
v693,1.0,0.0,0.1,0.5,0.0,0.0,0.0,0.4,0.8
v694,0.9,0.3,0.3,0.4,0.3,0.5,0.8,0.3,0.9
v695,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0
v696,0.8,0.8,0.0,0.8,0.6,0.5,0.0,0.0,0.8
v697,0.9,0.2,0.3,0.6,0.2,0.8,0.2,0.7,0.5
v698,1.0,0.0,0.5,0.5,0.0,0.8,0.0,0.0,0.8
v699,0.5,0.0,0.4,0.3,0.5,0.7,0.6,0.4,0.1
v700,0.3,0.1,0.1,0.3,0.1,0.2,0.1,0.1,0.3
v701,0.0,0.7,0.0,0.0,0.2,0.0,0.5,0.0,0.0
v702,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
v703,0.5,0.7,0.6,0.0,1.0,0.0,0.5,0.0,0.0
v704,0.7,0.1,0.6,0.9,0.3,0.5,0.3,0.3,0.5
v705,0.9,0.0,0.7,0.7,0.3,0.4,0.0,0.7,0.7
v706,0.9,0.0,0.9,0.3,0.0,0.5,0.4,0.6,0.7
v707,1.0,0.0,0.4,1.0,0.7,0.9,0.8,0.5,1.0
v708,0.1,1.0,0.0,0.7,,,,0.2,1.0
v709,0.1,1.0,0.0,0.1,0.5,0.0,0.3,0.0,0.0
v710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v711,0.8,0.3,1.0,0.4,0.3,0.2,0.2,0.9,0.7
v712,0.4,0.4,0.1,0.3,0.1,0.2,0.1,0.1,0.1
v713,0.8,0.9,0.0,0.2,0.3,0.0,0.8,0.0,0.8
v714,1.0,0.0,0.9,0.9,0.0,0.8,0.0,1.0,0.8
v715,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
v716,0.0,1.0,0.0,0.2,0.1,0.3,1.0,0.0,0.3
v717,0.5,0.1,0.6,0.9,0.0,0.7,0.2,0.5,1.0
v718,0.5,0.5,0.0,0.4,0.0,0.0,0.3,0.0,0.5
v719,0.5,0.3,0.7,0.9,0.7,0.4,0.3,0.7,1.0
v720,0.3,0.0,0.7,0.5,,0.3,0.2,0.7,0.4
v721,0.7,0.8,0.0,0.0,0.7,0.0,0.5,0.0,0.4
