,A,B,C,D,E,F,G
v461,0.3,0.8,0.5,0.5,0.7,0.4,0.1
v462,0.8,1.0,0.4,0.3,0.0,0.0,0.0
v463,0.0,0.4,0.4,0.5,0.8,0.4,0.0
v464,0.0,0.0,0.3,0.6,0.5,,0.5
v465,0.2,0.3,0.1,0.3,0.2,0.0,0.7
v466,0.6,0.3,0.4,0.1,0.1,0.1,0.2
v467,0.7,0.8,0.8,0.8,0.7,,
v468,0.0,0.7,0.0,1.0,0.7,0.0,0.0
v469,0.0,0.7,0.7,0.7,1.0,0.5,0.5
v470,0.0,0.7,0.5,0.6,0.5,,0.5
v471,0.5,0.0,0.5,0.0,0.0,0.5,0.3
v472,0.7,0.1,0.1,0.6,0.3,0.1,0.3
v473,0.0,0.2,0.7,0.7,0.9,0.5,0.5
v474,0.0,0.8,0.4,0.3,0.3,0.5,0.2
v475,0.0,0.4,0.9,0.5,1.0,0.5,0.6
v476,0.0,0.2,0.8,0.6,0.5,1.0,0.0
v477,0.1,0.5,0.7,0.6,0.6,0.6,0.1
v478,1.0,0.2,0.0,0.4,0.0,0.0,0.0
v479,0.5,0.0,0.2,0.2,0.2,0.0,1.0
v480,0.0,0.0,0.8,0.6,0.3,1.0,0.7
v481,0.8,0.0,0.0,0.1,0.0,0.0,0.1
v482,0.0,0.0,0.0,0.4,0.0,0.0,0.6
v483,0.0,0.3,0.3,0.7,0.3,0.0,0.0
v484,0.0,0.0,0.9,0.5,1.0,0.5,0.0
v485,0.0,,,,1.0,,
v486,0.0,,,,0.0,0.0,
v487,0.1,0.4,0.8,0.4,0.5,0.5,0.5
v488,0.0,0.5,0.5,0.3,0.3,0.2,0.2
v489,0.0,0.0,1.0,0.0,0.5,1.0,0.3
v490,0.8,0.3,0.3,0.0,0.0,0.0,0.0
v491,0.0,0.6,0.8,0.5,0.6,0.8,0.7
v492,1.0,0.5,0.4,0.0,0.2,0.7,0.2
v493,0.0,0.2,0.6,0.6,0.8,0.6,0.6
v494,1.0,0.1,0.2,0.2,0.0,0.5,0.9
v495,0.0,0.9,0.2,0.8,0.7,0.0,0.0
v496,0.0,0.3,0.8,0.4,0.0,0.0,0.0
v497,0.5,0.0,0.3,0.0,0.0,0.0,0.0
v498,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v499,0.0,1.0,1.0,1.0,0.2,0.0,0.0
v500,1.0,0.0,0.1,0.0,0.0,0.2,0.3
v501,0.0,0.1,0.7,1.0,0.7,0.3,
v502,0.0,0.6,0.6,0.7,0.9,0.5,0.5
v503,0.7,1.0,0.5,0.2,0.0,0.1,0.0
v504,0.1,0.6,0.8,0.9,0.9,0.7,0.2
v505,0.0,1.0,0.7,0.9,1.0,0.5,0.0
v506,0.4,0.2,0.8,0.4,0.4,0.0,0.7
v507,0.3,0.5,0.2,0.6,0.6,0.1,0.3
v508,0.0,0.6,0.5,0.6,0.3,0.0,0.4
v509,0.0,0.0,0.9,0.4,0.6,0.9,0.7
v510,0.0,0.0,0.7,0.0,0.9,0.4,0.4
v511,0.0,0.0,0.6,0.0,0.0,0.6,0.0
v512,0.0,0.6,0.8,0.5,0.5,0.5,0.5
v513,0.5,0.0,0.0,0.0,0.0,0.0,0.0
v514,0.6,0.2,0.6,0.1,0.0,0.0,0.0
v515,1.0,0.0,0.0,0.0,0.0,0.0,0.5
v516,0.0,0.4,1.0,0.6,0.4,0.6,0.2
v517,0.0,0.6,0.4,1.0,0.7,0.0,0.2
v518,,,,,1.0,,
v519,0.0,0.4,0.1,0.7,0.6,0.1,0.0
v520,0.1,1.0,0.0,0.2,0.3,0.0,0.0
v521,0.0,0.4,1.0,1.0,0.9,0.0,0.3
v522,0.0,0.6,0.1,0.4,0.5,0.1,0.1
v523,0.3,0.3,0.3,0.2,0.2,0.3,0.3
v524,0.4,1.0,0.1,0.8,0.8,0.6,1.0
v525,0.0,0.3,0.2,0.3,0.1,0.0,0.0
v526,0.0,0.3,0.3,0.7,0.8,0.5,0.0
v527,0.7,0.5,0.0,0.0,0.0,0.0,0.0
v528,0.0,0.3,0.9,0.8,1.0,0.5,0.7
v529,0.9,0.0,0.0,0.0,0.0,0.3,0.2
v530,0.6,0.5,0.3,0.4,0.3,,
v531,0.0,0.1,0.4,0.2,0.0,0.1,0.3
v532,0.0,0.0,0.3,0.8,0.3,0.9,0.8
v533,0.0,0.2,0.8,0.5,0.5,0.5,0.1
v534,0.0,0.5,0.1,0.7,0.7,0.0,0.2
v535,0.0,0.6,0.8,0.7,1.0,0.6,0.9
v536,0.0,0.0,0.4,0.3,0.5,0.8,0.8
v537,0.0,0.0,0.7,0.5,0.2,0.3,0.4
v538,0.0,0.2,1.0,0.3,0.6,0.3,0.0
v539,0.0,0.2,0.8,0.8,0.8,0.7,0.0
v540,0.0,0.7,0.5,0.5,0.7,0.2,0.0
v541,0.2,0.2,0.2,0.2,0.1,0.2,0.3
v542,0.7,0.8,0.0,0.5,0.0,0.0,0.0
v543,0.4,0.5,0.5,0.6,0.4,,0.5
v544,0.4,0.3,0.2,0.1,0.0,0.1,0.4
v545,0.0,0.0,0.5,0.4,1.0,0.9,0.0
v546,0.0,0.0,1.0,0.5,0.9,0.6,0.4
v547,0.1,0.2,0.5,0.7,0.7,0.1,0.5
v548,0.0,0.6,0.3,0.6,0.0,0.2,0.0
v549,0.6,0.3,0.2,0.3,0.2,0.2,0.3
v550,0.5,0.7,0.5,0.7,0.5,0.5,0.7
v551,1.0,0.6,0.0,0.0,0.0,0.0,0.0
v552,0.0,0.2,0.5,0.7,0.5,0.3,0.2
v553,0.0,0.1,0.7,0.1,0.7,0.8,0.1
v554,0.0,0.2,1.0,0.2,1.0,0.0,0.0
v555,0.0,0.4,0.5,0.7,0.4,0.2,0.4
v556,,,,,1.0,,
v557,0.0,1.0,0.5,0.8,1.0,0.2,0.2
v558,0.0,0.3,0.5,0.5,0.7,1.0,0.3
v559,0.0,0.0,0.6,0.9,0.7,0.0,0.3
v560,0.0,0.0,0.7,0.1,0.8,0.9,0.3
v561,0.2,0.7,0.7,0.7,0.7,1.0,0.0
v562,0.4,0.3,0.0,0.5,0.0,0.0,0.0
v563,0.0,0.0,0.6,0.4,0.9,0.4,0.8
v564,0.0,0.1,0.3,0.5,0.3,0.3,0.0
v565,0.0,0.0,1.0,0.8,1.0,0.7,1.0
v566,0.0,0.3,1.0,0.5,0.7,0.7,0.1
v567,0.9,0.6,0.0,0.8,0.0,0.1,0.1
v568,0.1,0.5,0.5,0.5,0.6,0.3,0.1
v569,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v570,0.3,0.0,0.6,0.0,0.3,0.7,
v571,0.1,0.5,0.5,0.6,0.4,0.1,0.1
v572,0.0,0.0,0.4,0.4,0.8,0.8,0.0
v573,0.0,0.8,0.4,0.8,0.8,0.2,0.4
v574,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v575,0.0,0.3,0.6,0.4,0.6,,0.7
v576,0.7,0.8,0.3,0.4,0.0,0.3,0.0
v577,0.8,0.0,0.0,0.3,0.0,0.0,0.2
v578,0.3,0.1,0.3,0.7,0.0,0.1,0.0
v579,0.4,0.9,0.7,0.2,0.3,0.3,0.0
v580,0.0,0.2,0.0,0.2,0.2,0.2,0.1
v581,0.0,0.1,0.7,0.6,1.0,0.5,0.0
v582,0.0,0.1,0.8,0.6,0.9,0.8,0.6
v583,0.0,0.2,0.8,0.5,0.7,0.5,0.3
v584,0.3,0.7,0.8,0.4,1.0,0.2,0.3
v585,,,,,1.0,,
v586,0.3,0.2,0.3,0.3,0.7,0.0,0.0
v587,0.0,0.3,0.3,0.5,0.9,1.0,0.5
v588,0.0,0.0,0.8,0.5,0.7,0.8,0.3
v589,0.0,0.5,0.6,0.8,0.8,0.5,0.1
v590,0.5,0.4,0.5,0.9,0.0,0.6,0.5
v591,1.0,0.2,0.0,0.0,0.0,0.8,0.2
v592,0.0,0.3,0.5,0.8,0.0,0.5,0.3
v593,0.0,0.8,0.5,0.5,0.8,0.1,0.1
v594,0.2,1.0,0.8,0.7,0.5,0.0,0.0
v595,0.0,0.6,0.5,0.3,0.8,0.2,0.3
v596,0.0,0.5,0.7,0.9,0.7,0.5,0.6
v597,0.0,0.5,0.1,0.7,0.7,0.2,0.0
v598,0.4,0.9,0.5,0.7,0.4,0.0,0.0
v599,0.0,0.5,0.8,0.6,0.7,0.8,0.3
v600,0.0,0.8,0.6,0.8,0.7,0.3,0.0
v601,0.0,0.3,0.6,0.8,0.3,0.4,0.0
v602,0.0,0.1,0.1,0.0,0.1,0.0,0.0
v603,0.0,0.6,0.9,0.6,0.8,0.5,0.3
v604,0.0,0.0,1.0,0.4,0.8,1.0,0.5
v605,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v606,0.0,0.0,0.9,0.6,0.9,0.7,0.5
v607,0.9,0.1,0.2,0.4,0.0,0.0,0.0
v608,0.0,0.0,0.8,0.8,1.0,0.3,0.0
v609,0.0,0.1,0.7,0.6,0.8,0.4,0.2
v610,0.0,0.5,1.0,0.8,0.1,0.0,0.7
v611,1.0,0.7,0.0,0.5,0.1,0.4,0.3
v612,1.0,0.3,0.0,0.0,0.0,0.0,0.3
v613,0.4,0.4,0.4,0.8,0.9,0.2,0.8
v614,0.9,0.1,0.1,0.0,0.0,0.5,0.0
v615,0.4,0.0,0.0,0.4,0.0,0.2,0.0
v616,,,,,1.0,,
v617,0.0,0.0,1.0,0.3,1.0,1.0,0.3
v618,0.1,0.0,0.0,0.0,0.0,0.0,0.0
v619,0.0,0.4,0.8,0.5,0.6,0.4,0.3
v620,0.0,0.4,0.8,0.3,0.8,0.2,0.0
v621,0.0,0.6,0.4,0.8,0.8,0.2,0.1
v622,0.0,0.0,0.2,0.7,0.1,0.6,0.6
v623,0.0,1.0,0.3,0.1,0.5,0.6,0.8
v624,0.0,0.5,0.2,0.7,0.3,0.3,0.4
v625,0.0,0.0,0.9,0.1,0.7,0.4,0.3
v626,0.3,0.7,0.4,0.7,0.4,0.3,0.5
v627,0.2,0.6,0.6,0.5,0.6,0.4,0.2
v628,0.9,0.3,0.6,0.1,0.1,,0.9
v629,0.0,0.4,0.7,0.5,0.8,0.4,0.7
v630,0.0,0.2,0.4,0.8,1.0,0.7,0.5
v631,0.0,0.9,0.3,0.4,0.2,0.4,0.6
v632,0.0,0.5,0.8,0.6,0.2,,
v633,0.0,0.3,0.1,0.8,0.3,0.0,0.0
v634,0.0,0.3,0.3,0.3,0.8,0.9,0.6
v635,0.0,0.3,1.0,0.5,0.6,0.8,0.5
v636,0.0,0.4,0.8,0.7,0.8,0.6,0.5
v637,0.0,0.7,0.0,0.4,0.0,0.0,0.6
v638,0.3,0.9,0.1,1.0,0.6,,
v639,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v640,0.0,0.5,0.0,0.0,0.0,0.0,0.0
v641,0.0,0.6,0.5,0.8,0.3,0.1,0.1
v642,0.0,0.6,0.0,1.0,0.2,0.5,0.0
v643,0.5,0.5,0.3,0.1,0.0,0.0,0.3
v644,0.0,0.3,0.6,0.6,0.6,0.5,0.5
v645,0.0,0.1,0.7,0.3,0.9,0.3,0.2
v646,0.0,0.4,0.7,0.4,0.7,0.8,0.7
v647,0.0,0.0,0.2,0.0,0.7,0.1,0.0
v648,0.7,0.5,0.5,0.5,0.0,0.3,0.5
v649,0.0,0.6,0.3,0.7,0.2,0.0,0.1
v650,0.1,0.2,0.3,0.7,0.6,0.7,0.6
v651,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v652,0.3,0.0,0.7,0.0,0.5,0.7,0.7
v653,0.0,0.0,0.9,0.7,0.9,0.1,0.1
v654,0.0,0.5,0.9,0.6,0.8,0.7,0.9
v655,0.0,0.5,0.3,0.7,0.4,0.0,0.0
v656,0.0,0.0,0.7,0.3,0.8,0.9,0.1
v657,0.9,0.6,,0.8,1.0,0.9,
v658,0.0,0.3,0.3,0.7,0.8,0.7,0.3
v659,0.5,0.0,0.0,0.0,0.0,0.6,0.6
v660,0.0,0.6,0.7,0.7,0.8,0.6,0.9
v661,0.0,0.5,0.5,0.7,0.7,0.5,0.5
v662,0.0,0.2,0.6,0.8,0.6,0.3,0.7
v663,1.0,0.0,0.0,0.0,0.0,,0.5
v664,1.0,0.6,0.0,0.0,0.0,0.5,0.1
v665,0.0,1.0,0.4,0.6,0.5,0.0,1.0
v666,0.1,0.4,0.7,0.8,0.4,0.7,0.0
v667,0.0,0.0,0.8,0.6,0.8,0.8,0.0
v668,0.0,0.0,1.0,,1.0,0.9,
v669,0.2,1.0,0.1,0.3,0.0,0.0,0.0
v670,0.0,0.6,0.2,0.4,0.3,0.2,0.0
v671,0.1,0.7,0.3,0.9,0.5,0.0,0.6
v672,0.0,0.2,1.0,0.4,0.3,0.4,0.2
v673,0.0,0.1,0.3,0.1,0.2,0.2,0.0
v674,0.0,0.1,0.7,0.5,0.8,0.8,0.1
v675,0.0,0.0,0.7,0.2,0.8,0.6,0.1
v676,0.0,0.7,0.6,0.7,0.4,0.0,0.6
v677,0.0,0.1,1.0,0.4,0.5,0.8,0.2
v678,0.4,0.4,0.6,0.5,0.6,0.4,0.6
v679,0.0,,0.5,,1.0,,0.0
v680,0.0,0.2,0.2,0.2,0.2,,0.0
v681,0.2,0.5,0.2,0.9,0.1,,0.6
v682,0.0,1.0,0.4,0.2,0.3,0.1,0.1
v683,0.0,0.0,0.6,0.9,0.9,0.0,0.0
v684,0.8,0.1,0.3,0.3,0.0,0.1,0.1
v685,0.0,0.5,0.2,0.7,0.7,0.5,0.0
v686,0.1,0.7,0.1,0.7,0.2,0.3,0.5
v687,0.0,0.4,0.7,0.6,0.3,0.5,0.0
v688,0.0,1.0,0.2,0.6,0.0,0.0,0.1
v689,0.8,0.8,0.2,0.4,0.0,0.3,0.7
v690,0.0,0.0,0.4,1.0,0.6,0.0,0.0
v691,0.3,0.4,0.7,0.3,0.3,0.2,0.2
v692,0.7,0.4,0.0,0.2,0.0,0.3,0.0
v693,0.7,0.6,0.3,0.3,0.3,0.0,0.8
v694,0.0,0.5,0.9,0.7,0.8,0.3,0.0
v695,0.0,0.7,0.0,1.0,0.6,1.0,0.0
v696,0.0,0.0,0.9,0.7,0.7,0.6,0.5
v697,0.0,0.1,0.7,0.7,0.6,0.4,0.4
v698,0.8,0.1,0.4,0.3,0.0,0.0,0.2
v699,0.0,0.0,0.5,0.1,0.9,0.5,0.2
v700,0.2,0.6,0.2,0.8,0.2,0.1,0.0
v701,,,,,1.0,,
v702,0.0,0.8,0.0,0.6,0.4,0.0,0.0
v703,1.0,0.5,0.0,0.0,0.0,0.0,0.0
v704,0.0,0.8,0.6,0.8,0.6,0.0,0.1
v705,0.1,0.5,0.7,0.3,0.1,0.3,0.3
v706,0.6,0.6,0.5,0.1,0.2,,0.9
v707,0.2,0.1,0.1,0.1,0.0,0.0,0.0
v708,0.0,0.4,0.6,0.8,0.7,0.2,0.9
v709,1.0,0.5,0.0,0.0,0.0,0.2,0.0
v710,0.0,0.0,0.9,0.9,1.0,0.4,0.5
v711,0.0,0.1,0.0,0.0,0.3,0.0,0.0
v712,0.8,0.4,0.4,0.7,0.1,0.0,0.0
v713,0.0,0.2,1.0,0.2,0.4,0.4,0.3
v714,0.0,0.0,0.6,0.0,0.4,1.0,0.2
v715,0.0,0.5,0.6,0.8,0.7,0.6,0.3
v716,0.1,0.1,0.1,0.0,0.0,0.5,0.0
v717,0.0,0.4,1.0,1.0,0.5,0.3,0.5
v718,0.0,0.1,0.1,0.3,1.0,0.2,0.0
v719,0.0,0.3,0.5,0.7,0.7,0.5,0.5
v720,0.0,0.1,0.8,0.9,1.0,0.4,0.7
v721,0.0,0.8,0.0,0.5,0.0,0.0,1.0
v722,0.0,0.2,0.8,0.3,0.8,0.8,0.5
v723,0.0,0.8,0.2,0.3,0.4,0.0,0.4
v724,0.0,0.6,0.8,0.6,0.9,0.7,0.7
v725,0.0,0.3,0.8,0.4,0.6,0.5,0.0
v726,1.0,0.0,0.1,0.3,0.0,0.5,0.0
v727,0.0,0.4,0.4,0.0,0.3,0.2,0.4
v728,0.0,0.0,1.0,0.0,1.0,0.5,0.1
v729,0.0,0.0,1.0,0.6,1.0,0.6,0.6
v730,1.0,0.5,0.5,0.4,0.0,0.0,0.0
v731,0.0,0.0,0.2,0.0,0.0,0.4,0.0
v732,0.0,0.2,0.9,0.4,0.9,1.0,0.5
v733,0.0,0.8,0.4,0.5,0.6,0.4,0.8
v734,0.0,0.1,0.8,0.2,0.8,0.9,0.6
v735,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v736,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v737,0.0,1.0,0.8,0.0,0.0,0.0,0.0
v738,0.1,0.3,0.8,0.4,0.5,0.1,0.3
v739,0.0,0.4,0.2,1.0,0.6,0.0,0.0
v740,0.0,0.2,0.7,0.5,0.8,0.6,0.4
v741,0.7,0.6,0.0,0.3,0.0,0.1,0.3
v742,1.0,0.0,0.0,0.0,0.0,0.0,0.5
v743,0.0,0.0,0.5,0.0,0.5,0.3,1.0
v744,0.8,0.7,0.1,0.8,0.0,0.0,0.0
v745,0.1,0.0,0.2,0.0,0.0,0.3,
v746,0.4,0.7,0.5,0.4,0.3,0.1,0.7
v747,0.3,0.8,0.3,0.7,0.6,0.3,0.6
v748,,,,,1.0,,
v749,0.1,0.2,0.8,0.2,0.3,0.8,0.5
v750,0.9,0.3,0.1,0.2,0.0,0.2,0.3
v751,0.0,0.2,0.3,0.9,0.7,0.0,0.0
v752,0.0,0.7,0.9,0.9,0.6,0.5,0.0
v753,0.6,0.0,0.0,0.0,0.0,0.0,0.9
v754,0.0,0.6,0.5,0.7,0.6,0.5,
v755,0.0,0.2,0.8,0.3,0.7,0.8,0.7
v756,0.0,0.8,0.6,0.4,0.4,0.4,0.4
v757,0.5,0.8,0.1,0.6,0.6,0.0,1.0
v758,0.5,0.6,0.5,0.6,0.1,0.0,0.4
v759,0.7,0.7,0.6,0.4,0.1,0.3,0.3
v760,0.0,0.0,0.3,0.1,0.2,0.2,0.3
v761,0.0,0.4,0.8,0.4,0.5,0.3,0.4
v762,0.5,0.3,0.1,0.0,0.0,0.0,0.0
v763,0.0,0.3,0.7,0.5,1.0,0.5,0.6
v764,0.8,0.8,0.5,0.2,0.0,0.0,0.0
v765,0.5,0.4,0.2,0.6,0.0,0.4,0.0
v766,0.9,0.5,0.1,0.1,0.1,0.5,0.0
v767,0.5,0.4,0.3,0.0,0.0,0.0,0.0
v768,0.0,0.0,1.0,0.8,0.7,0.5,
v769,0.9,0.5,0.7,0.1,0.0,0.5,0.0
v770,0.0,0.4,0.5,1.0,1.0,0.0,0.8
v771,,,,,1.0,,
v772,0.0,0.4,1.0,0.0,0.0,0.0,
v773,1.0,0.6,0.0,0.6,0.0,0.0,0.0
v774,0.0,0.8,0.6,0.4,0.0,0.4,0.3
v775,0.2,0.0,0.7,0.0,0.2,0.7,0.2
v776,0.9,0.1,0.0,0.3,0.0,0.3,0.0
v777,0.0,0.9,0.5,0.7,0.0,0.0,0.0
v778,0.0,0.2,0.8,0.5,0.8,0.8,0.5
v779,0.0,0.1,0.8,0.8,1.0,0.2,0.3
v780,0.0,0.0,0.7,0.3,0.5,0.7,0.4
v781,0.0,0.0,0.5,1.0,1.0,0.6,0.0
v782,0.3,0.5,0.5,0.4,0.5,0.5,0.3
v783,0.8,0.6,0.2,0.6,0.0,0.0,0.5
v784,0.1,0.0,0.5,0.2,0.0,0.1,0.0
v785,0.2,0.7,0.6,0.8,0.3,,
v786,0.0,0.7,0.3,0.5,0.4,0.0,0.0
v787,0.0,0.0,0.5,0.2,1.0,0.7,0.8
v788,0.0,0.2,0.6,0.3,0.3,0.2,0.4
v789,1.0,0.3,0.2,0.1,0.0,0.3,0.6
v790,0.0,0.5,0.5,0.7,0.7,0.3,0.2
v791,0.0,0.0,0.4,1.0,0.6,0.0,
v792,0.0,0.5,0.2,0.8,0.5,0.0,0.0
v793,0.0,0.0,0.7,0.4,1.0,1.0,0.5
v794,0.5,0.8,0.2,0.7,0.6,0.5,0.0
v795,0.9,0.4,0.3,0.1,0.0,0.2,0.0
v796,0.8,0.3,0.7,0.4,0.0,0.0,0.6
v797,,,,,1.0,,
v798,0.0,0.6,0.8,0.6,0.6,0.4,0.1
v799,,0.0,,,0.0,,0.1
v800,0.0,0.5,0.8,0.2,0.8,0.2,0.3
v801,0.7,0.3,0.0,0.1,0.0,0.0,
v802,0.6,0.0,0.5,0.0,0.0,0.6,0.7
v803,0.0,0.3,0.4,0.7,1.0,0.5,
v804,0.0,0.1,0.4,0.6,0.1,,
v805,0.0,0.0,1.0,0.8,0.9,0.4,0.4
v806,0.0,0.6,0.5,1.0,0.7,0.2,0.8
v807,0.8,0.3,0.0,0.6,0.0,0.0,0.0
v808,0.0,0.0,0.5,1.0,0.3,0.0,0.0
v809,0.0,0.1,0.6,0.2,0.9,0.7,0.3
v810,0.0,0.2,1.0,0.4,0.7,0.3,0.0
v811,,,,,1.0,,
v812,0.3,0.0,0.0,0.0,0.0,0.0,0.0
v813,0.1,0.7,0.1,1.0,0.9,0.3,0.0
v814,0.3,0.8,0.7,0.5,0.3,0.5,0.7
v815,0.8,0.2,0.8,0.8,0.1,0.0,0.0
v816,0.0,0.3,0.6,0.2,0.4,0.8,0.7
v817,0.0,0.2,0.9,0.3,0.0,0.0,0.2
v818,0.6,0.5,0.6,0.6,0.4,,
v819,0.0,0.6,0.7,0.3,0.8,0.4,0.4
v820,0.0,0.3,1.0,1.0,0.8,0.2,0.3
v821,0.0,0.0,1.0,0.1,0.1,0.9,0.1
v822,0.3,0.2,0.0,0.3,0.0,0.0,0.1
v823,0.5,0.0,0.0,0.0,0.0,0.5,0.0
v824,0.6,0.6,0.4,0.4,0.4,0.3,0.4
v825,0.2,0.7,0.5,0.0,0.4,,
v826,0.1,0.5,0.6,0.8,0.7,0.0,0.3
v827,0.0,0.2,0.7,0.5,1.0,0.1,0.3
v828,0.0,0.3,0.8,0.7,0.8,0.0,0.8
v829,0.3,0.0,0.0,0.0,0.0,0.0,0.0
v830,0.5,0.3,0.0,0.0,0.0,0.1,0.0
v831,0.4,1.0,0.0,0.0,0.0,0.0,0.0
v832,0.8,0.5,0.3,0.4,0.0,0.0,0.3
v833,1.0,0.1,0.1,0.1,0.0,0.0,0.1
v834,0.2,0.7,0.5,0.4,0.3,0.4,0.5
v835,0.9,0.6,0.0,0.8,0.0,0.0,0.0
v836,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v837,0.5,0.8,0.2,1.0,0.0,0.0,
v838,0.0,0.4,0.5,0.6,0.6,0.0,0.0
v839,0.0,0.5,0.6,0.6,0.8,0.3,0.3
v840,0.0,0.7,1.0,0.0,0.0,0.5,0.0
v841,0.5,0.0,0.0,0.0,0.0,0.2,1.0
v842,0.0,0.0,0.7,0.4,0.8,0.6,0.4
v843,0.5,0.0,0.0,0.7,0.0,0.0,0.2
v844,0.0,0.4,0.5,0.5,0.6,0.3,0.3
v845,0.0,0.3,0.9,0.5,0.7,0.3,0.1
v846,0.2,0.3,0.6,0.5,0.5,0.3,0.5
v847,,0.0,,,0.0,,
v848,0.0,0.7,0.7,0.7,0.7,0.8,0.0
v849,0.2,0.0,0.4,0.6,0.4,0.2,0.3
v850,0.9,0.3,0.3,0.3,0.1,0.2,
v851,0.0,0.4,0.4,0.4,0.8,0.1,0.0
v852,0.5,0.9,0.3,0.4,0.4,0.3,0.2
v853,0.0,0.9,0.0,0.3,0.2,0.0,0.1
v854,0.0,0.5,0.4,0.8,0.8,,0.0
v855,,,,,1.0,,
v856,0.7,0.3,0.8,0.7,0.5,,0.0
v857,0.0,0.1,0.6,0.6,0.8,0.5,0.2
v858,0.0,0.0,1.0,0.3,0.1,1.0,0.2
v859,0.0,0.0,0.5,0.2,0.5,0.0,0.0
v860,0.7,0.6,0.0,0.0,0.0,0.3,0.0
v861,0.0,0.8,0.2,1.0,1.0,0.0,0.0
v862,0.0,0.4,0.7,0.0,0.5,0.5,0.5
v863,0.0,0.0,0.6,0.5,0.4,0.5,0.5
v864,0.0,0.0,0.2,0.3,0.5,0.6,0.0
v865,0.0,0.8,0.5,0.6,0.4,0.7,0.1
v866,1.0,0.0,0.5,0.5,0.0,0.3,0.0
v867,0.0,0.2,1.0,0.3,0.7,0.8,0.5
v868,0.1,0.5,0.5,0.9,0.6,0.7,0.6
v869,0.0,0.5,0.6,0.7,0.7,0.0,0.6
v870,0.8,0.1,0.1,0.0,0.0,0.0,
v871,0.8,0.7,0.3,0.4,0.0,0.0,0.2
v872,0.8,0.0,0.3,0.3,0.0,,0.5
v873,0.0,0.4,0.8,0.5,0.6,0.4,0.2
v874,0.0,0.3,0.0,0.3,0.3,0.0,0.0
v875,0.0,0.0,0.6,0.2,1.0,0.6,0.0
v876,0.0,0.1,0.1,0.5,0.8,0.7,0.0
v877,0.8,0.8,0.7,0.7,0.5,,
v878,0.0,0.0,0.7,0.5,0.5,0.3,0.0
v879,0.0,0.7,0.7,0.5,0.4,,0.9
v880,0.0,0.0,0.5,0.4,0.0,0.5,0.4
v881,0.0,0.7,0.3,0.6,0.6,0.0,0.8
v882,0.0,0.0,0.5,0.3,0.3,1.0,0.0
v883,0.0,0.0,0.6,0.1,0.5,0.8,0.0
v884,0.3,0.7,0.5,0.7,0.6,0.3,0.2
v885,0.5,0.4,0.7,,0.5,0.0,0.8
v886,0.3,0.5,0.3,0.5,0.5,1.0,1.0
v887,0.2,0.2,0.0,0.8,0.5,0.5,0.0
v888,0.7,0.6,0.1,0.3,0.0,,0.0
v889,0.4,0.5,0.5,0.5,0.2,0.2,0.2
v890,0.0,0.5,0.7,0.7,0.9,0.6,0.5
v891,0.4,0.0,0.5,0.2,0.1,0.8,0.7
v892,1.0,0.4,0.1,0.2,0.0,0.3,0.1
v893,0.6,0.2,0.6,0.3,0.0,,0.5
v894,0.0,0.5,0.8,0.8,0.8,0.5,0.7
v895,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v896,0.0,0.3,0.3,0.4,0.4,0.2,0.3
v897,0.0,1.0,0.0,0.0,0.0,0.0,0.0
v898,0.3,0.5,0.3,0.6,0.3,0.5,0.6
v899,,,,,1.0,,
v900,0.0,0.9,0.0,0.7,0.2,0.0,0.3
v901,1.0,0.0,0.5,0.5,0.5,0.0,0.0
v902,0.0,0.7,0.3,0.5,0.7,0.0,0.0
v903,0.0,0.0,0.6,0.2,0.2,0.2,0.5
v904,0.0,0.9,0.5,0.8,0.6,0.5,0.0
v905,0.1,0.3,0.5,0.3,0.7,0.2,0.3
v906,0.0,0.5,0.5,0.9,0.9,0.0,0.0
v907,0.8,0.7,0.4,0.0,0.0,0.0,0.0
v908,0.3,0.5,0.3,0.0,0.2,0.0,0.0
v909,0.8,0.4,0.2,0.2,0.0,0.0,0.0
v910,0.0,0.3,0.6,0.5,0.7,0.5,0.2
v911,0.0,0.8,0.5,0.7,0.0,0.5,0.5
v912,0.2,0.5,0.4,0.8,0.6,0.3,0.2
v913,0.0,0.5,0.5,0.5,1.0,0.5,0.0
v914,0.6,0.7,0.4,0.5,0.1,0.1,0.2
v915,0.0,0.3,0.7,0.8,0.6,0.0,0.3
v916,0.0,0.8,0.7,1.0,0.8,,0.2
v917,0.0,0.3,1.0,0.4,0.8,0.2,0.1
v918,0.0,0.0,0.6,0.5,0.7,0.7,0.4
v919,0.0,0.1,0.6,0.1,0.8,0.2,0.1
v920,0.0,0.4,1.0,0.6,0.7,0.2,0.1
v921,0.7,0.1,0.3,0.3,0.1,0.1,0.1
v922,0.0,0.2,0.7,0.4,0.8,0.8,0.7
v923,0.0,0.2,0.6,0.6,0.4,0.7,0.2
v924,0.0,0.6,0.4,0.8,0.5,0.1,0.0
