"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G"
"25828",6,9,5,4,4,8,8
"25829",7,7,5,5,6,4,3
"25830",2,8,7,0,3,5,7
"25831",1,6,7,2,5,6,1
"25832",0,7,7,0,5,7,5
"25833",8,6,1,5,5,6,3
"25834",5,7,8,4,5,6,9
"25836",10,5,0,7,5,5,0
"25837",3,8,7,3,5,7,4
"25838",7,3,2,3,4,7,1
"25839",1,9,8,1,1,8,6
"25840",6,3,3,8,0,0,2
"25841",6,4,2,1,8,7,6
"25842",2,3,4,0,2,5,0
"25843",4,8,5,2,7,8,6
"25844",2,6,6,2,7,5,2
"25846",10,6,2,8,7,5,2
"25847",6,8,5,1,3,6,4
"25848",5,6,6,0,4,7,6
"25849",7,7,3,0,7,1,6
"25850",3,7,7,0,6,8,5
"25851",9,5,2,5,3,5,3
"25852",5,6,2,5,7,5,7
"25853",0,10,5,0,2,6,8
"25854",6,9,7,5,6,7,8
"25856",9,6,0,8,6,6,1
"25857",6,5,2,6,6,5,4
"25858",4,5,8,1,8,5,3
"25859",5,6,1,3,5,5,3
"25861",4,6,5,4,5,6,2
"25862",3,9,8,1,5,7,7
"25863",4,7,4,4,7,9,7
"25864",3,10,4,2,4,5,5
"25865",6,3,2,6,4,5,4
"25866",0,0,5,0,8,7,5
"25867",3,3,3,3,5,5,3
"25868",4,6,3,1,3,3,6
"25869",3,6,6,0,5,6,4
"25870",8,3,2,5,5,5,3
"25871",9,5,0,9,4,5,4
"25872",9,5,0,6,5,4,3
"25873",5,8,4,5,6,10,8
"25875",5,3,7,1,7,5,3
"25876",0,8,10,0,3,3,7
"25877",10,2,0,1,2,1,4
"25878",8,5,3,1,7,3,5
"25879",1,10,7,1,2,8,8
"25880",8,5,0,5,6,6,2
"25881",5,5,5,5,5,5,5
"25882",3,6,5,4,5,8,6
"25883",4,8,6,0,6,5,4
"25884",2,8,8,1,5,6,5
"25885",9,6,0,8,3,4,1
"25886",7,5,4,7,2,5,3
"25887",9,3,2,3,5,5,2
"25888",1,8,6,0,3,8,1
"25889",3,6,5,0,7,8,6
"25891",2,8,9,4,4,7,6
"25892",2,6,5,1,4,7,1
"25893",9,5,1,6,5,5,3
"25894",3,6,5,3,4,4,4
"25895",10,5,2,6,4,0,4
"25896",1,8,5,4,7,9,8
"25897",4,5,2,4,6,4,2
"25898",3,6,4,3,8,10,6
"25899",7,5,0,7,5,5,7
"25900",4,8,5,0,4,6,5
"25903",1,8,7,2,4,7,6
"25904",7,8,4,2,4,7,5
"25905",6,6,6,3,7,7,5
"25906",7,6,2,5,2,4,3
"25907",6,3,0,8,4,5,2
"25908",10,8,0,3,6,7,3
"25910",7,5,5,7,5,5,5
"25911",10,5,5,7,5,7,4
"25912",0,8,8,0,3,3,4
"25914",4,4,0,4,0,0,0
"25915",9,2,5,7,8,5,3
"25916",5,2,1,5,4,2,1
"25917",3,8,8,1,3,8,7
"25918",5,5,5,5,5,5,5
"25919",5,3,5,3,6,10,6
"25920",7,4,4,9,5,7,2
"25921",7,8,9,8,7,7,7
"25922",10,5,0,10,0,0,0
"25923",10,3,1,5,7,4,4
"25924",6,4,0,3,4,4,0
"25925",4,7,9,2,6,9,6
"25926",4,4,2,1,7,5,7
"25927",8,2,0,4,2,2,1
"25928",5,5,0,2,5,5,2
"25929",4,7,8,3,8,9,6
"25930",3,7,3,3,4,6,4
"25931",4,7,9,2,8,9,8
"25932",3,6,8,1,6,5,3
"25933",0,5,4,0,0,0,3
"25934",0,4,6,0,0,3,3
"25936",5,1,0,4,0,2,2
"25937",1,9,6,1,5,8,9
"25938",7,7,4,7,7,7,0
"25939",5,5,0,1,6,7,4
"25940",5,5,3,4,7,8,2
"25941",5,7,5,1,5,5,5
"25942",1,5,7,4,7,6,4
"25943",10,7,4,8,7,8,8
"25944",8,2,4,8,4,4,2
"25945",5,8,5,0,0,6,0
"25946",7,7,7,7,7,7,7
"25947",6,8,3,5,8,6,9
"25948",10,5,0,5,8,5,5
"25949",0,7,8,0,5,8,7
"25950",7,5,5,4,8,9,5
"25951",5,6,5,3,6,6,6
"25952",4,5,3,3,8,6,6
"25953",7,0,0,5,2,3,1
"25955",0,5,7,0,5,2,0
"25956",7,6,8,2,5,6,3
"25957",5,7,1,0,6,7,6
"25958",2,6,9,0,6,4,5
"25959",4,1,0,2,5,4,3
"25960",2,6,6,2,3,6,4
"25961",3,5,9,1,6,5,5
"25962",6,5,5,4,8,7,6
"25963",0,5,0,0,4,3,3
"25964",9,6,3,6,4,5,3
"25965",2,5,0,2,5,7,5
"25966",5,5,4,5,4,1,2
"25967",5,0,0,5,5,0,0
"25968",6,5,5,4,6,5,2
"25969",6,4,5,1,9,7,6
"25970",6,7,6,3,5,7,2
"25971",5,6,5,5,5,5,4
"25972",7,6,2,5,5,4,2
"25975",1,7,8,1,5,6,2
"25976",4,7,3,2,6,6,5
"25977",3,10,8,2,5,8,5
"25978",0,8,6,0,2,4,7
"25979",1,5,5,1,4,7,3
"25980",5,8,0,9,0,8,0
"25981",7,5,0,5,8,4,2
"25982",4,7,4,3,6,8,5
"25983",8,6,2,4,5,3,3
"25984",9,1,1,4,7,5,2
"25987",5,4,2,7,3,4,3
"25988",8,2,0,6,6,4,1
"25989",2,8,10,5,0,5,5
"25990",9,9,4,7,6,5,8
"25991",7,5,6,4,6,6,5
"25992",1,9,6,0,7,7,7
"25993",5,8,5,4,6,7,8
"25994",7,5,2,9,4,4,3
"25995",7,6,4,8,1,0,0
"25996",5,1,6,0,8,7,4
"25997",8,3,5,3,7,7,2
"25998",6,4,1,4,5,3,1
"25999",1,7,6,2,7,5,5
"26001",8,0,0,7,3,5,0
"26002",3,7,3,7,4,6,5
"26003",0,9,9,4,4,6,7
"26005",6,7,6,2,7,6,4
"26006",7,5,0,6,6,5,0
"26007",7,8,6,6,7,9,7
"26008",10,0,0,8,5,4,0
"26009",7,6,0,8,1,3,2
"26012",10,1,1,6,6,5,1
"26013",6,2,0,6,3,4,3
"26014",10,6,0,6,8,5,2
"26015",4,7,2,4,5,7,5
"26016",0,1,4,0,0,4,0
"26017",7,6,1,6,5,6,2
"26018",7,7,3,7,5,3,5
"26019",7,9,7,3,6,7,4
"26021",4,8,5,6,5,5,4
"26022",9,7,2,7,5,6,4
"26023",5,5,5,5,5,5,5
"26025",3,3,0,3,2,2,2
"26026",0,6,8,0,5,6,4
"26027",6,8,7,5,7,8,7
"26028",4,6,5,4,2,6,2
"26029",9,7,3,4,6,6,2
"26033",7,3,3,6,8,6,5
"26034",5,0,0,5,0,5,0
"26036",2,8,8,0,6,8,6
"26037",2,5,1,2,3,4,1
"26038",8,6,3,8,8,7,5
"26040",0,0,1,0,1,1,0
"26041",9,4,0,0,7,5,0
"26042",0,10,8,0,5,9,10
"26044",4,8,6,3,4,7,2
"26045",3,8,5,1,4,6,5
"26046",6,8,9,5,5,7,8
"26047",5,6,7,1,5,5,3
"26048",8,7,4,5,8,7,5
"26049",5,5,5,6,4,6,5
"26050",5,1,1,2,5,6,1
"26051",2,6,7,4,6,6,5
"26052",9,3,1,5,3,4,0
"26053",0,4,4,0,4,4,4
"26054",8,2,0,8,5,5,0
"26055",5,5,5,2,3,3,3
"26056",8,6,0,2,7,6,2
"26057",5,7,6,3,6,7,4
"26058",4,7,5,3,5,9,6
"26059",5,4,4,8,6,3,3
"26060",6,4,0,4,2,4,0
"26061",8,7,0,8,4,4,7
"26062",1,8,7,2,5,8,8
"26063",5,5,3,6,5,7,3
"26064",3,8,6,1,6,6,7
"26067",7,4,0,6,4,5,4
"26068",0,6,3,0,4,5,5
"26069",8,1,4,6,7,6,5
"26070",6,2,2,3,4,3,1
"26071",0,4,4,0,6,7,0
"26072",5,4,2,5,4,5,5
"26073",7,5,3,5,7,7,1
"26074",4,8,7,5,4,5,6
"26075",5,8,7,6,6,6,6
"26076",5,7,6,3,5,6,2
"26078",5,6,1,2,2,7,1
"26080",4,8,4,3,8,6,6
"26081",5,5,3,6,5,5,3
"26082",8,5,3,5,6,7,3
"26083",0,5,4,0,0,2,2
"26084",7,6,6,6,7,7,5
"26085",5,7,5,2,8,7,7
"26086",7,7,0,0,0,6,0
"26087",8,3,1,9,7,3,3
"26089",4,5,3,2,4,3,6
"26091",3,7,7,2,6,7,9
"26092",3,7,2,1,2,1,8
"26093",8,6,0,5,5,5,1
"26096",5,8,5,3,5,8,5
"26097",1,6,6,1,5,6,4
"26098",5,5,0,5,0,2,0
"26099",0,3,0,0,0,0,5
"26100",10,5,2,5,1,5,2
"26101",1,6,8,2,5,6,4
"26102",8,4,0,3,5,3,1
"26103",7,4,3,3,2,5,2
"26104",4,8,8,3,5,5,5
"26105",7,7,3,1,7,7,5
"26106",6,5,3,5,5,8,3
"26107",6,7,3,2,0,4,4
